lagrangian/mu_B,eval/J_Q,eval/J_P,eval/J_B,time/fps,lagrangian/avg_J_D,eval/mean_power_mw,eval/mean_coverage,time/total_timesteps,lagrangian/mu_P,eval/mean_stall_sec,eval/mean_psnr_db,physical/mean_coverage,time/iterations,time/time_elapsed,eval/J_D,tiles/enhancement_freq_max,eval/violation,physical/mean_stall_seconds,eval/mean_n_tiles,tiles/enhancement_freq_std,lagrangian/avg_J_P,rollout/ep_rew_mean,eval/feasible,lagrangian/n_episodes,lagrangian/avg_J_B,physical/mean_n_enhanced_tiles,lagrangian/mu_D,physical/mean_power_mW,rollout/ep_len_mean,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/value_loss,train/approx_kl,train/entropy_loss,train/policy_gradient_loss
1.249640515369113,25.41248157201559,3.7948347743803263,6.948899673629385,238,11.659315239642902,12.5,0.8363679994300132,19008,0.9876167016379678,0.012582318578688094,51.87220853095166,0.9181835947617271,11,79,0.3860170252869412,0.8663194444444444,0.08601702528694122,0.3834109398933252,14.638888888888891,0.16445421161505602,4.704296635192274,-13.901754950000003,0.0,48,15.475219122159949,32.61284722222222,1.364571278259099,15.516493055555145,36.0,100,0.05918741226196289,0.2,-0.012058358639478683,0.5246527777777777,0.0003,0.36609967738665916,0.06320257,-42.85415792111997,-0.046795178468649584
1.2678096657968518,25.41248157201559,3.7948347743803263,6.917675228926272,239,11.48180160615722,12.5,0.8363679994300132,20736,0.9827976269509472,0.01083642893017319,51.873080017089386,0.9203479017498639,12,86,0.3311227226529823,0.8414351851851852,0.031122722652982326,0.3777704047557305,14.574074074074074,0.16178154936822325,4.5723701251917594,-13.51926895,0.0,48,15.267660171095516,32.179976851851855,1.392525782274492,15.075231481481069,36.0,110,0.06215369701385498,0.2,0.22628557682037354,0.5106481481481482,0.0003,0.40600681917534936,0.06927987,-42.30247240419741,-0.04118352885082088
1.2849164813927723,25.309266284192244,3.7948347743803263,6.810844613793987,239,10.989151396819265,12.5,0.8331933061429763,22464,0.9777209896287979,0.003619313450373619,51.80171618694421,0.9041975693087748,13,93,0.10878192415798808,0.8339120370370371,0.0,0.36096848208820637,14.351851851851853,0.16935993758377652,4.469345071140308,-13.272550159999998,1.0,48,14.8427262383682,31.255208333333332,1.4192486607665402,14.728009259258837,36.0,120,0.029502511024475098,0.2,0.1411145031452179,0.5210069444444444,0.0003,0.4504816596568735,0.05949459,-41.791376452975804,-0.040682492794951904
1.3011993901351808,25.23516995863768,3.7948347743803263,6.745496852877788,240,10.676378134844603,12.5,0.8308033916672045,24192,0.9723106652712957,0.0,51.74624645194163,0.9069440938462988,14,100,0.0,0.8408564814814815,0.0,0.35129436146008153,14.212962962962964,0.17272578809332478,4.33587025699913,-12.772657039999999,1.0,48,14.513163496963424,30.583333333333332,1.4451896061036518,14.279513888888468,36.0,130,0.07949548959732056,0.2,0.33325543999671936,0.5057291666666667,0.0003,0.489852017040054,0.072650105,-41.17777132104944,-0.03792310941843661
1.3173603201423185,25.262221615396303,3.7948347743803263,6.781997975819883,240,10.765171114995217,12.5,0.8316810170764947,25920,0.9670461253947418,0.0,51.750377644175636,0.9035690190650845,15,107,0.0,0.8373842592592593,0.0,0.35364720345976797,14.287037037037036,0.17993785839608117,4.394184049378413,-12.882967800000001,1.0,48,14.464372002855077,30.48148148148148,1.4713525338911397,14.496527777777372,36.0,140,0.050065040588378906,0.2,0.16473540663719177,0.47563657407407406,0.0003,0.5613385597864787,0.06205868,-40.587690113208915,-0.031660994873554615
1.3324960301565738,25.26854938935637,3.7948347743803263,6.703083908489181,241,10.192730244135662,12.5,0.831601905332791,27648,0.9615600678753146,0.0016420696212114427,51.754278599610664,0.9110971685901532,16,114,0.05412488282651279,0.8368055555555556,0.0,0.3352926876962117,14.111111111111109,0.18310276878260592,4.305576992229136,-12.50166003,1.0,48,14.05428400570213,29.61400462962963,1.496084359501479,14.192708333332932,36.0,150,0.0943140983581543,0.2,0.16539518535137177,0.5125,0.0003,0.5628108761514778,0.07755202,-39.98669514126248,-0.040903050078217075
1.3469432743401177,25.321072331192237,3.7948347743803263,6.8218039559598616,241,9.91643647735981,12.5,0.8335245644763095,29376,0.9561195177417819,0.0049049440749609164,51.80137689837577,0.9078188659229203,17,121,0.15535351164600728,0.8553240740740741,0.0,0.3258871916037951,14.370370370370372,0.19253255391925328,4.323779946586932,-11.778761020000001,1.0,48,13.778897673417534,29.041666666666668,1.5201254506948785,14.243344907406994,36.0,160,0.03746938705444336,0.2,0.4437883198261261,0.5434027777777778,0.0003,0.6331169026869314,0.07606951,-39.08739707381637,-0.040978689273577874
1.3603563551652187,25.37257192961003,3.7948347743803263,6.928996504025818,241,9.290840255161337,12.5,0.8351749733264947,31104,0.9505442417657517,0.008284023903999306,51.84173157535407,0.8918008103328837,18,128,0.2567789498270217,0.8252314814814815,0.0,0.30473678568948054,14.592592592592593,0.19039274552864832,4.269889609587915,-11.212343750000002,1.0,48,13.365232330040419,28.141203703703702,1.542602551332782,14.062499999999577,36.0,170,0.14002126455307007,0.2,-0.00429559126496315,0.5685185185185185,0.0003,0.6106167560374295,0.08481651,-38.23879750569662,-0.045054563050399773
1.3726687327405362,25.23761188935637,3.7948347743803263,6.720836927248411,241,8.74183757819859,12.5,0.8307338497772353,32832,0.9450491136889403,0.00119950333463556,51.75326513749993,0.8982189853965751,19,135,0.04086724532703882,0.8177083333333334,0.0,0.2866518735380593,14.148148148148147,0.19088218591612421,4.301948769275458,-10.01885776,1.0,48,12.924951030127012,27.21701388888889,1.5637071452782785,14.1999421296292,36.0,180,0.10680395364761353,0.2,-0.010647062212228775,0.5119791666666667,0.0003,0.6830591458413336,0.06960725,-37.29170149343985,-0.04010547512831787
1.3842239765386504,25.23761188935637,3.7948347743803263,6.693388926782499,241,8.20357062302591,12.5,0.8307338497772353,34560,0.9392594754931173,0.0012803239372106198,51.75326513749993,0.8945993810852854,20,142,0.04377678701974098,0.8512731481481481,0.0,0.2696479631972767,14.092592592592593,0.2020141050470188,4.184144721670793,-8.905121139999999,1.0,48,12.62209751924567,26.594328703703702,1.5834660718358433,13.802083333332918,36.0,190,0.03237760066986084,0.2,-0.0064348578453063965,0.5204282407407408,0.0003,0.7850958505438433,0.06068137,-36.43541348775228,-0.03981430980169939
1.3951066325633141,25.23761188935637,3.7948347743803263,6.700548707174146,242,7.928826703223652,12.5,0.8307338497772353,36288,0.9333970141121004,0.0006533646530461243,51.75326513749993,0.8977777256836242,21,149,0.021206252789819146,0.8321759259259259,0.0,0.26054344864098056,14.111111111111112,0.20273362957638938,4.155015447593256,-7.934013489999999,1.0,48,12.353062409865508,26.03240740740741,1.6025381385939024,13.693576388888475,36.0,200,0.07411247491836548,0.2,0.20550382137298584,0.5436342592592592,0.0003,0.7894301628073056,0.06712627,-35.65713406315556,-0.043890410404721344
1.4055579115798469,25.23761188935637,3.7948347743803263,6.710066434268758,242,7.782585490950712,12.5,0.8307338497772353,38016,0.9274940281039981,0.000949347107266213,51.75326513749993,0.8893095288801205,22,156,0.030940115557592313,0.8263888888888888,0.0,0.25504042767813817,14.129629629629628,0.20938980901938994,4.138805596759076,-7.40236135,1.0,48,12.180511606613061,25.656828703703702,1.6212446023212792,13.628472222221818,36.0,210,0.10741376876831055,0.2,0.44660085439682007,0.5197337962962963,0.0003,0.7724096709931338,0.06756098,-34.76301932158294,-0.04083888044201389
1.4151494383201135,25.23761188935637,3.7948347743803263,6.688180593449165,242,7.173528444538431,12.5,0.8307338497772353,39744,0.9217107493010004,0.0006533646530461243,51.75326513749993,0.9011985572463755,23,163,0.021206252789819146,0.8356481481481481,0.0,0.2355928424798702,14.083333333333334,0.21148228154665455,4.186688478800932,-6.56325236,1.0,48,11.836610696106648,24.946180555555557,1.6384284234326252,13.794849537036624,36.0,220,0.08278381824493408,0.2,0.261963814496994,0.4936921296296296,0.0003,0.8120623083578216,0.0659703,-33.94912413137931,-0.035438294320677716
1.4243389717862616,25.25674334235637,3.7948347743803263,6.678801598934974,242,6.827246816630548,12.5,0.8312706469994576,41472,0.9157075669304788,0.0003338014903376438,51.75374640204137,0.890078790533856,24,170,0.011209317517001336,0.8385416666666666,0.0,0.22342664474983737,14.064814814814815,0.2151457010339662,4.098727051791367,-5.51441268,1.0,48,11.67581338645924,24.59259259259259,1.6547465404742014,13.505497685184775,36.0,230,0.10339868068695068,0.2,0.6370318531990051,0.4915509259259259,0.0003,0.785561559294109,0.062394403,-33.11468111673991,-0.03855756533297676
1.4325413839618395,25.21033709235637,3.7948347743803263,6.66843701560164,242,6.001633432461099,12.5,0.8299685636661244,43200,0.9096338925535475,0.0,51.7436742728543,0.8923578594494437,25,177,0.0,0.8489583333333334,0.0,0.19618467910957338,14.046296296296296,0.21581422060467337,4.070530249227466,-4.15147856,1.0,48,11.2809648702312,23.747685185185187,1.669000624055354,13.41869212962922,36.0,240,0.08174937963485718,0.2,0.5764114856719971,0.5036458333333333,0.0003,0.8328746247070807,0.064863294,-32.23647475772434,-0.03838885040539834
1.4402186544048743,25.21033709235637,3.7948347743803263,6.667446014915292,242,5.7274028828205,12.5,0.8299685636661244,44928,0.9036146079849261,0.0,51.7436742728543,0.8797924283016303,26,185,0.0,0.8443287037037037,0.0,0.1875277936345919,14.046296296296296,0.2199391033612709,4.092286172551429,-3.0410859399999994,1.0,48,11.070908177213907,23.32928240740741,1.6825691312624054,13.491030092592185,36.0,250,0.05760830640792847,0.2,0.2112780511379242,0.5181134259259259,0.0003,0.8284672735741845,0.07218009,-31.210485804522477,-0.045069280973877066
1.4477144374848647,25.25674334235637,3.7948347743803263,6.677711843449166,242,5.850816877495766,12.5,0.8312706469994576,46656,0.8974750317627171,0.0004106032370719723,51.75374640204137,0.8848219410377597,27,192,0.01309813498107752,0.8130787037037037,0.0,0.19134643202245222,14.064814814814815,0.2145325985528358,4.044169511116433,-2.7342602399999993,1.0,48,10.998313231996187,23.172453703703702,1.6964461734561447,13.331886574073664,36.0,260,0.1081894040107727,0.2,0.5075077414512634,0.5333912037037037,0.0003,0.776813205966243,0.0649603,-30.119780102482547,-0.042528653231069996
1.4544370162620708,25.23761188935637,3.7948347743803263,6.663228682268307,243,5.088457155529931,12.5,0.8307338497772353,48384,0.891311017407427,0.0,51.75326513749993,0.884787319126853,28,199,0.0,0.8454861111111112,0.0,0.16599595268500272,14.037037037037036,0.22489015542371832,4.034394257883955,-1.88088002,1.0,48,10.689031510882431,22.51446759259259,1.7084173163449694,13.302951388888479,36.0,270,0.05254256725311279,0.2,0.9212625622749329,0.5166666666666667,0.0003,0.7935480273156255,0.064323395,-29.29470368138066,-0.038283713648302686
1.4606866306248045,25.23761188935637,3.7948347743803263,6.66843701560164,243,4.73362074586291,12.5,0.8307338497772353,50112,0.8853511716997627,0.0,51.75326513749993,0.8920842144027044,29,206,0.0,0.8333333333333334,0.0,0.1544410102200634,14.046296296296296,0.22391018444379113,4.116061716934277,-0.49394931000000014,1.0,48,10.499845745093527,22.11053240740741,1.7195013682096267,13.570601851851446,36.0,280,0.10970020294189453,0.2,0.39382606744766235,0.4962962962962963,0.0003,0.7465394623853542,0.056995325,-28.57625334704364,-0.03859996311021624
1.4662985165088893,25.23761188935637,3.7948347743803263,6.663228682268307,243,4.295561575873488,12.5,0.8307338497772353,51840,0.8792160494516349,0.0,51.75326513749993,0.8975484711456998,30,213,0.0,0.8599537037037037,0.0,0.13988149947926798,14.037037037037036,0.23128350091970803,4.045951100748862,0.8144038600000001,1.0,48,10.244754353633947,21.577546296296298,1.7294902721493104,13.331886574073666,36.0,290,0.07181048393249512,0.2,0.06853735446929932,0.4844907407407407,0.0003,0.7583567212025325,0.050716702,-27.758844114232947,-0.03787929671988995
1.4720160848057495,25.23761188935637,3.7948347743803263,6.663228682268307,243,4.590649128052254,12.5,0.8307338497772353,53568,0.8732001806557044,0.0,51.75326513749993,0.8998982906499643,31,220,0.0,0.8142361111111112,0.0,0.14993657332934612,14.037037037037036,0.22718672407616702,4.093652481627781,1.2554647399999999,1.0,48,10.287027318744116,21.67071759259259,1.740216894969441,13.49826388888847,36.0,300,0.10077327489852905,0.2,0.052206896245479584,0.5019675925925926,0.0003,0.6892454777050901,0.058837134,-27.07470260196262,-0.042336932167893755
1.4765794081344321,25.23761188935637,3.7948347743803263,6.663228682268307,243,3.3864783547745536,12.5,0.8307338497772353,55296,0.8672744208105657,0.0,51.75326513749993,0.8824241756913083,32,227,0.0,0.8269675925925926,0.0,0.10986553561696118,14.037037037037036,0.2327019720336838,4.129696061944549,2.0832252899999997,1.0,48,9.825329331473032,20.686921296296298,1.7479330908563773,13.621238425925524,36.0,310,0.09813135862350464,0.2,0.3785513639450073,0.5079861111111111,0.0003,0.6043470874428749,0.06330885,-26.155415033411096,-0.04218117574022876
1.481232657540037,25.19120563935637,3.7948347743803263,6.658072432268306,243,3.549713863362667,12.5,0.829431766443902,57024,0.8612893006127972,0.0,51.743299145247555,0.885433695197727,33,234,0.0,0.8252314814814815,0.0,0.1151914768152972,14.027777777777777,0.2343208491140075,4.105951920892582,3.2883019199999994,1.0,48,9.861299762241961,20.775462962962962,1.756057375514784,13.54890046296255,36.0,320,0.125579833984375,0.2,0.25287315249443054,0.47303240740740743,0.0003,0.6057562458846304,0.051053766,-25.348680821171513,-0.04023025233333034
1.4855363265197827,25.19120563935637,3.7948347743803263,6.658072432268306,243,3.5731059453316445,12.5,0.829431766443902,58752,0.8553018864061454,0.0,51.743299145247555,0.874519679112507,34,241,0.0,0.7679398148148148,0.0,0.11613458131368037,14.027777777777777,0.22314801797237208,4.105034317339271,3.139928500000001,1.0,48,9.721467591898305,20.480324074074073,1.764240140378113,13.527199074073659,36.0,330,0.20892620086669922,0.2,0.2610505223274231,0.48356481481481484,0.0003,0.5139835509988997,0.05678499,-24.37024166672318,-0.047012188537391246
1.4891379540589575,25.23761188935637,3.7948347743803263,6.663228682268307,243,3.024799620530867,12.5,0.8307338497772353,60480,0.8492833537313169,0.0,51.75326513749993,0.883690482152534,35,248,0.0,0.8072916666666666,0.0,0.09760385211102973,14.037037037037036,0.23324058692111205,4.0925869300686335,3.8885161099999994,1.0,48,9.440651015669884,19.891203703703702,1.77105213942944,13.483796296295882,36.0,340,0.2268294095993042,0.2,0.11934982240200043,0.4995949074074074,0.0003,0.4790749220384492,0.060923792,-23.30807063491256,-0.047819883924805455
1.4921720893673842,25.23761188935637,3.7948347743803263,6.663228682268307,243,2.4831935967518457,12.5,0.8307338497772353,62208,0.8432058722777002,0.0,51.75326513749993,0.8841284211312453,36,255,0.0,0.8159722222222222,0.0,0.0799642293025414,14.037037037037036,0.23771269160430203,4.069007418553304,5.43255485,1.0,48,9.213654123370707,19.402199074074073,1.7765101234213196,13.418692129629234,36.0,350,0.2486792802810669,0.2,0.24205541610717773,0.4373842592592593,0.0003,0.42153570889322844,0.046509955,-22.546078349925853,-0.03886105675008838
1.4946054397151765,25.23761188935637,3.7948347743803263,6.667446014915292,243,1.8124508291710468,12.5,0.8307338497772353,63936,0.8370889156614357,0.0,51.75326513749993,0.8619061923847461,37,262,0.0,0.8136574074074074,0.0,0.057912959126742464,14.046296296296296,0.23233481600214484,4.05321735349422,6.868595459999999,1.0,48,8.973340139116894,18.902199074074073,1.7802912504942472,13.353587962962544,36.0,360,0.2950085401535034,0.2,0.16761863231658936,0.42667824074074073,0.0003,0.4007952781463111,0.043316368,-21.787944850215204,-0.04051753696295674
1.4971336546214273,25.23761188935637,3.7948347743803263,6.667446014915292,243,2.300618292636587,12.5,0.8307338497772353,65664,0.8310603834077943,0.0,51.75326513749993,0.8735124318022206,38,269,0.0,0.7997685185185185,0.0,0.07398491917005333,14.046296296296296,0.23602461494491794,4.08858709854344,6.9866873499999995,1.0,48,9.011285962500358,18.988425925925927,1.7852927962258387,13.476562499999593,36.0,370,0.31089311838150024,0.2,0.15704245865345,0.4203703703703704,0.0003,0.3728167109467365,0.047264356,-21.46073876840097,-0.040507030031747285
1.4992263022523677,25.23761188935637,3.7948347743803263,6.667446014915292,243,1.718727919294466,12.5,0.8307338497772353,67392,0.825087624223416,0.0,51.75326513749993,0.8775587097919814,39,276,0.0,0.8287037037037037,0.0,0.054792546127927944,14.046296296296296,0.23872576775070714,4.110896326248668,7.348629099999999,1.0,48,8.837059052376203,18.62326388888889,1.788839616024075,13.541666666666256,36.0,380,0.3994855284690857,0.2,0.14081205427646637,0.4300347222222222,0.0003,0.3086299383805858,0.043759372,-20.380986552768285,-0.04383145520394599
1.5011832731452424,25.23761188935637,3.7948347743803263,6.667446014915292,243,1.822543383936028,12.5,0.8307338497772353,69120,0.8190501867697836,0.0,51.75326513749993,0.8715484134772079,40,283,0.0,0.7864583333333334,0.0,0.0584085015204125,14.046296296296296,0.23755328432585865,4.0850250185470545,8.16216665,1.0,48,8.782788357149842,18.50289351851852,1.792645974483915,13.454861111110704,36.0,390,0.41618621349334717,0.2,0.1091487854719162,0.43310185185185185,0.0003,0.26515229399557466,0.04131665,-19.932781834072536,-0.0441132641311183
1.502855873607502,25.23761188935637,3.7948347743803263,6.667446014915292,243,1.4846637530798583,12.5,0.8307338497772353,70848,0.8130076298586867,0.0,51.75326513749993,0.8789159050716832,41,290,0.0,0.7922453703703703,0.0,0.04772508443612505,14.046296296296296,0.2360380995858125,4.082977235561237,8.65545793,1.0,48,8.669040184903793,18.263310185185187,1.7956076338666145,13.433159722221808,36.0,400,0.45391303300857544,0.2,0.07986102253198624,0.41053240740740743,0.0003,0.2579148253356969,0.038267657,-19.119779855233652,-0.04513603257256801
1.5045167626318967,25.23761188935637,3.7948347743803263,6.663228682268307,243,1.6398283765232495,12.5,0.8307338497772353,72576,0.8068661826659215,0.0,51.75326513749993,0.8650049091259019,42,297,0.0,0.7731481481481481,0.0,0.05267615440187207,14.037037037037036,0.23549184832696632,4.04342112289391,8.93655221,1.0,48,8.664355609757871,18.25289351851852,1.7989572048079225,13.30295138888848,36.0,410,0.500857949256897,0.2,0.049155086278915405,0.4197337962962963,0.0003,0.213523328387075,0.037977796,-18.671120883800366,-0.050191806784520544
1.505762162130515,25.23761188935637,3.7948347743803263,6.667446014915292,243,1.3364114496988506,12.5,0.8307338497772353,74304,0.8007515590063599,0.0,51.75326513749993,0.877199963836713,43,304,0.0,0.8067129629629629,0.0,0.04249718790682729,14.046296296296296,0.24462268883350274,4.054150536175359,9.131303370000001,1.0,48,8.498159799447306,17.92824074074074,1.8015482334321697,13.346354166666258,36.0,420,0.5031896829605103,0.2,0.06229374557733536,0.4127314814814815,0.0003,0.19762010425329207,0.037103247,-17.80386806064182,-0.046849317138117776
1.5068344870948371,25.19120563935637,3.7948347743803263,6.662289764915292,243,1.405275111123162,12.5,0.829431766443902,76032,0.7945740361374464,0.0,51.743299145247555,0.8693542181903553,44,311,0.0,0.7835648148148148,0.0,0.04433000418442015,14.037037037037036,0.23982411773892323,4.028990852434617,9.745756409999998,1.0,48,8.42892998572883,17.761574074074073,1.8043114212099776,13.266782407407,36.0,430,0.5581766963005066,0.2,0.04240112751722336,0.4228587962962963,0.0003,0.1671920940555908,0.04335206,-17.49016494044551,-0.04787938054306088
1.5076291226471998,25.19120563935637,3.7948347743803263,6.662289764915292,244,1.0836419649086577,12.5,0.829431766443902,77760,0.7883243332650417,0.0,51.743299145247555,0.8801668365507276,45,318,0.0,0.8258101851851852,0.0,0.03365155266165228,14.037037037037036,0.24708953727858557,4.000118851038152,10.21557111,1.0,48,8.317854220945113,17.53472222222222,1.8062705261222491,13.16550925925886,36.0,440,0.5981980562210083,0.2,0.0021667852997779846,0.42204861111111114,0.0003,0.15702009278315085,0.039003022,-16.650773366292317,-0.049538917170354614
1.5081957356459326,25.19120563935637,3.7948347743803263,6.652864098934973,243,1.0886665361357775,12.5,0.829431766443902,79488,0.7819453734856,0.0,51.743299145247555,0.8746344832159344,46,326,0.0,0.7829861111111112,0.0,0.034066582707017894,14.018518518518517,0.2425512932806085,3.9484160882233295,10.79293547,1.0,48,8.226645199493133,17.34259259259259,1.8082421924625887,13.006365740740339,36.0,450,0.6237310171127319,0.2,0.0377127006649971,0.40196759259259257,0.0003,0.14070526458047056,0.037761632,-16.334000958336723,-0.04694877867414444
1.50848026675532,25.19120563935637,3.7948347743803263,6.662289764915292,243,0.8277096144936159,12.5,0.829431766443902,81216,0.7756449332774085,0.0,51.743299145247555,0.8661900175525327,47,333,0.0,0.78125,0.0,0.0257646899725174,14.037037037037036,0.24033116671224397,3.979823916723394,11.11254445,1.0,48,8.113812443754993,17.098958333333332,1.8095614664988227,13.093171296295893,36.0,460,0.6041933298110962,0.2,0.016374558210372925,0.39427083333333335,0.0003,0.1538541994161076,0.03590869,-15.36305492542408,-0.045996626590689024
1.5088273077005008,25.19120563935637,3.7948347743803263,6.661384393164436,243,1.0930953491334268,12.5,0.829431766443902,82944,0.7693565115611193,0.0,51.743299145247555,0.8709220296398666,48,340,0.0,0.7777777777777778,0.0,0.034142623226380626,14.037037037037036,0.24522394850467893,3.9846313134843445,11.106921269999997,1.0,48,8.138816378072299,17.155671296296298,1.8115442048716561,13.114872685184784,36.0,470,0.573115348815918,0.2,0.05272666737437248,0.37297453703703703,0.0003,0.16285176740752327,0.037379004,-15.280165259043375,-0.04222674164489877
