rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
227,0,15.8907,7.9084,6.2698,13.2325,8.6752,3.352,6.8129,0.8662,36.7,-270.124,52.234,204.446874
228,0,15.8627,7.3276,7.0367,13.0184,8.7068,3.3637,6.8379,0.8637,36.73,-272.349,52.192,212.618766
229,0,15.2021,6.8203,7.2624,12.6394,8.7387,3.3754,6.8628,0.8644,36.56,-274.059,52.128,270.792816
230,0,14.4568,6.6611,7.0005,12.3152,8.7704,3.3877,6.8878,0.8659,36.66,-275.476,52.228,214.2958
231,0,14.6061,6.647,7.1588,12.3204,8.8026,3.3993,6.9128,0.8668,36.66,-277.623,52.234,270.303884
232,0,14.1496,6.6666,6.7524,12.2507,8.834,3.4112,6.9374,0.8615,36.31,-276.861,52.199,257.482561
233,0,13.3908,7.0348,5.7233,12.1527,8.8657,3.4232,6.9621,0.8616,36.37,-277.087,52.227,256.939967
234,0,13.6236,7.5837,5.3888,12.1711,8.8975,3.435,6.9871,0.8657,36.69,-279.683,52.257,248.214434
235,0,14.6666,7.8742,5.6435,12.6689,8.9299,3.4465,7.0121,0.8673,36.65,-282.44,52.228,255.94216
236,0,14.2498,7.1244,6.2886,12.3568,8.9618,3.4581,7.0368,0.8677,36.45,-283.1,52.194,250.393507
237,0,15.497,7.2439,7.3414,12.4317,8.9935,3.4696,7.0614,0.8673,36.25,-281.742,52.219,232.811004
238,0,15.0951,7.0101,7.0807,12.5243,9.0254,3.4817,7.0864,0.8656,36.69,-283.899,52.168,220.442788
239,0,13.959,7.4905,5.4918,12.4966,9.0571,3.4934,7.1112,0.8628,36.52,-285.269,52.158,260.071848
240,0,14.1946,7.486,5.6556,12.5729,9.0883,3.5055,7.1359,0.8615,36.41,-284.516,52.151,245.718733
241,0,14.5418,7.4775,6.0209,12.5634,9.12,3.5175,7.1609,0.8648,36.62,-286.11,52.218,296.772548
242,0,14.6571,7.207,6.5204,12.4497,9.1515,3.5297,7.1857,0.8647,36.5,-287.933,52.254,325.99262
243,0,15.9059,7.2788,7.4079,12.7392,9.183,3.542,7.2105,0.869,36.48,-288.87,52.341,293.033804
244,0,15.5183,7.1892,7.255,12.5942,9.2148,3.5541,7.2354,0.8706,36.65,-291.361,52.348,294.526464
245,0,15.44,6.7024,7.8907,12.3669,9.2468,3.5661,7.2603,0.8644,36.55,-293.234,52.194,311.727705
246,0,16.5999,6.9271,8.4311,12.7617,9.2786,3.5786,7.2853,0.8697,36.62,-294.488,52.364,255.113024
247,0,16.0026,7.0513,7.7387,12.7325,9.3101,3.5908,7.31,0.8643,36.44,-294.623,52.2,320.914793
248,0,16.6406,7.2449,8.0573,12.8584,9.3418,3.603,7.3349,0.868,36.63,-295.316,52.237,313.426962
249,0,16.8988,6.9564,8.5618,12.9006,9.3734,3.6151,7.3598,0.8681,36.51,-296.315,52.254,347.178721
250,0,16.5712,6.7148,8.6235,12.7529,9.4051,3.6273,7.3847,0.869,36.58,-297.393,52.259,285.923904
251,0,17.8377,6.7114,9.8483,12.798,9.4364,3.6402,7.4095,0.8709,36.51,-298.665,52.341,374.526083
252,0,18.1476,6.511,10.4086,12.748,9.4678,3.6535,7.4345,0.8706,36.69,-300.25,52.237,299.21397
253,0,17.1508,6.624,9.4998,12.547,9.4995,3.6661,7.4596,0.8768,36.7,-302.242,52.405,310.837351
254,0,17.3937,6.7574,9.5793,12.577,9.531,3.6789,7.4846,0.8777,36.71,-303.841,52.319,331.878863
255,0,17.5009,7.0335,9.2221,12.7653,9.5627,3.6915,7.5099,0.872,36.92,-305.039,52.257,313.858734
256,0,18.2423,6.9685,9.7857,13.008,9.5949,3.7043,7.5353,0.873,36.96,-308.482,52.26,317.471718
257,0,18.2031,7.3074,9.3765,13.0392,9.6271,3.7172,7.5606,0.8762,36.9,-310.939,52.537,373.192321
258,0,18.3655,7.2302,9.5482,13.1071,9.6593,3.7299,7.5857,0.8765,36.81,-311.315,52.401,349.420942
259,0,18.7767,7.188,9.9228,13.1858,9.6914,3.7432,7.6112,0.8762,37.03,-312.954,52.347,393.421312
260,0,18.7745,7.1221,9.996,13.1765,9.7237,3.756,7.6366,0.8754,37.04,-314.594,52.329,368.040296
261,0,18.5981,7.5702,9.1726,13.3753,9.7559,3.769,7.6621,0.8809,37.04,-316.053,52.472,384.155922
262,0,18.3181,7.5279,9.0266,13.2836,9.7877,3.7821,7.6875,0.8789,37.04,-316.273,52.444,409.221029
263,0,17.5575,7.3033,8.7697,13.0045,9.8201,3.7944,7.7128,0.8788,36.88,-316.839,52.417,402.375559
264,0,17.3602,7.5142,8.3632,13.0029,9.8526,3.8071,7.7383,0.8814,37.09,-319.874,52.408,361.445605
265,0,16.7672,7.1634,8.2067,12.9171,9.8848,3.8198,7.7636,0.8759,36.94,-321.226,52.382,363.887177
266,0,16.9069,7.4641,8.0058,12.957,9.9174,3.8321,7.7889,0.8789,36.96,-321.107,52.409,368.4497
267,0,16.9102,7.8951,7.497,13.0382,9.9499,3.8442,7.8144,0.8785,37.08,-322.872,52.387,410.499164
268,0,16.5188,7.4847,7.626,12.9281,9.983,3.8561,7.8401,0.8766,37.23,-325.863,52.328,407.350525
269,0,16.7493,8.0401,7.0179,13.2112,10.0164,3.8683,7.8659,0.8831,37.37,-329.346,52.465,453.670226
270,0,16.0788,7.6934,6.8447,13.0606,10.0492,3.8799,7.8915,0.8773,37.17,-329.838,52.379,428.434861
271,0,15.8985,7.8747,6.6212,12.9226,10.0817,3.8921,7.9171,0.8747,37.18,-328.653,52.231,463.834725
272,0,15.5905,7.7438,6.4867,12.8799,10.114,3.9044,7.9426,0.8722,37.05,-328.867,52.248,460.495913
273,0,16.7338,7.8333,7.2752,13.1453,10.1472,3.916,7.9684,0.8763,37.34,-331.458,52.227,471.651112
274,0,17.226,8.0589,7.4232,13.2639,10.1803,3.9283,7.9943,0.8752,37.46,-335.123,52.236,469.711049
275,0,18.7089,7.9215,8.917,13.3903,10.2132,3.9409,8.0203,0.8804,37.44,-336.667,52.403,500.68681
276,0,18.5019,7.8512,8.9049,13.2659,10.2468,3.9528,8.0461,0.8764,37.39,-338.95,52.357,441.805485
277,0,18.9904,8.5378,8.425,13.5476,10.2803,3.9641,8.0718,0.8796,37.18,-340.046,52.379,474.975565
278,0,18.3029,8.1163,8.4021,13.3045,10.3137,3.9761,8.0977,0.8768,37.47,-340.576,52.339,450.962768
279,0,18.9494,8.6923,8.0942,13.6828,10.346,3.9884,8.1233,0.88,37.18,-339.95,52.344,548.867078
280,0,18.9646,8.6066,8.1882,13.6898,10.3786,4.0008,8.1489,0.8816,37.19,-338.68,52.37,531.704137
281,0,18.8834,8.9786,7.4622,13.9626,10.4118,4.0127,8.1747,0.8786,37.3,-342.043,52.379,582.784156
282,0,18.7161,9.0021,7.3392,13.8949,10.4453,4.0244,8.2005,0.8813,37.38,-345.27,52.441,533.566194
283,0,18.5544,9.0082,7.2015,13.8647,10.4789,4.0364,8.2265,0.876,37.5,-348.248,52.401,460.231952
284,0,18.3427,8.8575,7.1757,13.8295,10.5124,4.0481,8.2522,0.8752,37.24,-349.056,52.4,507.957517
285,0,18.2946,8.5401,7.5069,13.7676,10.5455,4.0605,8.2782,0.8705,37.52,-349.305,52.4,507.447059
286,0,18.1285,8.6157,7.3835,13.6492,10.5787,4.0721,8.3039,0.8734,37.23,-349.869,52.406,511.924599
287,0,17.8232,8.6307,7.1119,13.6005,10.6115,4.0842,8.3294,0.8745,37.13,-348.891,52.425,541.822919
288,0,17.2806,8.7343,6.5884,13.4779,10.6453,4.0955,8.3552,0.8744,37.34,-351.503,52.518,534.978292
289,0,17.5191,8.1138,7.6663,13.2589,10.6786,4.1072,8.3809,0.8736,37.2,-353.831,52.424,520.095478
290,0,17.0434,8.1954,7.1744,13.1936,10.712,4.1192,8.4067,0.8739,37.38,-354.544,52.457,545.870611
291,0,16.9826,8.668,6.3837,13.4509,10.7457,4.1312,8.4324,0.8724,37.29,-357.252,52.367,563.826175
292,0,16.4999,8.5109,6.2314,13.2777,10.7788,4.1434,8.4582,0.8707,37.28,-358.283,52.33,538.061256
293,0,17.8724,8.9339,6.5617,13.8968,10.8127,4.1545,8.4839,0.8754,37.28,-358.964,52.378,661.178422
294,0,17.3479,9.1896,5.7744,13.9039,10.8471,4.1659,8.51,0.8783,37.6,-363.405,52.481,542.561119
295,0,18.0302,8.9355,6.8903,13.7243,10.8812,4.177,8.5359,0.8802,37.41,-365.593,52.522,619.895674
296,0,17.5672,8.5054,7.2223,13.3595,10.9147,4.1887,8.5617,0.8793,37.36,-363.613,52.508,655.701602
297,0,16.6716,8.7183,6.1942,13.279,10.948,4.2006,8.5875,0.8808,37.29,-363.254,52.446,618.808593
298,0,15.801,8.7677,5.3901,13.1632,10.982,4.2122,8.6134,0.8767,37.46,-366.368,52.418,622.756653
299,0,15.3828,8.9024,4.9853,13.0151,11.0151,4.2235,8.6392,0.8816,37.34,-366.313,52.451,614.664412
300,0,16.2816,9.2839,5.0643,13.4533,11.0487,4.2346,8.6652,0.8836,37.52,-366.434,52.493,669.90085
301,0,18.3882,9.6576,6.3139,13.9368,11.0829,4.2457,8.6913,0.8861,37.59,-370.286,52.577,687.437686
302,0,18.8902,9.6149,6.6672,14.1281,11.1165,4.2577,8.7173,0.8858,37.49,-372.511,52.538,597.01306
303,0,18.5357,9.6284,6.4981,13.9291,11.1505,4.2689,8.7431,0.8827,37.4,-372.734,52.531,735.087243
304,0,18.6332,9.4982,6.8148,13.8403,11.1846,4.2805,8.7692,0.8848,37.54,-375.225,52.539,712.29389
305,0,18.4033,9.7802,6.3768,13.7663,11.2187,4.2926,8.7952,0.8902,37.52,-377.92,52.682,613.298884
306,0,19.202,9.7329,7.0401,13.949,11.2527,4.3044,8.8211,0.8919,37.45,-378.962,52.75,632.959613
307,0,18.8921,9.7913,6.6492,13.9715,11.2863,4.3165,8.8471,0.889,37.49,-378.615,52.697,668.846322
308,0,18.5152,9.4843,6.6098,13.9411,11.3202,4.3279,8.8729,0.8807,37.38,-378.45,52.48,793.887531
309,0,18.0844,9.2904,6.4014,13.9126,11.354,4.3398,8.8989,0.878,37.5,-380.559,52.477,751.247553
310,0,18.9554,9.1494,7.2422,14.0837,11.3878,4.3519,8.9251,0.8733,37.67,-382.965,52.447,694.380272
311,0,19.1411,9.3713,7.0864,14.2034,11.4215,4.364,8.9512,0.8789,37.62,-384.753,52.501,739.103973
312,0,18.5185,9.3979,6.5775,14.0631,11.4554,4.3756,8.9773,0.8797,37.56,-385.29,52.561,699.517331
313,0,19.2322,9.0772,7.5996,14.0753,11.4892,4.3874,9.0033,0.8764,37.54,-386.445,52.546,696.512483
314,0,20.0845,9.1892,8.136,14.2793,11.5232,4.3995,9.0295,0.8815,37.67,-388.483,52.643,747.44718
315,0,19.7318,8.9412,8.3214,13.9892,11.5569,4.4117,9.0553,0.8801,37.38,-389.274,52.576,753.021265
316,0,19.1235,8.9104,7.9253,13.8078,11.5908,4.4233,9.0812,0.8771,37.43,-389.475,52.543,712.36907
317,0,19.7549,9.4357,7.7943,14.045,11.6244,4.4352,9.1073,0.883,37.56,-390.635,52.527,688.644862
318,0,20.0789,9.1726,8.4284,13.9979,11.6583,4.4471,9.1334,0.8774,37.58,-392.758,52.466,826.676834
319,0,20.4465,9.4333,8.361,14.1722,11.693,4.4589,9.1595,0.887,37.65,-396.075,52.637,779.204089
320,0,20.9537,9.5039,8.7475,14.2224,11.7273,4.4707,9.1858,0.8882,37.71,-398.543,52.613,773.388394
321,0,19.7262,9.3032,8.0268,13.9162,11.7612,4.4825,9.2118,0.8843,37.53,-397.719,52.641,877.18946
322,0,19.6954,9.0562,8.4263,13.7329,11.7958,4.4937,9.2379,0.8842,37.59,-399.326,52.581,692.266931
323,0,20.445,8.8574,9.2705,13.8371,11.8304,4.5058,9.2642,0.8821,37.72,-402.377,52.676,805.87379
324,0,20.1811,8.7193,9.21,13.7719,11.865,4.5175,9.2903,0.8819,37.64,-404.547,52.567,794.69734
325,0,19.9636,8.2332,9.7735,13.4769,11.8991,4.5297,9.3163,0.8803,37.48,-404.46,52.578,776.426973
326,0,19.5822,7.8996,9.8615,13.3411,11.9329,4.5414,9.342,0.879,37.24,-402.072,52.535,874.838849
327,0,20.4212,8.423,9.6835,13.8347,11.9665,4.5538,9.3679,0.8795,37.46,-402.14,52.576,887.844201
328,0,20.0236,8.6739,9.0375,13.8322,12.0003,4.5651,9.3936,0.8819,37.21,-403.042,52.655,803.489878
329,0,19.7224,8.5945,8.8873,13.7606,12.0342,4.5774,9.4195,0.8832,37.47,-405.391,52.66,685.246734
330,0,19.7543,8.0724,9.6182,13.5836,12.0677,4.5896,9.4454,0.878,37.41,-406.482,52.502,770.726836
331,0,18.825,8.1453,8.7913,13.4084,12.1011,4.6019,9.471,0.8752,37.13,-405.451,52.455,932.414313
332,0,18.9208,8.4313,8.4691,13.5404,12.1351,4.6137,9.4968,0.8796,37.38,-408.168,52.614,855.838527
333,0,18.496,8.161,8.3762,13.4788,12.168,4.6261,9.5225,0.8739,37.27,-408.124,52.438,959.754029
334,0,19.2446,8.3307,8.7524,13.6815,12.202,4.6377,9.5483,0.8774,37.34,-409.338,52.512,937.78553
335,0,19.1906,8.1606,8.8795,13.6706,12.236,4.65,9.5744,0.8742,37.58,-413.376,52.41,919.747794
336,0,18.8652,8.0126,8.8597,13.5129,12.2705,4.6613,9.6003,0.8768,37.42,-415.901,52.51,727.08642
337,0,18.9063,8.1485,8.7571,13.5207,12.3044,4.6732,9.6261,0.8769,37.34,-416.131,52.435,993.114322
338,0,18.3935,7.9699,8.6535,13.2901,12.3384,4.685,9.6517,0.8746,37.2,-416.087,52.443,808.898285
339,0,18.5595,8.4041,8.2037,13.4716,12.3723,4.6968,9.6774,0.8778,37.23,-416.589,52.463,1096.475222
340,0,18.5608,8.4555,8.1416,13.4837,12.4057,4.7092,9.7032,0.8765,37.29,-416.812,52.489,841.34544
341,0,18.6457,8.0035,8.8182,13.344,12.4392,4.7211,9.729,0.8723,37.33,-417.312,52.353,931.266259
342,0,19.3361,7.8633,9.5361,13.4567,12.4723,4.7338,9.7546,0.87,37.23,-418.324,52.302,992.151986
343,0,19.5766,8.5074,8.9065,13.6827,12.506,4.7462,9.7804,0.8728,37.33,-421.037,52.373,983.617837
344,0,18.9161,8.1026,8.8836,13.4499,12.5398,4.7583,9.8061,0.8726,37.2,-423.032,52.387,1015.332633
345,0,18.0166,8.4541,7.5741,13.5084,12.5738,4.7701,9.8319,0.8698,37.37,-424.665,52.377,1062.83935
346,0,17.9352,8.2845,7.7881,13.3826,12.6074,4.7821,9.8579,0.8639,37.48,-425.396,52.244,1052.7394
347,0,17.6029,8.1783,7.7865,13.1581,12.6405,4.7949,9.8836,0.8733,37.28,-425.543,52.35,942.511969
348,0,17.2482,8.4491,6.9926,13.3264,12.6738,4.8075,9.9095,0.8671,37.43,-426.216,52.309,1004.097331
349,0,16.9387,8.1263,7.2364,13.096,12.707,4.8197,9.9352,0.8674,37.24,-426.856,52.239,875.630333
350,0,17.3033,8.4724,7.0573,13.2936,12.741,4.8315,9.9612,0.87,37.5,-429.068,52.246,959.674372
351,0,17.1015,8.0708,7.5417,13.009,12.7751,4.8435,9.987,0.8658,37.29,-432.678,52.243,973.083585
352,0,17.468,8.1005,7.8551,13.0324,12.8088,4.8558,10.0128,0.8686,37.35,-434.189,52.275,1136.616227
353,0,17.2935,8.0809,7.7218,13.0108,12.8426,4.8678,10.0388,0.8703,37.53,-435.006,52.409,1015.320453
354,0,17.3316,8.1607,7.5449,13.1461,12.8765,4.8796,10.0646,0.8741,37.37,-436.283,52.477,1035.702111
355,0,17.371,8.1754,7.505,13.2106,12.9108,4.8915,10.0906,0.8706,37.45,-438.674,52.323,1171.83811
356,0,18.2103,8.3573,7.9761,13.3969,12.9447,4.9038,10.1165,0.8797,37.45,-440.198,52.485,1145.690065
357,0,17.93,8.4247,7.721,13.3044,12.9788,4.9156,10.1423,0.876,37.31,-440.328,52.491,1121.19715
358,0,17.8285,8.4679,7.5317,13.3489,13.0126,4.9277,10.1681,0.8706,37.34,-441.014,52.396,1002.874905
359,0,18.0866,8.7126,7.3725,13.5215,13.0465,4.9396,10.1936,0.8737,37.12,-440.465,52.419,1344.165444
360,0,18.0108,8.5495,7.5521,13.4291,13.0802,4.9512,10.2191,0.877,37.07,-440.85,52.484,1141.078221
361,0,19.609,8.9108,8.3032,13.915,13.1146,4.9633,10.245,0.8758,37.38,-444.557,52.45,930.653901
362,0,19.0889,8.7243,8.0394,13.8451,13.1483,4.9758,10.2708,0.874,37.38,-447.418,52.46,1299.819294
363,0,18.896,8.9924,7.5564,13.8672,13.1825,4.9879,10.2965,0.8697,37.27,-448.007,52.384,1364.022883
364,0,19.2358,9.1291,7.5576,14.0691,13.2163,5.0002,10.3224,0.8724,37.36,-449.489,52.451,1047.286791
365,0,18.9825,8.9455,7.6221,13.935,13.2499,5.0125,10.3482,0.8765,37.4,-449.266,52.516,1150.128802
366,0,19.4098,8.9907,7.9849,13.9542,13.2839,5.0248,10.3742,0.8725,37.53,-451.128,52.409,1299.734031
367,0,18.9212,8.6653,7.9321,13.8439,13.3183,5.0369,10.4002,0.8729,37.46,-454.739,52.446,1400.8288
368,0,18.3308,8.5709,7.5264,13.7534,13.3526,5.0492,10.4262,0.8685,37.55,-457.687,52.356,1238.276788
369,0,19.3179,8.6769,8.1849,13.9762,13.3871,5.0613,10.4522,0.8665,37.49,-458.971,52.292,1292.506128
370,0,18.0856,8.5062,7.534,13.5653,13.4218,5.0734,10.4782,0.8668,37.48,-460.618,52.31,1358.226106
371,0,18.6007,8.6094,7.9188,13.5925,13.4557,5.0859,10.504,0.868,37.4,-461.209,52.39,1383.614744
372,0,17.8529,8.7409,7.3039,13.3281,13.49,5.098,10.5295,0.8755,37.08,-459.67,52.553,1195.401307
373,0,18.987,8.3955,8.6606,13.4509,13.5242,5.1103,10.5553,0.8742,37.31,-461.004,52.414,1295.086711
374,0,19.2792,8.3036,8.9469,13.5487,13.5586,5.123,10.5812,0.8751,37.4,-464.203,52.496,1397.514599
375,0,19.2219,8.8933,8.0904,13.7581,13.5931,5.1354,10.6072,0.8739,37.51,-466.455,52.414,1522.484988
376,0,18.2388,8.601,7.6516,13.5062,13.6273,5.1476,10.633,0.8758,37.33,-467.031,52.409,1413.851492
377,0,17.3657,8.4376,7.0745,13.3737,13.6616,5.1596,10.659,0.8692,37.51,-466.856,52.307,1425.316357
378,0,18.3327,8.0559,8.4271,13.3696,13.6961,5.1723,10.6851,0.8716,37.61,-470.492,52.348,1382.397264
379,0,16.6074,8.3432,6.6091,13.175,13.7307,5.1843,10.711,0.8654,37.46,-472.768,52.184,1444.540683
380,0,16.1328,8.4242,6.0659,13.1626,13.7648,5.1966,10.7371,0.8678,37.54,-471.406,52.185,1218.285172
381,0,16.8824,8.3048,6.8745,13.2231,13.7989,5.2089,10.763,0.868,37.45,-472.156,52.223,1478.50452
382,0,16.4635,8.596,6.1291,13.2584,13.8327,5.2206,10.7888,0.8645,37.36,-471.268,52.145,1308.560742
383,0,16.6386,8.2668,6.5599,13.3318,13.8668,5.2327,10.8147,0.8632,37.46,-471.981,52.136,1418.751379
384,0,17.0616,8.4958,6.6811,13.4047,13.9009,5.2446,10.8406,0.8678,37.44,-474.53,52.264,1284.724528
385,0,16.6349,8.8361,5.8799,13.4389,13.9349,5.2563,10.8667,0.8717,37.6,-475.504,52.265,1317.200453
386,0,15.7768,8.5462,5.6251,13.1256,13.9689,5.2677,10.8926,0.8724,37.38,-474.865,52.317,1401.941917
387,0,15.3823,8.022,6.0889,12.7913,14.0025,5.2794,10.9186,0.8734,37.52,-475.227,52.357,1535.718009
388,0,15.9966,8.3542,6.1244,13.0381,14.0358,5.2912,10.9443,0.8679,37.22,-473.744,52.177,1331.593091
389,0,15.2968,8.243,5.6671,12.9068,14.0693,5.3025,10.9699,0.8681,37.16,-473.294,52.164,1652.058849
390,0,14.6302,7.9401,5.51,12.7002,14.1022,5.3146,10.9955,0.8672,37.14,-472.763,52.156,1507.528948
391,0,15.1662,8.0387,5.9717,12.6758,14.1353,5.3264,11.0211,0.8741,37.19,-473.383,52.375,1514.572094
392,0,15.7796,8.211,6.2322,12.8565,14.1689,5.3385,11.0468,0.8762,37.21,-477.213,52.399,1320.087424
393,0,14.9843,8.092,5.8014,12.6109,14.2026,5.3502,11.0725,0.8756,37.31,-480.591,52.408,1407.010659
394,0,14.9358,8.1453,5.6797,12.6308,14.236,5.3623,11.0982,0.8711,37.22,-482.057,52.312,1551.964066
395,0,15.4329,8.2833,5.9385,12.7311,14.2691,5.3744,11.1237,0.8704,37.1,-480.96,52.264,1418.697482
396,0,14.7794,8.3393,5.2977,12.6624,14.3026,5.386,11.1496,0.867,37.42,-481.823,52.253,1559.511005
397,0,14.9313,8.6663,5.0362,12.7488,14.3361,5.3979,11.1754,0.8707,37.31,-485.007,52.316,1418.009681
398,0,16.4309,9.3199,5.27,13.3611,14.3696,5.4097,11.2013,0.8746,37.48,-486.521,52.335,1560.480774
399,0,16.29,8.8758,5.6423,13.2919,14.4029,5.4214,11.2273,0.8717,37.46,-487.254,52.311,1618.136279
400,0,16.6698,8.9891,5.8216,13.3792,14.4362,5.4334,11.2533,0.8733,37.5,-488.809,52.376,1494.700167
401,0,17.8598,9.3663,6.4049,13.6086,14.4701,5.4451,11.2791,0.8788,37.39,-490.829,52.508,1705.230812
402,0,17.0143,9.0693,6.0646,13.4004,14.5035,5.4573,11.3049,0.8792,37.34,-492.478,52.424,1677.883069
403,0,16.4871,9.1526,5.3963,13.4582,14.5372,5.4693,11.3309,0.8753,37.49,-494.123,52.309,1712.10834
404,0,17.563,9.0003,6.5161,13.5666,14.5712,5.4811,11.357,0.8752,37.56,-497.537,52.305,1477.242556
405,0,17.4185,8.9684,6.3248,13.6453,14.6048,5.4926,11.383,0.8743,37.53,-497.724,52.289,1555.682681
406,0,17.9953,8.7549,7.0536,13.7068,14.6389,5.5043,11.4089,0.8709,37.47,-498.421,52.243,1666.441533
407,0,18.5706,8.9164,7.3111,13.8631,14.6725,5.516,11.435,0.8736,37.57,-499.978,52.352,1760.242566
408,0,18.5054,8.9056,7.2723,13.8475,14.7064,5.5279,11.4611,0.8753,37.6,-501.922,52.328,1703.52895
409,0,18.4007,9.4502,6.4454,14.025,14.7409,5.5395,11.4874,0.872,37.7,-506.043,52.254,1837.488927
410,0,18.9989,9.551,6.8654,14.1025,14.7756,5.5517,11.5136,0.876,37.73,-511.186,52.382,1931.315599
411,0,18.631,9.5402,6.5655,14.0453,14.8096,5.5637,11.5398,0.8797,37.64,-510.862,52.459,1560.207795
412,0,18.1153,9.4072,6.4175,13.8105,14.8444,5.5752,11.5661,0.8784,37.78,-511.414,52.417,1774.71659
413,0,18.9024,9.747,6.5303,14.1451,14.8786,5.587,11.5923,0.8814,37.67,-513.121,52.446,1586.795078
414,0,19.2424,9.5047,7.2942,13.9635,14.9126,5.5986,11.6183,0.883,37.49,-511.101,52.504,1654.668087
415,0,19.8945,9.204,8.1762,14.0343,14.946,5.6114,11.6443,0.8813,37.56,-510.286,52.457,2102.920443
416,0,19.5531,9.8456,6.9804,14.247,14.9803,5.6235,11.6706,0.8836,37.79,-514.084,52.563,1661.358267
417,0,20.2547,10.6305,6.469,14.6751,15.0145,5.6357,11.697,0.885,37.83,-518.408,52.587,1730.504818
418,0,21.3821,10.831,7.0137,15.0574,15.0493,5.6476,11.7235,0.8856,37.9,-521.127,52.559,1625.551779
419,0,19.4256,10.6093,5.7004,14.6359,15.0833,5.6598,11.7496,0.8797,37.61,-521.366,52.469,2002.160952
420,0,18.8376,10.4366,5.3487,14.5724,15.1173,5.6714,11.7757,0.883,37.55,-518.956,52.548,1994.792058
421,0,17.9653,10.2198,5.0281,14.2374,15.1514,5.6831,11.8017,0.8776,37.48,-518.99,52.469,2073.013327
422,0,18.3087,10.1114,5.462,14.2553,15.1852,5.6953,11.8277,0.8789,37.48,-519.576,52.522,2118.621272
423,0,18.8999,9.8332,6.2936,14.2931,15.2189,5.7072,11.8537,0.8775,37.54,-520.901,52.419,1740.216665
424,0,18.5515,9.6935,6.1595,14.2184,15.2525,5.7192,11.8798,0.8743,37.6,-521.246,52.354,1626.66138
425,0,18.301,9.8473,5.801,14.1727,15.286,5.7313,11.9061,0.8793,37.74,-522.09,52.465,1530.778271
426,0,17.9341,9.5003,6.0372,13.9166,15.3196,5.7433,11.9321,0.8811,37.53,-522.975,52.534,2022.334932
427,0,18.5121,9.5832,6.2287,14.2203,15.3534,5.755,11.9581,0.8727,37.55,-524.121,52.34,2189.202342
428,0,18.8579,9.6013,6.5753,14.2014,15.3873,5.7671,11.9845,0.8816,37.85,-527.389,52.616,2044.493973
429,0,18.9208,9.6009,6.6573,14.1825,15.421,5.7794,12.0108,0.8777,37.76,-530.502,52.478,2140.157567
430,0,18.7993,9.596,6.5606,14.1627,15.455,5.7911,12.0371,0.879,37.72,-530.996,52.538,1794.000344
431,0,18.6225,9.7662,6.1481,14.2281,15.4889,5.8032,12.0633,0.8792,37.68,-532.322,52.564,2060.094039
432,0,17.8394,9.7481,5.6919,13.9193,15.5223,5.8156,12.0895,0.8749,37.64,-532.604,52.533,1967.644023
433,0,18.38,9.8158,6.0413,14.0429,15.5561,5.8274,12.1156,0.8732,37.59,-532.686,52.464,1790.723932
434,0,18.2369,9.3821,6.4997,13.8751,15.59,5.8393,12.1417,0.8696,37.66,-534.429,52.362,1576.201547
435,0,19.1972,9.9455,6.4111,14.3606,15.6244,5.8511,12.1679,0.8749,37.68,-537.931,52.471,2089.549677
436,0,18.6693,9.6219,6.3972,14.1702,15.6585,5.8628,12.1941,0.8717,37.68,-540.242,52.372,2367.076551
437,0,19.0032,9.7217,6.5058,14.2956,15.6924,5.8749,12.2208,0.8747,38.02,-541.07,52.38,2052.975248
438,0,18.095,9.1355,6.5761,13.9034,15.7263,5.8869,12.2469,0.8714,37.64,-541.518,52.319,1859.676723
439,0,17.7155,8.9225,6.6785,13.6345,15.7602,5.8987,12.2731,0.8711,37.66,-542.087,52.289,2074.051651
440,0,17.9987,8.81,7.1433,13.5654,15.7941,5.9103,12.2991,0.8692,37.5,-541.784,52.275,2265.925552
441,0,18.4153,9.0055,7.1574,13.7724,15.8285,5.9219,12.3256,0.8711,37.99,-545.654,52.311,2021.30091
442,0,18.4806,8.9445,7.2619,13.7941,15.8626,5.9335,12.352,0.8734,37.77,-548.015,52.36,2339.094575
443,0,18.2752,8.5254,7.5711,13.6987,15.8964,5.9452,12.378,0.869,37.52,-545.86,52.309,2113.925016
444,0,18.4311,8.3874,8.03,13.5336,15.9303,5.957,12.4044,0.8655,37.84,-547.141,52.254,2130.417492
445,0,18.405,8.1258,8.3437,13.4555,15.9643,5.969,12.4306,0.8622,37.69,-550.507,52.201,2075.327954
446,0,17.782,8.12,7.6649,13.5172,15.998,5.9813,12.4567,0.8612,37.64,-551.07,52.175,1935.385602
447,0,18.1879,8.4857,7.4197,13.8025,16.0318,5.9932,12.4828,0.8659,37.61,-550.933,52.217,2549.96647
448,0,18.5839,8.3313,8.001,13.7715,16.0658,6.005,12.5089,0.8617,37.55,-551.119,52.159,2073.142658
449,0,18.2645,8.1873,7.9922,13.605,16.099,6.0173,12.5349,0.866,37.54,-551.226,52.134,2315.472776
450,0,18.9152,8.5298,7.9806,13.9248,16.133,6.0292,12.5611,0.8732,37.7,-552.535,52.232,2365.806018
451,0,18.5788,8.2046,8.1029,13.7913,16.1665,6.0416,12.5873,0.8732,37.6,-555.281,52.256,2438.624882
