rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
93,0,16.0037,8.3553,6.3596,12.8089,4.4306,1.9313,3.4809,0.8758,37.64,-128.024,52.413,3.071515
94,0,16.6819,8.5226,6.5816,13.0978,4.4638,1.942,3.5067,0.8754,37.39,-129.299,52.433,12.395164
95,0,16.4943,8.2542,6.81,12.9501,4.4976,1.953,3.5327,0.8761,37.54,-130.933,52.381,4.05543
96,0,16.3517,8.1737,6.7559,12.9421,4.5315,1.9632,3.5589,0.8767,37.62,-132.634,52.408,14.559933
97,0,14.7874,7.8251,6.0979,12.3843,4.565,1.9734,3.5845,0.8672,37.2,-132.721,52.198,2.575759
98,0,14.8856,7.6924,6.1704,12.5428,4.5982,1.9837,3.6101,0.8645,37.16,-132.988,52.205,2.172206
99,0,14.5653,7.6194,6.0809,12.385,4.6312,1.994,3.6357,0.8657,37.23,-133.679,52.204,32.498229
100,0,14.7864,7.5436,6.2831,12.4797,4.6638,2.0044,3.6611,0.8659,37.03,-133.921,52.207,7.994226
101,0,14.8619,7.4891,6.5327,12.3601,4.6966,2.0149,3.6867,0.8687,37.13,-134.668,52.236,10.099116
102,0,14.7691,7.3692,6.6087,12.3112,4.7296,2.025,3.7121,0.8682,37.1,-136.394,52.232,33.367017
103,0,15.2896,7.7686,6.5687,12.4723,4.7623,2.0357,3.7376,0.8703,37.04,-137.574,52.195,6.264712
104,0,14.6022,7.6484,6.2746,12.1993,4.7956,2.0463,3.7633,0.8698,37.3,-139.148,52.275,23.259143
105,0,14.9301,7.6222,6.5115,12.3163,4.8284,2.0572,3.7889,0.8726,37.18,-140.667,52.291,17.843051
106,0,13.2695,7.3454,5.3808,12.0633,4.8607,2.0678,3.8141,0.8683,36.83,-140.601,52.241,11.68419
107,0,13.111,7.3295,5.2607,12.0408,4.893,2.0785,3.8393,0.8689,36.88,-140.448,52.256,14.905059
108,0,13.496,7.0017,5.8849,12.1294,4.9256,2.0886,3.8647,0.8695,37.0,-142.043,52.314,38.262248
109,0,13.3964,6.9057,5.8882,12.1224,4.9578,2.0991,3.8899,0.8687,36.85,-143.056,52.296,18.830553
110,0,13.4474,7.7915,5.0726,12.1032,4.9899,2.1098,3.9149,0.8695,36.63,-143.12,52.333,22.57805
111,0,13.5751,8.004,4.9497,12.1414,5.0222,2.12,3.9402,0.8707,36.93,-144.414,52.369,29.222902
112,0,13.1129,7.7233,4.9757,11.9339,5.0542,2.131,3.9652,0.8711,36.63,-145.53,52.373,20.527336
113,0,13.2897,7.8111,4.9888,12.0099,5.0861,2.1415,3.9902,0.874,36.66,-146.012,52.403,23.404272
114,0,13.6935,8.3083,4.73,12.1752,5.1183,2.1518,4.0152,0.8729,36.64,-147.026,52.369,22.068698
115,0,13.4703,8.2965,4.6039,12.09,5.1505,2.1618,4.0402,0.876,36.69,-148.59,52.413,22.622905
116,0,12.8769,7.6692,4.8353,11.8924,5.1819,2.1721,4.0647,0.8716,36.26,-148.228,52.32,20.465572
117,0,12.9267,7.7772,4.757,11.9125,5.2136,2.1824,4.0894,0.8758,36.45,-148.05,52.426,27.115811
118,0,11.8301,7.4079,4.4343,11.508,5.2452,2.1926,4.1141,0.8664,36.38,-149.777,52.316,21.678624
119,0,11.6611,7.4299,4.3352,11.416,5.2762,2.2027,4.1385,0.8643,36.18,-149.957,52.221,28.245868
120,0,12.486,7.6189,4.603,11.7841,5.3075,2.213,4.163,0.8768,36.25,-150.414,52.464,21.001314
121,0,11.6805,7.4226,4.1792,11.5986,5.3393,2.2228,4.1877,0.8711,36.43,-152.456,52.419,21.108113
122,0,11.3454,7.1418,4.2543,11.4693,5.371,2.2319,4.2123,0.8771,36.34,-153.563,52.436,21.503473
123,0,11.3439,7.1194,4.2286,11.5159,5.4029,2.2413,4.2372,0.8763,36.52,-154.724,52.398,21.590364
124,0,11.9726,7.2939,4.3763,11.8224,5.4347,2.2506,4.262,0.8797,36.53,-155.851,52.495,22.264248
125,0,12.3192,7.151,4.7438,11.9443,5.4664,2.2603,4.2868,0.8805,36.47,-157.187,52.515,20.941907
126,0,13.6577,8.3101,4.4328,12.4348,5.4979,2.2701,4.3115,0.8754,36.47,-158.225,52.501,19.370899
127,0,12.8671,8.0242,4.1415,12.2215,5.5298,2.2799,4.3364,0.8747,36.53,-159.47,52.462,20.017914
128,0,12.738,8.1372,4.0382,12.0826,5.5614,2.2897,4.361,0.8745,36.39,-160.527,52.39,20.084434
129,0,13.1318,8.3335,3.728,12.3183,5.5929,2.2995,4.3857,0.8753,36.36,-160.82,52.401,20.380154
130,0,13.3537,8.5758,3.5034,12.2979,5.6244,2.3097,4.4105,0.8785,36.48,-162.303,52.471,20.287004
131,0,12.7232,8.1308,3.4404,12.1124,5.6562,2.32,4.4354,0.8759,36.62,-164.203,52.433,21.620875
132,0,11.6714,6.2779,5.1024,11.8111,5.6878,2.33,4.4602,0.8767,36.45,-165.155,52.4,21.645707
133,0,11.8574,6.4536,5.0799,11.8439,5.7193,2.3402,4.4849,0.8779,36.42,-165.637,52.504,22.578301
134,0,12.4536,6.6626,5.4184,11.8927,5.7504,2.35,4.5096,0.8777,36.4,-165.843,52.424,19.623013
135,0,12.433,6.7327,5.4187,11.8016,5.7819,2.3601,4.5343,0.88,36.43,-166.741,52.491,24.654871
136,0,12.7053,6.6179,5.6758,11.9316,5.8132,2.3704,4.5585,0.8736,35.98,-167.891,52.341,20.353309
137,0,11.9842,6.2366,5.6224,11.6452,5.8448,2.3802,4.5831,0.8759,36.37,-168.856,52.37,23.050325
138,0,11.9471,6.2431,5.5693,11.6547,5.8763,2.3907,4.6076,0.8755,36.24,-170.733,52.356,41.961204
139,0,12.1817,6.3766,5.5494,11.7756,5.9077,2.401,4.6323,0.8732,36.41,-171.994,52.362,34.0459
140,0,12.407,6.0428,6.0379,11.8463,5.9388,2.4113,4.6568,0.878,36.18,-172.54,52.36,28.3801
141,0,13.0223,5.992,6.4883,12.062,5.97,2.4214,4.681,0.8759,36.09,-172.444,52.287,48.644762
142,0,13.5717,6.2866,6.5093,12.2958,6.0015,2.4318,4.7054,0.8814,36.1,-174.096,52.418,47.396136
143,0,13.3903,6.3158,6.2957,12.2988,6.0327,2.4423,4.7298,0.8792,36.19,-175.506,52.358,41.295886
144,0,13.109,5.9034,6.6268,12.0987,6.0638,2.4531,4.7541,0.8796,36.06,-176.17,52.392,57.847132
145,0,13.2581,6.1444,6.5265,12.1072,6.0955,2.4634,4.7787,0.8794,36.31,-177.942,52.436,59.541868
146,0,12.6515,5.9214,6.3252,11.9248,6.1266,2.4734,4.803,0.8794,36.08,-178.921,52.399,45.519114
147,0,12.2033,5.8453,6.0915,11.7866,6.1578,2.4837,4.8273,0.8797,36.05,-178.862,52.421,53.309076
148,0,12.3191,5.6986,6.3809,11.7596,6.1887,2.494,4.8514,0.8772,35.9,-179.299,52.358,68.014973
149,0,12.593,5.6669,6.5756,11.8706,6.2199,2.5044,4.8756,0.8754,36.04,-180.556,52.362,64.407368
150,0,13.1715,6.0474,6.4926,12.1516,6.2504,2.515,4.8997,0.8734,35.9,-180.951,52.397,56.024543
151,0,13.0696,6.1124,6.3018,12.1753,6.2813,2.5253,4.9238,0.8741,35.88,-181.332,52.386,72.765703
152,0,13.0058,6.0969,6.227,12.2019,6.3124,2.5347,4.9478,0.8753,35.87,-182.384,52.41,75.085663
153,0,12.8616,6.0853,5.9528,12.3435,6.3432,2.5448,4.972,0.8691,35.94,-183.199,52.36,73.748119
154,0,12.9809,6.0381,6.0899,12.3728,6.3743,2.5543,4.9962,0.8633,35.98,-184.668,52.266,91.254842
155,0,13.0003,5.9276,6.2063,12.3864,6.4055,2.5638,5.0203,0.8699,35.97,-185.946,52.351,79.910853
156,0,12.9398,5.8291,6.3139,12.3168,6.4368,2.573,5.0445,0.8636,36.01,-187.059,52.288,88.600428
157,0,12.6187,5.8012,6.1599,12.1775,6.4679,2.5824,5.0687,0.865,35.92,-187.94,52.301,101.448442
158,0,13.0182,5.9357,6.2337,12.3688,6.499,2.592,5.0928,0.8652,35.97,-188.826,52.238,92.581025
159,0,12.8452,5.9308,6.159,12.2755,6.5297,2.6019,5.117,0.8589,35.98,-189.614,52.133,93.763038
160,0,12.8885,5.9327,6.1644,12.3113,6.5606,2.6122,5.1413,0.8625,36.06,-191.357,52.212,103.303178
161,0,12.8945,6.1527,5.9923,12.2695,6.5915,2.6219,5.1655,0.8598,36.02,-192.218,52.167,103.050447
162,0,12.8426,6.0916,6.0341,12.2369,6.6216,2.6319,5.1894,0.8632,35.73,-191.544,52.203,101.696515
163,0,12.4901,5.8987,6.0438,12.0676,6.6529,2.6417,5.214,0.8592,36.26,-193.579,52.148,111.031779
164,0,12.7245,5.9896,6.1524,12.1025,6.6834,2.6513,5.2381,0.8611,35.91,-195.018,52.189,116.210714
165,0,12.8682,6.0121,6.1652,12.2109,6.7145,2.6605,5.2622,0.8594,35.91,-195.065,52.061,103.459145
166,0,13.2299,6.2141,6.1664,12.3694,6.7453,2.6703,5.2863,0.8593,35.94,-196.668,52.031,110.908832
167,0,13.199,6.2391,6.0328,12.4471,6.776,2.6801,5.3106,0.8557,36.1,-197.896,52.018,120.517574
168,0,13.9454,6.545,6.1845,12.7359,6.8069,2.6907,5.3348,0.8604,36.02,-199.596,52.11,98.212039
169,0,13.2446,6.4701,5.7276,12.5669,6.8382,2.7009,5.3594,0.8548,36.32,-202.126,52.0,110.843564
170,0,13.2197,6.4335,5.6998,12.6065,6.8694,2.7111,5.3841,0.8561,36.38,-204.128,52.024,103.376879
171,0,12.8125,6.1648,5.7066,12.4611,6.9,2.7215,5.4085,0.8497,36.13,-204.095,51.965,117.282115
172,0,13.2059,6.4655,5.5942,12.6662,6.9307,2.7321,5.4328,0.8526,36.1,-203.874,52.02,109.786653
173,0,13.5154,6.6818,5.5959,12.7577,6.9615,2.7424,5.4574,0.8532,36.32,-205.5,52.037,111.494955
174,0,13.7639,6.7941,5.5887,12.9011,6.9923,2.7531,5.4819,0.8539,36.25,-206.99,51.97,114.162165
175,0,13.5219,6.7498,5.4628,12.8293,7.0236,2.7633,5.5068,0.8545,36.55,-209.359,52.041,112.661816
176,0,13.7987,7.0517,5.3034,12.9637,7.0545,2.774,5.5315,0.8541,36.48,-210.8,52.038,107.077047
177,0,13.4881,7.3466,4.5898,13.0717,7.0857,2.7839,5.5566,0.8508,36.69,-212.063,51.946,104.100744
178,0,13.9481,7.3946,4.9063,13.1672,7.1164,2.7947,5.5812,0.856,36.38,-212.792,52.009,117.184246
179,0,13.3785,7.5243,4.211,13.1632,7.1478,2.8053,5.6061,0.8546,36.58,-214.056,52.002,118.38782
180,0,13.6987,7.8011,4.1498,13.2677,7.1789,2.8161,5.6311,0.8546,36.65,-216.09,52.01,120.287419
181,0,13.3305,7.6362,4.1869,13.0273,7.2103,2.8272,5.6561,0.8613,36.7,-217.742,52.1,124.489182
182,0,13.5271,7.5819,4.4072,13.0581,7.2419,2.8382,5.6815,0.861,36.92,-220.262,52.095,127.199186
183,0,13.3908,7.6265,4.2282,13.0561,7.2739,2.8484,5.7068,0.8549,36.96,-221.967,52.02,138.52127
184,0,13.5441,7.6319,4.3645,13.0677,7.3057,2.8591,5.732,0.8577,36.84,-223.014,52.07,130.899886
185,0,13.1749,7.2152,4.6012,12.8785,7.3376,2.8695,5.7572,0.853,36.79,-224.087,52.044,131.804645
186,0,13.4505,7.4018,4.6283,12.9405,7.3692,2.8805,5.7825,0.8567,36.91,-225.072,52.076,130.626982
187,0,14.1401,7.5655,4.9686,13.126,7.401,2.8913,5.8077,0.8558,36.86,-226.557,52.075,139.526311
188,0,14.6118,7.8136,5.0143,13.3039,7.433,2.9021,5.8329,0.8588,36.85,-227.987,52.096,128.148597
189,0,14.8507,7.64,5.5087,13.2219,7.4644,2.9133,5.858,0.8607,36.75,-228.489,52.099,140.27679
190,0,14.8839,7.6311,5.5399,13.233,7.4959,2.9245,5.8832,0.8551,36.83,-229.294,52.035,146.526084
191,0,14.7367,7.4733,5.6428,13.1406,7.5273,2.9361,5.9082,0.8553,36.71,-230.565,52.063,127.375309
192,0,14.7672,7.4827,5.6809,13.1237,7.5593,2.9474,5.9337,0.8603,37.09,-233.017,52.088,136.690801
193,0,15.4509,7.2712,6.4796,13.2201,7.5912,2.9586,5.9589,0.8586,36.83,-234.862,52.094,150.682882
194,0,15.2997,7.1476,6.4833,13.1887,7.6228,2.97,5.9841,0.8582,36.81,-235.366,52.045,138.109682
195,0,14.8473,6.906,6.4421,13.0193,7.6546,2.9814,6.0092,0.8576,36.81,-236.347,52.032,146.846233
196,0,15.5782,7.2933,6.5098,13.2951,7.6864,2.9929,6.0343,0.8547,36.71,-237.507,51.995,149.851332
197,0,14.9015,7.1385,6.2903,12.9927,7.7183,3.004,6.0594,0.8557,36.77,-238.519,51.994,123.611747
198,0,15.1235,7.4474,6.0013,13.1948,7.7503,3.015,6.0848,0.8568,37.01,-239.923,52.038,129.423635
199,0,15.4581,7.4731,6.1826,13.3223,7.7823,3.0261,6.1101,0.8618,36.88,-241.324,52.118,161.800841
200,0,15.6819,7.2472,6.585,13.3697,7.8141,3.0378,6.1353,0.8593,36.87,-242.51,52.086,145.220129
201,0,15.1474,7.6997,5.6918,13.2759,7.8465,3.0487,6.1608,0.859,37.08,-244.851,52.069,156.900797
202,0,15.4273,7.7274,5.8306,13.3893,7.8788,3.0602,6.1863,0.8602,37.14,-246.764,52.091,162.72939
203,0,15.6372,7.0694,6.8422,13.2456,7.9108,3.0715,6.2116,0.8577,36.87,-247.013,52.062,155.671393
204,0,15.8077,7.1742,6.8494,13.3041,7.9428,3.083,6.2369,0.8536,36.9,-247.61,51.966,161.316706
205,0,15.9696,7.4494,6.6418,13.3984,7.9746,3.0943,6.2621,0.8596,36.84,-248.232,52.086,156.085802
206,0,15.9693,7.6518,6.4565,13.381,8.0068,3.1054,6.2873,0.8593,36.88,-249.615,52.127,154.311522
207,0,16.0993,6.9797,7.5294,13.1102,8.0391,3.1166,6.3125,0.8616,36.82,-251.457,52.095,177.568776
208,0,15.499,6.9549,7.0849,12.9792,8.0713,3.1282,6.3376,0.8615,36.71,-252.38,52.116,148.60141
209,0,16.3692,7.7583,6.7122,13.4188,8.1034,3.1399,6.3625,0.8639,36.63,-252.971,52.186,192.044548
210,0,16.9101,7.8213,7.0401,13.5687,8.1356,3.1513,6.3875,0.8642,36.65,-254.175,52.197,171.00572
211,0,16.2046,7.3667,7.2358,13.1222,8.1678,3.163,6.4126,0.8625,36.77,-255.778,52.073,174.403119
212,0,15.7371,7.282,7.0211,12.954,8.2001,3.1749,6.4379,0.8637,36.87,-257.586,52.098,194.533187
213,0,16.1525,7.1382,7.489,13.0453,8.2316,3.1867,6.4628,0.8651,36.58,-256.892,52.193,181.695602
214,0,16.3954,7.1439,7.6367,13.1348,8.2628,3.1991,6.4876,0.8636,36.53,-256.354,52.169,186.055201
215,0,17.1393,7.4674,7.699,13.4929,8.2941,3.2109,6.5125,0.8619,36.52,-256.571,52.162,194.411104
216,0,16.5991,6.979,7.9278,13.2122,8.3258,3.2225,6.5373,0.8608,36.54,-258.067,52.164,180.76083
217,0,16.6667,6.9501,8.0458,13.1908,8.3579,3.234,6.5624,0.8567,36.73,-260.818,52.107,216.532717
218,0,17.3019,7.5576,7.8386,13.4257,8.3896,3.2458,6.5873,0.8648,36.63,-262.485,52.209,196.845297
219,0,15.7492,7.2401,7.0598,12.9693,8.4217,3.2579,6.6125,0.861,36.8,-263.763,52.146,198.169888
220,0,16.4447,6.9834,7.8844,13.0969,8.4532,3.2696,6.6376,0.8616,36.73,-264.839,52.182,229.167191
221,0,15.6215,7.3099,6.7991,13.0325,8.485,3.2816,6.6627,0.8616,36.74,-265.661,52.204,188.779156
222,0,15.8717,7.7399,6.5377,13.114,8.5168,3.2933,6.6877,0.8639,36.7,-266.652,52.204,231.286185
223,0,15.1584,7.3905,6.4558,12.8321,8.5487,3.3052,6.7128,0.864,36.76,-268.627,52.201,238.24063
224,0,15.8792,7.0577,7.4688,12.8727,8.5809,3.317,6.738,0.8654,36.83,-270.726,52.213,198.362708
225,0,15.8357,7.1823,7.3158,12.8575,8.6124,3.3288,6.7629,0.8677,36.61,-270.184,52.213,235.244827
226,0,15.5248,7.5007,6.5252,13.019,8.6435,3.3405,6.7878,0.8658,36.58,-269.075,52.187,217.62611
