rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
21,0,23.178,11.9367,9.1696,16.6717,1.8639,1.0585,1.5453,0.9071,38.38,-43.373,52.803,4.917652
22,0,22.0799,11.6165,8.9627,16.1007,1.9039,1.0624,1.5712,0.905,38.61,-44.937,52.812,4.785577
23,0,22.8517,11.5907,9.8375,16.0235,1.944,1.0656,1.5968,0.9097,38.45,-46.23,52.884,3.9909
24,0,23.0399,11.7391,9.6935,16.2073,1.9834,1.0692,1.6225,0.9092,38.55,-47.281,52.83,2.732219
25,0,22.9992,11.8852,9.1142,16.5997,2.0222,1.0728,1.6479,0.9086,38.27,-48.181,52.751,3.867202
26,0,21.606,11.7117,8.3276,16.1667,2.0618,1.0762,1.6735,0.9007,38.42,-49.594,52.611,2.7406
27,0,20.9783,11.4245,8.2855,15.8682,2.1009,1.0798,1.6989,0.8956,38.3,-51.014,52.64,3.068306
28,0,21.8476,11.6158,8.6143,16.2175,2.1397,1.0834,1.7244,0.9063,38.33,-51.961,52.705,2.253229
29,0,20.401,10.83,8.7205,15.4505,2.1783,1.0869,1.7499,0.887,38.4,-52.863,52.522,3.123206
30,0,20.2576,10.4327,9.1132,15.3117,2.2171,1.0909,1.7755,0.8904,38.36,-54.101,52.557,3.108758
31,0,21.6999,11.1465,9.1179,16.0356,2.256,1.0941,1.8011,0.8907,38.47,-55.439,52.573,2.745134
32,0,21.8408,11.1686,9.1226,16.1496,2.2943,1.0977,1.8265,0.8876,38.3,-56.546,52.465,3.818127
33,0,20.9674,10.9086,8.806,15.8528,2.3314,1.1023,1.8521,0.8886,38.46,-57.221,52.467,2.40627
34,0,20.5153,10.6874,8.5404,15.8876,2.369,1.1068,1.8778,0.8874,38.53,-58.494,52.422,3.405459
35,0,21.0963,11.4809,7.6855,16.53,2.4062,1.1112,1.9036,0.8946,38.54,-59.806,52.619,2.47205
36,0,20.9693,11.4439,7.6601,16.4653,2.444,1.1151,1.9291,0.8986,38.37,-60.898,52.699,2.354303
37,0,19.9478,11.7113,6.2638,16.3365,2.4811,1.119,1.9545,0.89,38.27,-61.978,52.458,2.542401
38,0,20.1295,11.8518,6.3457,16.3777,2.5185,1.1231,1.98,0.8938,38.38,-63.325,52.587,2.681101
39,0,19.412,11.6207,6.1536,15.8914,2.5545,1.1273,2.0052,0.8894,38.09,-63.719,52.483,0.58277
40,0,20.1367,11.9538,6.1128,16.2828,2.5916,1.1315,2.0307,0.892,38.39,-64.795,52.521,3.888597
41,0,20.4348,12.0887,5.9397,16.4461,2.6286,1.1358,2.0562,0.8908,38.36,-66.673,52.546,4.071199
42,0,20.7056,12.1348,6.3341,16.6709,2.6654,1.1405,2.0818,0.8929,38.47,-67.807,52.666,3.694328
43,0,19.8537,11.8294,6.2711,16.1243,2.7017,1.1448,2.1072,0.8955,38.27,-68.512,52.699,2.860915
44,0,19.8924,11.8797,6.5205,16.0922,2.7386,1.1497,2.1326,0.8996,38.29,-69.874,52.777,2.472041
45,0,18.1235,10.9642,6.4853,15.2592,2.7748,1.1543,2.1578,0.8881,38.11,-71.068,52.506,2.247916
46,0,18.4812,10.7587,6.9857,15.3367,2.8114,1.159,2.1832,0.8857,38.24,-72.111,52.511,3.242535
47,0,18.3039,10.2952,7.428,15.1806,2.8475,1.1635,2.2082,0.8867,37.96,-72.993,52.447,2.595705
48,0,18.4018,10.6762,6.9649,15.3608,2.8837,1.1681,2.2336,0.8873,38.24,-74.121,52.415,2.978378
49,0,18.755,10.2496,7.9366,15.1687,2.92,1.1729,2.2589,0.8883,38.19,-75.493,52.384,1.675948
50,0,18.5761,10.0203,8.2018,14.954,2.9561,1.1773,2.2842,0.8862,38.14,-76.638,52.4,2.816134
51,0,19.7015,10.5284,8.4333,15.3398,2.9918,1.1821,2.3094,0.8867,38.12,-77.52,52.403,1.985055
52,0,19.9845,10.6623,8.4333,15.489,3.0271,1.1869,2.3347,0.891,38.13,-78.153,52.465,2.564958
53,0,18.8971,10.1915,8.0444,15.2613,3.0622,1.1919,2.3599,0.8877,38.17,-79.147,52.348,1.092079
54,0,18.8698,10.1661,8.0515,15.2521,3.097,1.1968,2.3849,0.8891,37.88,-79.735,52.373,2.587868
55,0,17.6746,10.082,7.2226,14.97,3.1317,1.2022,2.4099,0.8922,37.96,-80.375,52.441,1.305578
56,0,17.7083,10.3604,6.8289,15.1191,3.1675,1.2069,2.4351,0.8919,38.09,-82.434,52.448,2.447936
57,0,18.3561,10.9081,6.6682,15.3798,3.2028,1.2118,2.4602,0.8913,38.03,-84.054,52.49,1.108045
58,0,17.8985,10.5738,6.8336,15.0911,3.2386,1.2166,2.4855,0.8917,38.2,-85.346,52.491,1.540434
59,0,18.1926,10.8675,6.5244,15.4007,3.2742,1.2205,2.5108,0.8976,38.18,-86.375,52.604,1.248852
60,0,17.9371,10.7696,6.1362,15.2675,3.3095,1.2245,2.5358,0.8916,37.89,-86.937,52.553,3.392915
61,0,17.6977,10.8147,5.0118,14.983,3.3442,1.2286,2.5608,0.8839,37.92,-87.475,52.444,0.959895
62,0,17.304,10.6796,5.0118,14.7244,3.3787,1.233,2.5856,0.882,37.79,-87.841,52.391,1.341372
63,0,15.1126,9.4613,5.3961,13.7513,3.4125,1.2372,2.6102,0.8768,37.64,-87.985,52.276,0.428279
64,0,14.207,8.8914,5.7485,13.4156,3.446,1.2414,2.6349,0.8769,37.62,-88.179,52.345,0.782595
65,0,13.7997,8.6786,5.7511,13.2211,3.479,1.2462,2.6593,0.8779,37.43,-88.82,52.369,4.278464
66,0,13.7708,8.6651,5.781,13.2056,3.5123,1.2509,2.6838,0.8776,37.56,-89.895,52.36,18.242053
67,0,13.873,8.7412,5.6373,13.2318,3.546,1.2553,2.7084,0.878,37.58,-91.077,52.375,4.244572
68,0,13.871,8.7416,5.6373,13.2294,3.5792,1.2603,2.7327,0.8786,37.37,-92.366,52.388,13.597751
69,0,13.6821,8.6152,5.739,13.1669,3.6125,1.2654,2.7571,0.8771,37.42,-93.303,52.379,4.596402
70,0,13.6514,8.5946,5.739,13.1568,3.6457,1.2702,2.7816,0.8776,37.48,-94.284,52.387,10.949389
71,0,13.5171,8.5614,5.6162,13.0557,3.6789,1.2751,2.8061,0.8834,37.52,-95.557,52.514,3.057026
72,0,13.2504,8.3862,5.6754,12.9642,3.7127,1.2799,2.8308,0.8835,37.69,-97.117,52.507,7.997159
73,0,13.4538,8.4147,5.7002,13.1391,3.7457,1.2847,2.8553,0.8812,37.48,-97.956,52.466,3.654618
74,0,13.5314,8.4531,5.7548,13.1783,3.7791,1.289,2.8797,0.883,37.48,-98.496,52.463,8.147515
75,0,13.1029,8.2525,5.8042,12.9504,3.8123,1.294,2.9042,0.8831,37.48,-99.693,52.469,3.915002
76,0,13.6061,8.5048,5.9921,13.2013,3.8456,1.2993,2.929,0.885,37.76,-101.184,52.506,9.560699
77,0,13.2861,8.3536,5.8471,13.0325,3.879,1.3041,2.9534,0.8831,37.45,-102.464,52.485,3.238391
78,0,12.9938,8.1581,5.9915,12.9357,3.9124,1.3091,2.9779,0.8837,37.49,-103.23,52.508,10.19375
79,0,12.5458,7.7238,6.582,12.8399,3.9458,1.3137,3.0023,0.8796,37.36,-104.314,52.346,2.611044
80,0,13.1339,8.0595,6.6481,13.0263,3.9791,1.3187,3.0271,0.8835,37.79,-105.727,52.493,9.559296
81,0,11.806,7.3602,6.4167,12.5458,4.0122,1.3234,3.0516,0.8717,37.5,-106.4,52.279,2.419353
82,0,11.7043,7.2595,6.5182,12.5266,4.0451,1.3281,3.0759,0.8715,37.32,-106.806,52.313,7.188176
83,0,12.2635,7.6166,6.678,12.5689,4.0776,1.3335,3.1,0.879,37.24,-107.386,52.402,2.564822
84,0,12.4178,7.6771,6.6568,12.6839,4.1103,1.3387,3.1244,0.8771,37.4,-108.455,52.356,7.527715
85,0,9.9967,6.53,5.4217,11.5667,4.1429,1.3437,3.1484,0.8648,37.09,-109.17,52.141,1.619282
86,0,10.1958,6.5769,5.9176,11.7189,4.1756,1.3489,3.1726,0.8671,37.3,-110.217,52.203,2.429686
87,0,9.5009,6.1381,6.1863,11.4628,4.2077,1.3542,3.1964,0.8669,36.96,-110.756,52.168,13.626104
88,0,9.6223,6.2216,6.1487,11.5007,4.2402,1.3593,3.2205,0.8658,37.15,-111.664,52.135,16.534059
89,0,7.5045,4.7951,6.4523,10.8094,4.2723,1.3638,3.2443,0.8629,36.93,-112.479,52.156,2.87313
90,0,7.8761,5.0067,6.4896,10.9694,4.3048,1.3692,3.2682,0.8661,37.01,-113.73,52.171,2.653976
91,0,8.1139,5.1675,6.4848,11.0464,4.3371,1.3745,3.2921,0.8675,37.0,-115.247,52.186,24.520533
92,0,8.1146,5.0895,6.5865,11.0386,4.369,1.3797,3.3159,0.8639,36.88,-115.422,52.143,12.207144
93,0,8.0896,5.1765,6.4622,11.0131,4.4019,1.3844,3.34,0.8626,37.2,-116.725,52.118,9.543078
94,0,8.0655,5.1607,6.4622,11.0048,4.434,1.3892,3.3637,0.8626,36.86,-117.738,52.118,26.423139
95,0,7.4091,4.8379,5.9589,10.6712,4.4663,1.3947,3.3876,0.8571,36.97,-118.581,52.106,6.507596
96,0,7.2702,4.7413,5.7829,10.6289,4.4989,1.3994,3.4117,0.8582,37.15,-120.174,52.089,23.835461
97,0,7.3391,4.7904,5.7416,10.6488,4.5313,1.4042,3.4355,0.8585,36.96,-120.98,52.105,14.207284
98,0,6.702,4.418,5.5315,10.384,4.5632,1.4093,3.4591,0.8551,36.75,-121.244,52.039,11.661894
99,0,6.819,4.4799,5.5597,10.4391,4.5951,1.4144,3.4828,0.8585,36.83,-121.73,52.065,23.408639
100,0,6.6689,4.0354,6.7785,10.4549,4.6265,1.4196,3.5062,0.8538,36.58,-121.967,51.974,10.475919
101,0,7.299,4.6464,6.4608,10.7526,4.6582,1.425,3.5297,0.8562,36.72,-122.674,52.031,14.317592
102,0,7.5831,4.3007,7.1557,10.7267,4.6897,1.4299,3.553,0.8564,36.51,-123.714,52.052,20.618477
103,0,7.6136,4.2465,7.2588,10.7082,4.7212,1.4353,3.5763,0.8553,36.48,-124.198,52.041,31.125341
104,0,7.2321,3.9163,7.2422,10.6736,4.7532,1.4407,3.5998,0.8525,36.69,-126.005,51.957,18.034274
105,0,6.7231,3.847,6.8911,10.585,4.7847,1.4463,3.6232,0.8516,36.64,-127.416,51.971,41.577764
106,0,7.08,4.0118,6.9331,10.7351,4.8163,1.4518,3.6465,0.8519,36.46,-127.838,51.977,23.112344
107,0,7.4149,3.7547,7.5925,10.6677,4.8476,1.4573,3.6698,0.8546,36.48,-128.246,52.008,27.756239
108,0,7.5139,3.7383,7.6632,10.7124,4.8793,1.4627,3.6932,0.8567,36.64,-129.823,52.026,34.922861
109,0,7.6611,3.6399,7.9398,10.6813,4.9104,1.4683,3.7163,0.8543,36.31,-130.296,51.993,24.180809
110,0,7.4048,3.4999,7.8881,10.6167,4.9415,1.4738,3.7392,0.853,36.17,-129.894,52.001,40.76458
111,0,7.5829,3.6657,7.8858,10.6313,4.9728,1.4791,3.7626,0.8561,36.53,-131.461,52.031,36.792785
112,0,7.1348,3.8404,7.2708,10.6236,5.0038,1.4852,3.7857,0.8525,36.32,-132.746,51.958,31.765988
113,0,6.8753,3.9448,6.9261,10.6045,5.0348,1.4909,3.8088,0.8507,36.38,-133.323,51.944,34.407826
114,0,7.0405,4.0359,6.8773,10.7273,5.0664,1.4959,3.8321,0.8539,36.46,-134.755,51.983,37.007478
115,0,6.9723,3.9248,6.9696,10.6779,5.0981,1.5009,3.8555,0.8482,36.57,-136.795,51.941,39.21907
116,0,7.9222,3.8371,7.7798,10.9053,5.129,1.5063,3.8785,0.8502,36.27,-136.863,51.915,33.662496
117,0,8.1708,4.0006,7.8132,10.957,5.1601,1.5116,3.9018,0.8515,36.47,-136.725,51.928,37.367324
118,0,8.5436,4.1418,7.9753,11.0265,5.1912,1.5172,3.9251,0.8502,36.49,-138.496,51.922,35.3432
119,0,8.0084,4.0268,7.7005,10.8811,5.2217,1.5226,3.948,0.8531,36.17,-138.666,51.955,40.407429
120,0,8.0724,4.0703,7.8039,10.7982,5.2526,1.5282,3.9712,0.8595,36.4,-139.137,52.0,35.12971
121,0,7.7309,4.1525,7.4855,10.693,5.2839,1.5332,3.9945,0.8649,36.53,-141.36,52.131,32.806156
122,0,7.2065,4.0945,7.0534,10.6586,5.3153,1.5374,4.0178,0.8678,36.47,-142.666,52.162,35.681942
123,0,6.7084,4.2227,6.3687,10.5858,5.347,1.5419,4.0413,0.8654,36.68,-144.154,52.117,43.395966
124,0,7.7567,4.4278,6.9902,10.9387,5.3785,1.5467,4.0649,0.864,36.75,-145.539,52.119,37.018758
125,0,8.1637,4.2005,7.5582,11.0049,5.4101,1.5516,4.0884,0.86,36.66,-146.86,52.05,30.547764
126,0,8.3082,4.2014,7.5894,11.1174,5.4414,1.5567,4.1118,0.858,36.59,-147.628,52.06,33.222939
127,0,8.3961,4.4147,7.4564,11.1249,5.473,1.5619,4.1354,0.862,36.72,-148.563,52.105,29.87816
128,0,8.332,4.4859,7.2771,11.169,5.5042,1.5671,4.1587,0.8655,36.54,-149.423,52.129,33.895699
129,0,8.9127,4.9282,7.0224,11.5621,5.5353,1.5726,4.1821,0.8616,36.53,-149.635,52.048,31.809964
130,0,9.8803,6.1177,5.6395,11.8627,5.5667,1.5783,4.2057,0.8658,36.77,-151.366,52.103,34.355254
131,0,9.2867,5.7985,5.6478,11.5882,5.5981,1.5843,4.2295,0.864,36.86,-153.282,52.072,31.256479
132,0,9.4122,5.7883,5.9198,11.724,5.6294,1.5903,4.2531,0.8664,36.79,-154.18,52.092,36.072895
133,0,9.8192,6.0617,5.9346,11.8575,5.6605,1.5961,4.2767,0.8659,36.7,-154.731,52.11,31.446996
134,0,10.533,6.5448,6.0724,12.0882,5.6916,1.6017,4.3005,0.8653,36.92,-155.382,52.079,33.423856
135,0,10.5537,6.6239,5.8036,12.0298,5.7232,1.6076,4.3244,0.8647,37.06,-157.318,52.075,32.110249
136,0,10.0768,6.2255,5.4309,11.9513,5.7543,1.6135,4.3479,0.8593,36.61,-158.348,52.033,34.525176
137,0,9.6242,5.905,5.6698,11.8192,5.7859,1.6188,4.3717,0.858,36.95,-158.983,51.972,30.747511
138,0,10.402,6.4241,5.5018,12.0779,5.8175,1.6247,4.3956,0.8563,37.03,-161.345,51.976,32.763961
139,0,10.0968,6.0978,5.8494,12.099,5.849,1.6306,4.4197,0.8572,37.14,-162.904,51.976,32.157103
140,0,10.0021,6.0457,5.9225,12.0564,5.8802,1.6363,4.4435,0.8531,36.89,-163.216,51.924,30.494933
141,0,10.3297,6.2972,5.9464,12.1325,5.9118,1.642,4.4673,0.8535,36.95,-163.703,51.948,31.848078
142,0,10.4857,6.3347,6.0616,12.2511,5.9432,1.648,4.491,0.8531,36.82,-165.051,51.965,35.217569
143,0,9.8219,5.9559,6.0294,11.966,5.9746,1.6538,4.5147,0.8511,36.88,-165.873,51.894,34.713727
144,0,9.9686,6.1638,5.3718,11.9048,6.0058,1.66,4.5383,0.8524,36.71,-166.529,51.952,27.0924
145,0,10.1317,6.4608,5.1025,11.771,6.0376,1.6654,4.562,0.8563,36.88,-167.979,52.022,29.945146
146,0,8.4861,5.3274,5.6982,11.2586,6.069,1.6709,4.5855,0.8554,36.65,-169.107,52.056,31.958673
147,0,8.5771,5.2743,6.2848,11.4027,6.1004,1.6765,4.6091,0.8581,36.74,-169.425,52.111,30.197852
148,0,8.8825,5.4127,6.1611,11.5699,6.1318,1.682,4.6325,0.8589,36.55,-170.112,52.15,34.238424
149,0,8.4906,5.1501,6.1612,11.4405,6.1634,1.6874,4.656,0.8588,36.67,-171.488,52.154,32.298923
150,0,8.9411,5.3981,6.0057,11.643,6.1943,1.6935,4.6793,0.8575,36.5,-171.774,52.2,31.451201
151,0,8.8535,5.2914,6.0439,11.662,6.2256,1.6993,4.7026,0.8574,36.47,-172.18,52.165,31.468898
152,0,8.8745,5.2239,6.525,11.7256,6.2569,1.7044,4.7258,0.8494,36.46,-173.167,52.036,33.261722
153,0,9.0513,5.3741,6.2385,11.7773,6.288,1.7104,4.7492,0.8531,36.59,-174.223,52.109,34.654576
154,0,8.8932,5.3169,6.2027,11.6763,6.3194,1.7161,4.7727,0.8505,36.64,-176.08,52.081,33.134018
155,0,9.2238,5.42,6.3563,11.9038,6.3505,1.722,4.796,0.8511,36.56,-176.904,52.098,33.489875
156,0,9.0721,5.4292,5.9816,11.7429,6.3819,1.7273,4.8194,0.8486,36.52,-177.46,51.926,35.93098
157,0,8.8428,5.3132,5.8251,11.6296,6.4133,1.7325,4.8428,0.8459,36.61,-178.85,51.916,35.677855
158,0,9.5032,5.7812,5.5279,11.8221,6.4441,1.7384,4.866,0.8495,36.46,-179.131,51.983,35.264035
159,0,9.7661,5.9726,5.2375,11.8935,6.4749,1.7439,4.8892,0.8498,36.4,-178.991,51.996,34.30791
160,0,9.4307,5.8469,5.0989,11.6838,6.5059,1.7496,4.9125,0.8488,36.47,-180.513,51.969,33.981516
161,0,9.2628,5.6567,5.3491,11.7061,6.5369,1.7552,4.9359,0.8509,36.58,-181.694,51.973,37.39486
162,0,9.8129,6.1235,4.357,11.7894,6.5671,1.7614,4.9589,0.8522,36.23,-181.386,52.026,36.137046
163,0,9.8314,6.1786,4.2841,11.7528,6.5986,1.767,4.9826,0.8527,36.86,-183.811,52.09,38.914234
164,0,10.6347,6.6683,4.3397,12.0664,6.6292,1.7723,5.0058,0.8617,36.38,-184.941,52.141,40.189413
165,0,10.4533,6.5588,4.331,11.9945,6.6605,1.7773,5.029,0.8616,36.49,-184.893,52.137,37.792343
166,0,9.9387,6.1366,4.8761,11.902,6.6915,1.7828,5.0522,0.8563,36.4,-186.646,52.057,56.880898
167,0,10.2148,6.3251,4.7861,11.9898,6.7223,1.7884,5.0755,0.8583,36.5,-187.263,52.082,49.617942
168,0,10.5048,6.5166,4.9269,12.0883,6.7534,1.7943,5.0987,0.8548,36.43,-188.641,52.026,45.235747
169,0,10.7156,6.62,4.8294,12.1957,6.7846,1.8003,5.1222,0.8539,36.64,-190.484,52.075,63.30703
170,0,10.7734,6.6616,4.7726,12.2117,6.8159,1.806,5.1458,0.8551,36.73,-192.14,52.099,51.101815
171,0,10.6229,6.5228,5.0069,12.2001,6.8467,1.8116,5.1691,0.853,36.49,-192.397,52.071,56.068016
172,0,10.5736,6.4376,5.1484,12.236,6.8775,1.8177,5.1923,0.8573,36.45,-192.101,52.163,57.227827
173,0,10.4731,6.4175,4.9066,12.1557,6.9084,1.8232,5.2157,0.8577,36.55,-193.404,52.141,86.46988
174,0,10.7117,6.5694,4.7549,12.2424,6.9394,1.8289,5.2389,0.8574,36.43,-194.566,52.14,66.272077
175,0,11.5518,7.0596,4.841,12.5922,6.9704,1.8349,5.2624,0.8543,36.68,-196.258,52.093,69.242457
176,0,11.1127,6.7487,4.9388,12.464,7.0013,1.841,5.2859,0.8528,36.62,-197.418,52.036,70.718664
177,0,11.3555,6.9737,4.367,12.4818,7.0322,1.8463,5.3094,0.8525,36.69,-198.198,51.997,73.063615
178,0,11.7999,7.2207,4.367,12.6792,7.0626,1.8525,5.3326,0.8531,36.39,-198.17,52.038,75.428002
179,0,11.8842,7.2698,4.3662,12.7143,7.0933,1.8586,5.356,0.8519,36.57,-198.648,52.006,81.499387
180,0,11.9833,7.2898,4.4003,12.7935,7.1238,1.865,5.3795,0.8517,36.67,-200.368,51.984,77.842308
181,0,11.3935,6.9235,4.9653,12.5699,7.1545,1.8715,5.4029,0.8532,36.59,-201.346,52.005,92.898122
182,0,11.5582,7.0172,4.8385,12.641,7.1853,1.8777,5.4265,0.8517,36.78,-203.015,52.008,89.927847
183,0,12.6594,7.7623,4.4758,12.9971,7.2168,1.8831,5.4503,0.8508,36.84,-205.073,51.996,94.317931
184,0,12.6036,7.7026,4.6517,13.001,7.2481,1.889,5.474,0.8511,36.83,-206.568,51.935,98.05359
185,0,11.9997,7.328,4.833,12.7717,7.2791,1.8949,5.4975,0.8492,36.72,-207.218,51.906,104.981446
186,0,12.1893,7.4443,4.833,12.845,7.3102,1.9011,5.5212,0.8489,36.84,-208.11,51.903,102.972654
187,0,11.9492,7.2821,4.7059,12.7671,7.3413,1.907,5.5448,0.8455,36.78,-209.332,51.853,106.664038
188,0,12.3364,7.4715,5.0178,12.9649,7.3727,1.913,5.5685,0.8471,36.82,-210.73,51.874,101.091312
189,0,12.0573,7.3165,5.3726,12.8408,7.4034,1.9195,5.5919,0.8508,36.61,-210.918,51.908,127.806785
190,0,12.2224,7.374,5.2581,12.9484,7.4344,1.9256,5.6155,0.849,36.68,-211.219,51.879,115.872698
191,0,12.3556,7.4175,5.226,13.0381,7.465,1.9322,5.639,0.8456,36.69,-212.15,51.851,102.050069
192,0,11.7856,7.1448,5.2856,12.7408,7.4965,1.9383,5.6629,0.8488,37.01,-214.881,51.91,109.290323
193,0,12.0437,7.2069,6.0423,12.9368,7.5275,1.9445,5.6865,0.8511,36.71,-216.475,51.905,121.314973
194,0,12.2115,7.277,6.103,13.0345,7.5583,1.9511,5.71,0.852,36.73,-216.231,51.935,109.248189
195,0,12.1422,7.2746,5.9081,12.9676,7.5892,1.9577,5.7336,0.849,36.76,-217.108,51.943,111.076668
196,0,12.0761,7.2327,6.0878,12.9434,7.6204,1.9642,5.7573,0.8494,36.76,-218.77,51.935,121.402464
197,0,11.8259,7.1571,5.6982,12.7688,7.6515,1.9702,5.7808,0.8477,36.71,-219.89,51.888,101.15503
198,0,11.8895,7.1685,5.8623,12.821,7.6829,1.9762,5.8048,0.8499,37.03,-221.343,51.893,108.767202
199,0,12.5976,7.6479,5.4856,13.0497,7.714,1.9823,5.8285,0.8525,36.85,-222.549,51.944,131.066568
200,0,12.7964,7.7709,5.4167,13.1255,7.7452,1.9891,5.8522,0.8518,36.85,-223.276,51.924,115.2665
201,0,13.6108,8.2439,5.2489,13.4669,7.7769,1.995,5.8762,0.8541,37.12,-225.749,51.988,125.185646
202,0,13.6017,8.2201,5.1469,13.4816,7.8085,2.0013,5.9003,0.8521,37.16,-227.581,51.958,126.821295
203,0,12.8665,7.8446,5.2043,13.1219,7.8399,2.007,5.924,0.8491,36.85,-227.702,51.918,117.991262
204,0,12.6225,7.7444,5.0962,12.9781,7.8712,2.0132,5.9478,0.8457,36.92,-227.854,51.892,129.46976
205,0,12.6577,7.8283,4.7889,12.9294,7.9025,2.0191,5.9715,0.851,36.81,-228.593,51.929,125.499169
206,0,12.741,7.7972,4.8868,13.0438,7.9338,2.0248,5.9952,0.8505,36.84,-229.7,51.95,124.688985
207,0,12.2003,7.4296,5.3646,12.8707,7.9653,2.0306,6.0189,0.8504,36.84,-230.869,51.996,144.796825
208,0,12.1985,7.5092,5.1881,12.7893,7.9965,2.0368,6.0425,0.8519,36.73,-231.26,51.992,120.390924
209,0,12.4522,7.7091,5.1686,12.8431,8.0277,2.0433,6.066,0.8599,36.62,-231.626,52.071,150.727183
210,0,13.172,8.0533,5.4728,13.2187,8.0592,2.0495,6.0895,0.863,36.7,-233.358,52.095,140.242212
211,0,12.3771,7.6389,5.8774,12.8382,8.0908,2.0558,6.1132,0.8598,36.79,-235.477,51.999,132.02248
212,0,12.0154,7.4221,6.2159,12.6933,8.1223,2.0622,6.1369,0.8573,36.85,-236.965,51.957,157.060452
213,0,12.6888,7.6229,6.654,13.0119,8.1533,2.0687,6.1604,0.8572,36.65,-236.438,52.011,143.306953
214,0,12.2743,7.5159,6.4834,12.8584,8.1841,2.0757,6.1838,0.854,36.62,-236.182,51.938,143.973154
215,0,12.8873,7.7688,6.1274,13.2185,8.2149,2.082,6.2072,0.8566,36.59,-236.587,52.01,145.128974
216,0,12.3613,7.5409,6.1659,12.9204,8.2458,2.0881,6.2307,0.8588,36.63,-237.652,52.021,139.041531
217,0,12.4953,7.541,6.42,13.0543,8.2772,2.0945,6.2544,0.8594,36.83,-240.054,52.09,167.444888
218,0,13.0342,7.8573,6.5185,13.2585,8.3083,2.101,6.2779,0.8611,36.69,-241.693,52.065,149.767547
219,0,12.9183,7.8107,6.4685,13.2076,8.3399,2.1076,6.3017,0.8614,36.88,-243.145,52.079,153.659928
220,0,13.2662,7.6287,6.9247,13.3128,8.3709,2.1141,6.3254,0.8615,36.83,-244.23,52.057,181.088248
221,0,12.983,7.6087,6.7144,13.26,8.402,2.1214,6.3491,0.8604,36.88,-244.953,52.023,144.400962
222,0,12.6497,7.6131,6.5022,13.1345,8.4331,2.1282,6.3727,0.8637,36.76,-245.76,52.076,181.065611
223,0,12.567,7.6916,6.2054,12.9754,8.4645,2.1348,6.3964,0.862,36.84,-247.625,52.082,177.239927
224,0,13.7095,7.9232,7.0911,13.2953,8.496,2.1417,6.4202,0.8634,36.92,-249.626,52.114,150.650701
225,0,14.5038,7.873,7.8481,13.3826,8.5272,2.1485,6.4438,0.8626,36.74,-249.711,52.118,169.916671
226,0,14.6566,8.2153,7.4134,13.6279,8.5579,2.1552,6.4673,0.8623,36.67,-249.299,52.086,172.365851
