rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
227,0,14.0655,8.4877,6.2033,13.6778,8.5892,2.1619,6.491,0.8592,36.84,-250.222,52.076,156.408341
228,0,14.9133,7.7963,8.1231,13.5938,8.6206,2.1688,6.5148,0.863,36.91,-252.7,52.19,155.520548
229,0,14.9265,7.6347,8.5739,13.3179,8.6517,2.1758,6.5384,0.8622,36.76,-253.792,52.094,205.720762
230,0,13.3644,8.2092,6.4264,13.2552,8.6832,2.183,6.5622,0.8616,36.92,-254.977,52.095,161.708364
231,0,13.405,7.6971,7.1909,13.1169,8.7148,2.1901,6.586,0.8589,36.93,-257.534,52.075,196.259653
232,0,13.531,8.0765,6.7674,13.2871,8.746,2.1969,6.6095,0.8581,36.62,-257.359,52.088,185.623082
233,0,15.1462,7.464,9.0456,13.2365,8.7774,2.2041,6.633,0.8591,36.69,-257.847,52.105,193.575912
234,0,15.3696,7.6062,8.938,13.4254,8.8089,2.2111,6.6569,0.8589,37.0,-260.236,52.086,179.671978
235,0,15.0963,7.5736,8.6809,13.4417,8.841,2.2178,6.6808,0.8603,36.98,-262.691,52.085,187.696002
236,0,14.3471,7.7063,7.8464,13.3944,8.8728,2.2244,6.7045,0.8591,36.81,-263.992,52.094,191.37518
237,0,13.5574,7.6697,7.4058,13.082,8.9041,2.2306,6.7279,0.8566,36.61,-262.561,52.018,169.392878
238,0,14.0769,8.1422,7.115,13.4197,8.9359,2.2376,6.7518,0.8594,37.02,-264.257,52.034,171.183994
239,0,13.863,8.2484,6.9783,13.2363,8.9674,2.2441,6.7756,0.8617,36.86,-265.78,52.035,194.836215
240,0,14.2128,8.2654,7.1533,13.3941,8.9986,2.2509,6.7992,0.8584,36.73,-265.315,52.072,193.603686
241,0,15.9834,7.8757,9.0482,13.6596,9.0299,2.258,6.823,0.8605,36.96,-266.13,52.066,225.485949
242,0,15.143,7.7247,8.6742,13.3441,9.0612,2.2648,6.8467,0.86,36.84,-267.264,52.147,246.150031
243,0,16.3622,8.0877,9.0959,13.7785,9.0926,2.2717,6.8704,0.8606,36.79,-268.363,52.087,223.497401
244,0,16.3652,8.0628,9.0961,13.8064,9.1243,2.2784,6.8943,0.8641,36.96,-270.904,52.234,225.012455
245,0,18.1384,7.0443,12.1085,13.5856,9.1559,2.2854,6.918,0.8584,36.88,-272.739,52.102,231.896891
246,0,18.1219,7.1459,11.9588,13.6172,9.1877,2.2926,6.9419,0.8612,36.95,-273.933,52.21,198.402677
247,0,17.761,7.0373,11.7537,13.57,9.2191,2.2994,6.9655,0.8614,36.78,-274.355,52.144,239.69525
248,0,17.925,7.0712,11.8639,13.5899,9.2507,2.3064,6.9893,0.8626,36.93,-274.85,52.152,232.941685
249,0,16.5988,7.3365,10.4276,13.4347,9.2821,2.313,7.013,0.8616,36.81,-275.535,52.12,247.471307
250,0,17.0443,6.707,11.7395,13.1978,9.3137,2.3198,7.0368,0.8632,36.92,-276.745,52.178,211.687215
251,0,17.4007,6.3725,12.6384,12.9898,9.3451,2.3272,7.0605,0.8624,36.85,-278.098,52.182,273.012045
252,0,17.3353,6.3334,12.5742,13.0277,9.3762,2.335,7.0844,0.8618,36.9,-278.54,52.107,226.369703
253,0,16.9951,6.6752,12.0028,12.9171,9.4078,2.3422,7.1082,0.8654,36.92,-280.08,52.151,232.580607
254,0,17.2133,6.5369,12.2905,12.9858,9.4392,2.3496,7.1321,0.8652,36.98,-282.097,52.17,253.313475
255,0,17.4359,7.0252,11.7996,13.2111,9.4709,2.3567,7.1562,0.8677,37.17,-283.444,52.171,230.960014
256,0,18.0744,7.3094,11.8952,13.4698,9.5028,2.3641,7.1803,0.8671,37.18,-286.205,52.156,249.432457
257,0,17.0592,7.2842,11.1332,13.2417,9.535,2.3714,7.2043,0.8652,37.13,-288.49,52.202,266.238758
258,0,18.2025,7.4515,11.7554,13.5956,9.567,2.3786,7.2282,0.8711,36.99,-288.767,52.289,270.412906
259,0,18.1403,7.0006,12.3057,13.434,9.5989,2.3864,7.2524,0.8691,37.2,-289.947,52.239,290.089352
260,0,19.27,7.321,12.8311,13.718,9.6311,2.3938,7.2765,0.8713,37.21,-291.569,52.252,268.299552
261,0,20.0407,7.8521,12.828,13.9606,9.6632,2.4014,7.3007,0.8742,37.28,-293.371,52.338,290.31021
262,0,18.9909,7.6543,12.2781,13.6586,9.695,2.4093,7.325,0.8691,37.28,-293.98,52.284,292.578186
263,0,20.3128,7.1468,14.032,13.7339,9.727,2.4165,7.3489,0.8681,36.97,-293.901,52.276,299.444145
264,0,19.1627,7.0769,13.1862,13.4996,9.7594,2.4241,7.3731,0.8696,37.25,-296.54,52.25,268.147991
265,0,19.0427,6.5604,13.8413,13.241,9.7914,2.432,7.3971,0.8735,37.11,-298.408,52.248,265.471615
266,0,19.8445,6.7204,14.263,13.4611,9.8236,2.4393,7.4211,0.8757,37.15,-298.136,52.343,285.2278
267,0,19.4708,7.1948,13.3209,13.5551,9.856,2.4464,7.4453,0.8794,37.25,-300.069,52.392,306.836365
268,0,20.7931,7.3059,14.3432,13.7439,9.8888,2.4535,7.4697,0.8783,37.41,-302.969,52.388,308.725575
269,0,20.7463,7.4832,14.1017,13.7614,9.9221,2.4606,7.4943,0.8823,37.62,-306.725,52.452,338.890661
270,0,20.2548,7.7054,13.3403,13.8092,9.9551,2.4671,7.5188,0.8801,37.49,-308.388,52.398,330.067781
271,0,18.4278,8.2035,11.0689,13.7553,9.9877,2.4743,7.5433,0.8812,37.44,-307.667,52.414,345.36546
272,0,17.772,8.3238,10.3501,13.6981,10.02,2.4814,7.5675,0.8764,37.31,-307.398,52.348,339.914642
273,0,19.6395,7.9646,12.2805,13.9944,10.0532,2.488,7.5922,0.8788,37.62,-309.749,52.36,360.084206
274,0,20.2643,8.545,11.8432,14.4761,10.086,2.4952,7.6169,0.8875,37.71,-312.474,52.444,343.481285
275,0,21.134,9.234,11.7407,14.7593,10.1188,2.5026,7.6416,0.8858,37.7,-313.351,52.47,361.99984
276,0,20.7203,9.4302,11.0144,14.8757,10.1523,2.5093,7.6664,0.8881,37.72,-316.266,52.499,327.810095
277,0,20.0846,8.9859,11.1554,14.5433,10.1854,2.5156,7.6908,0.8858,37.39,-316.797,52.512,356.431459
278,0,19.7741,8.6988,11.3339,14.3413,10.2185,2.5227,7.7156,0.8851,37.76,-316.675,52.513,339.794425
279,0,19.7538,8.9105,10.9915,14.4518,10.2506,2.53,7.7399,0.8875,37.38,-316.132,52.551,417.619798
280,0,19.6216,8.8404,10.9891,14.392,10.2829,2.5374,7.7643,0.8849,37.38,-314.857,52.442,419.838899
281,0,20.1128,8.9938,11.1891,14.53,10.3154,2.5447,7.7888,0.8836,37.51,-317.342,52.51,447.613012
282,0,20.0897,8.946,11.1127,14.6309,10.3484,2.5513,7.8134,0.8803,37.61,-319.84,52.464,406.267481
283,0,19.3253,8.8214,10.6777,14.4262,10.3814,2.5584,7.8381,0.8792,37.68,-322.422,52.497,363.844522
284,0,19.6968,8.762,11.0005,14.5343,10.4142,2.5651,7.8626,0.8783,37.46,-323.032,52.488,400.68881
285,0,19.4117,8.4228,11.2827,14.3063,10.4468,2.5724,7.8872,0.8682,37.61,-322.992,52.354,372.568781
286,0,20.0101,8.744,11.2127,14.6534,10.4792,2.5791,7.9116,0.8734,37.37,-323.101,52.464,380.566028
287,0,19.2316,8.7145,10.6953,14.4218,10.5116,2.586,7.9358,0.8714,37.32,-322.806,52.469,410.516905
288,0,19.5716,8.6312,11.1595,14.3809,10.5449,2.5922,7.9603,0.8732,37.51,-325.872,52.494,415.701571
289,0,19.2424,8.2893,11.3346,14.2186,10.5776,2.5986,7.9847,0.8706,37.41,-327.73,52.365,418.158348
290,0,18.2214,8.3201,10.3251,14.1762,10.6103,2.6057,8.0092,0.8681,37.49,-327.842,52.363,416.138881
291,0,18.1046,8.5314,9.7549,14.4183,10.6432,2.6124,8.0336,0.8669,37.46,-329.677,52.317,449.863891
292,0,17.7458,8.5728,9.3853,14.3877,10.6758,2.6192,8.058,0.867,37.44,-330.552,52.304,426.0017
293,0,17.7024,8.9914,8.6863,14.6247,10.7089,2.625,8.0824,0.8676,37.41,-331.233,52.322,512.465449
294,0,17.6815,9.5396,7.815,14.9269,10.7425,2.6312,8.1072,0.8731,37.75,-335.407,52.418,412.915518
295,0,18.197,9.0086,9.2309,14.5575,10.7755,2.6372,8.1318,0.8731,37.54,-336.962,52.485,503.862278
296,0,18.0887,9.0124,9.1001,14.5761,10.8081,2.6437,8.1563,0.8704,37.52,-334.841,52.374,495.880895
297,0,17.3458,9.4637,7.9227,14.5594,10.8408,2.6503,8.1808,0.8736,37.48,-334.976,52.435,515.371862
298,0,16.4687,9.4131,7.3136,14.342,10.8741,2.6566,8.2054,0.8717,37.65,-338.424,52.377,488.915967
299,0,16.8034,9.8212,6.9906,14.5916,10.9067,2.6625,8.2298,0.8773,37.43,-338.708,52.448,487.452666
300,0,18.2724,9.9648,8.0156,14.892,10.9398,2.6685,8.2545,0.8776,37.66,-339.573,52.45,504.912297
301,0,19.3952,9.2606,10.1073,14.6273,10.9732,2.6745,8.2793,0.8795,37.71,-342.624,52.523,537.800214
302,0,20.6705,9.134,11.2697,14.8667,11.0062,2.6811,8.3038,0.8773,37.54,-343.637,52.516,468.453673
303,0,19.3399,8.5499,11.1114,14.2786,11.0395,2.6868,8.3282,0.8756,37.43,-343.511,52.507,581.782562
304,0,18.7869,8.1478,11.3333,13.9058,11.0731,2.6928,8.3528,0.8755,37.56,-346.272,52.475,587.021096
305,0,17.8692,8.3102,10.3435,13.8155,11.1064,2.6995,8.3773,0.8784,37.5,-348.012,52.511,481.620164
306,0,17.8808,8.2602,10.5027,13.7179,11.1395,2.7059,8.4017,0.8751,37.44,-348.166,52.495,498.014592
307,0,16.603,8.9106,8.4571,13.8353,11.1727,2.7124,8.4263,0.8757,37.61,-349.097,52.568,533.652439
308,0,18.1504,8.6466,10.1546,13.9493,11.206,2.7184,8.4507,0.8768,37.45,-349.846,52.556,640.459098
309,0,17.3348,8.2577,9.9851,13.6919,11.2393,2.725,8.4753,0.8751,37.6,-351.963,52.569,618.523609
310,0,17.7023,8.4077,10.1018,13.7928,11.2727,2.7316,8.5,0.875,37.7,-354.188,52.542,555.57223
311,0,17.8215,8.9324,9.3298,14.1593,11.3061,2.7381,8.5247,0.8757,37.64,-355.459,52.539,579.087981
312,0,17.863,9.1358,9.0974,14.2299,11.3398,2.744,8.5493,0.8715,37.65,-356.591,52.412,590.335608
313,0,17.5411,8.9179,9.2348,13.9884,11.3732,2.7502,8.5739,0.8754,37.56,-358.082,52.56,539.761651
314,0,18.0698,8.7954,9.8035,14.071,11.407,2.7567,8.5986,0.8759,37.68,-359.924,52.643,585.915149
315,0,18.1022,8.7648,9.8783,14.0591,11.4404,2.7633,8.623,0.8759,37.41,-360.626,52.567,579.872716
316,0,17.349,8.8299,9.1522,13.9669,11.4739,2.7692,8.6474,0.8737,37.43,-360.096,52.507,573.548329
317,0,17.4083,9.3004,8.4872,14.2207,11.5073,2.7755,8.672,0.882,37.58,-361.187,52.564,558.309211
318,0,17.8354,9.221,8.9448,14.2695,11.5409,2.7817,8.6965,0.8774,37.57,-363.288,52.476,644.831112
319,0,18.6479,9.7338,8.9856,14.5285,11.5753,2.7879,8.7212,0.8886,37.68,-366.623,52.712,620.277243
320,0,19.1955,9.5677,9.6961,14.5316,11.6093,2.7943,8.746,0.8964,37.73,-368.947,52.816,654.088352
321,0,18.3347,9.4171,9.1682,14.3494,11.6428,2.8008,8.7706,0.8932,37.59,-368.23,52.892,686.591087
322,0,18.0762,8.9976,9.5679,14.1107,11.6768,2.8063,8.7953,0.8887,37.68,-369.434,52.722,550.388184
323,0,18.7833,9.2943,9.7491,14.3398,11.711,2.8128,8.8201,0.8846,37.74,-372.159,52.742,624.662797
324,0,18.4282,9.1583,9.7734,14.0965,11.7451,2.8193,8.8449,0.8872,37.71,-374.377,52.797,653.349311
325,0,18.4425,8.6985,10.3784,13.9656,11.7788,2.8261,8.8694,0.8851,37.54,-374.383,52.764,633.077553
326,0,17.3111,8.2762,9.9914,13.6435,11.8121,2.8326,8.8936,0.8819,37.28,-371.377,52.693,721.712727
327,0,18.7705,8.7715,10.3855,14.2135,11.8452,2.8396,8.9181,0.888,37.49,-371.333,52.841,728.430612
328,0,17.9361,8.7164,9.8371,13.9826,11.8786,2.8454,8.9423,0.8854,37.25,-372.371,52.796,654.814142
329,0,18.7674,8.8559,10.3732,14.1383,11.9119,2.8524,8.9669,0.8827,37.55,-374.581,52.658,539.867752
330,0,18.4592,8.5231,10.5923,13.9438,11.945,2.8595,8.9913,0.8854,37.47,-375.775,52.79,635.437664
331,0,18.2025,8.7248,9.9846,14.093,11.9784,2.8661,9.0156,0.8834,37.31,-375.957,52.697,705.695515
332,0,18.0597,8.7235,9.8119,14.1244,12.0124,2.8724,9.0401,0.881,37.52,-379.987,52.612,691.04618
333,0,17.4865,8.6266,9.3739,14.0859,12.0453,2.8794,9.0645,0.88,37.45,-379.772,52.531,759.242138
334,0,18.6209,9.0885,9.7238,14.4087,12.0792,2.8855,9.089,0.8819,37.46,-380.431,52.496,749.849565
335,0,18.4766,9.0947,9.4641,14.5179,12.1132,2.8923,9.1138,0.8825,37.74,-384.614,52.587,760.160067
336,0,17.4949,8.6338,9.3209,14.1401,12.1476,2.898,9.1384,0.8789,37.63,-387.712,52.496,648.113897
337,0,16.8772,8.2271,9.4137,13.8364,12.1813,2.9043,9.1629,0.8727,37.55,-387.183,52.364,862.65762
338,0,16.9905,8.2646,9.5362,13.7896,12.2147,2.9109,9.1873,0.8762,37.37,-385.424,52.49,689.244979
339,0,17.1731,8.6406,9.0114,14.1212,12.2481,2.9172,9.2117,0.8777,37.48,-385.544,52.557,929.623335
340,0,17.6169,8.3773,9.701,14.1385,12.2812,2.9238,9.2362,0.8756,37.46,-386.183,52.479,673.187991
341,0,17.8698,8.3388,9.9623,14.1687,12.3145,2.9302,9.2607,0.8689,37.5,-387.06,52.368,782.110603
342,0,17.7908,8.1915,10.1237,14.0756,12.3474,2.9375,9.2851,0.8695,37.45,-387.976,52.364,857.101625
343,0,18.3007,8.8253,9.7676,14.3078,12.3808,2.9445,9.3097,0.88,37.55,-390.426,52.577,831.266691
344,0,18.2464,8.5416,10.1477,14.1571,12.4142,2.9513,9.3341,0.8751,37.43,-392.263,52.42,841.179107
345,0,18.1147,8.4867,10.0461,14.1819,12.4475,2.9582,9.3586,0.8705,37.54,-393.258,52.33,891.248766
346,0,17.2988,8.0216,10.0963,13.7808,12.4806,2.9653,9.3834,0.8671,37.7,-394.071,52.281,887.062328
347,0,16.9488,8.0202,9.8254,13.7032,12.5136,2.9727,9.4079,0.8681,37.55,-394.979,52.3,830.88873
348,0,18.3717,8.4177,10.3469,14.207,12.5469,2.9799,9.4327,0.8689,37.71,-396.788,52.373,810.39727
349,0,17.8715,8.2979,10.156,14.0176,12.5797,2.9867,9.4571,0.8677,37.45,-396.602,52.374,724.175867
350,0,17.2543,8.9343,8.7579,14.1621,12.6133,2.9932,9.4818,0.8687,37.7,-397.87,52.378,790.551948
351,0,17.5833,8.5828,9.5972,14.0034,12.647,2.9995,9.5064,0.8698,37.53,-401.314,52.383,857.914839
352,0,17.2043,8.5567,9.3387,13.9089,12.6806,3.0062,9.5309,0.8713,37.56,-403.19,52.392,946.846906
353,0,17.6684,8.3859,10.0936,13.7888,12.714,3.0127,9.5558,0.873,37.81,-403.864,52.436,874.902382
354,0,17.2753,8.5683,9.4609,13.846,12.7477,3.019,9.5805,0.8772,37.66,-404.954,52.53,877.580934
355,0,16.8793,9.0797,8.3621,14.0376,12.7816,3.0253,9.6053,0.8778,37.78,-407.58,52.481,953.507012
356,0,17.482,9.0964,8.8518,14.1339,12.8152,3.032,9.6301,0.8809,37.74,-408.841,52.584,969.222624
357,0,17.5319,8.9467,9.0466,14.1386,12.8488,3.0384,9.6547,0.8819,37.62,-408.715,52.518,868.753085
358,0,17.3494,8.8068,9.0477,14.0949,12.8822,3.0448,9.6793,0.8785,37.57,-408.316,52.504,884.649756
359,0,17.5355,8.552,9.5272,14.0563,12.9148,3.0518,9.7036,0.8792,37.32,-405.781,52.547,1096.804082
360,0,16.96,8.6981,8.8151,14.0468,12.9473,3.0585,9.7277,0.8827,37.22,-404.035,52.585,953.355308
361,0,17.9361,8.788,9.4714,14.2767,12.9805,3.0654,9.7521,0.8816,37.43,-407.022,52.549,781.954042
362,0,18.5129,8.2392,10.6836,14.1901,13.0132,3.0727,9.7766,0.8703,37.48,-409.706,52.345,1040.398749
363,0,18.4082,8.4489,10.3298,14.2295,13.0461,3.08,9.8009,0.8749,37.36,-410.429,52.496,1177.831952
364,0,19.3569,8.1679,11.5788,14.2103,13.0792,3.0868,9.8253,0.8779,37.43,-412.374,52.558,870.712216
365,0,18.2819,8.495,10.2805,14.1064,13.1121,3.0938,9.8498,0.8808,37.5,-413.459,52.56,995.787148
366,0,19.5136,8.5061,11.341,14.2665,13.1455,3.1006,9.8744,0.8813,37.64,-415.773,52.545,1072.614313
367,0,20.2293,8.5183,11.9279,14.3831,13.1792,3.1074,9.8991,0.8811,37.65,-419.393,52.614,1117.495987
368,0,20.0016,8.4737,11.7639,14.364,13.2129,3.1143,9.9239,0.8785,37.76,-422.422,52.596,1053.950333
369,0,20.3336,8.5829,11.8592,14.4915,13.2466,3.1212,9.9486,0.8766,37.67,-423.44,52.45,1076.404346
370,0,20.4123,8.5302,12.1048,14.3773,13.28,3.1284,9.9732,0.8774,37.61,-423.139,52.446,1123.10033
371,0,19.8048,8.2215,11.957,14.2263,13.313,3.1358,9.9978,0.8764,37.59,-423.12,52.467,1098.077365
372,0,18.8435,8.235,11.2577,13.9507,13.346,3.1429,10.0221,0.8775,37.3,-421.749,52.524,976.462618
373,0,19.9949,7.9402,12.6986,13.9561,13.379,3.1504,10.0465,0.8785,37.45,-422.965,52.597,1113.039225
374,0,20.0019,8.1283,12.3625,14.1111,13.412,3.1582,10.071,0.8748,37.51,-424.128,52.568,1176.483996
375,0,20.0958,7.9973,12.5628,14.1357,13.4449,3.1659,10.0956,0.8732,37.6,-425.503,52.532,1271.167229
376,0,20.0706,7.5036,13.3587,13.8083,13.4775,3.1735,10.1199,0.8733,37.37,-425.605,52.517,1182.833427
377,0,20.1669,7.6832,13.153,13.9307,13.5105,3.1807,10.1445,0.8732,37.57,-426.074,52.532,1166.124432
378,0,19.6077,7.8554,12.4538,13.8985,13.5434,3.1888,10.1691,0.8724,37.62,-429.189,52.488,1248.254325
379,0,19.6068,7.2825,13.3237,13.6006,13.5766,3.1961,10.1936,0.8702,37.53,-431.275,52.403,1173.664663
380,0,18.9678,7.6965,12.0135,13.8577,13.6093,3.2037,10.2183,0.8682,37.59,-430.597,52.357,1016.512199
381,0,19.0955,7.3276,12.6826,13.6854,13.642,3.2112,10.2427,0.8692,37.49,-430.894,52.345,1195.572378
382,0,19.1898,7.292,12.767,13.7308,13.6749,3.2181,10.2671,0.8693,37.43,-431.667,52.292,1078.026497
383,0,18.1699,7.2685,11.7882,13.7132,13.7076,3.2257,10.2916,0.8681,37.49,-432.574,52.255,1216.47311
384,0,16.6839,7.9359,9.599,13.7491,13.7405,3.2326,10.3161,0.869,37.49,-433.781,52.305,1097.185084
385,0,16.5767,8.4654,8.7752,13.9361,13.7731,3.2398,10.3407,0.8775,37.62,-435.035,52.499,1057.528562
386,0,15.7945,8.418,8.1825,13.794,13.8061,3.2464,10.3651,0.8767,37.44,-435.371,52.499,1191.361026
387,0,15.979,8.8595,7.8264,13.893,13.8389,3.2533,10.3897,0.878,37.61,-437.23,52.478,1279.637874
388,0,16.5087,8.8192,8.2235,14.0659,13.8714,3.2603,10.4141,0.877,37.37,-436.892,52.445,1148.977689
389,0,16.0159,8.745,8.0845,13.7864,13.9045,3.2671,10.4385,0.8802,37.44,-438.312,52.528,1320.970733
390,0,15.6519,8.5485,8.0022,13.7012,13.9366,3.2745,10.4628,0.8796,37.3,-437.737,52.436,1251.506386
391,0,15.1059,8.7756,7.4194,13.5109,13.9692,3.2814,10.4872,0.8766,37.39,-437.45,52.57,1279.438538
392,0,19.719,7.6602,12.8312,13.8276,14.002,3.2888,10.5116,0.8787,37.43,-441.073,52.564,1138.744601
393,0,19.6999,7.6185,12.9913,13.6901,14.0349,3.296,10.5362,0.8852,37.54,-443.592,52.687,1141.080145
394,0,19.5622,7.7777,12.6925,13.692,14.0678,3.3033,10.5606,0.8802,37.41,-445.67,52.594,1328.996652
395,0,16.4569,8.0758,9.6819,13.2993,14.1004,3.3105,10.5848,0.8764,37.27,-444.957,52.528,1158.409694
396,0,16.6162,8.1877,9.5947,13.4338,14.133,3.3174,10.6093,0.8742,37.57,-445.108,52.463,1295.694757
397,0,17.2049,8.3466,9.7917,13.6666,14.166,3.3245,10.6337,0.8731,37.41,-447.657,52.406,1099.927838
398,0,18.0986,8.2263,10.7082,13.7641,14.199,3.3315,10.6583,0.8715,37.58,-450.243,52.341,1288.631668
399,0,18.1045,8.4494,10.3797,13.8754,14.2322,3.3382,10.6829,0.8779,37.56,-451.719,52.511,1353.123029
400,0,17.5782,8.5045,9.9227,13.7511,14.265,3.3452,10.7074,0.8759,37.54,-452.965,52.441,1187.901655
401,0,18.6684,8.6516,10.7496,13.8672,14.2982,3.352,10.7318,0.8803,37.42,-453.591,52.509,1475.631126
402,0,19.3601,8.7695,11.1966,13.9941,14.3316,3.3592,10.7563,0.8781,37.47,-456.014,52.477,1450.205028
403,0,18.5668,9.0319,9.9326,14.2023,14.3646,3.3664,10.7808,0.8735,37.5,-457.386,52.405,1368.217593
404,0,18.0279,9.0543,9.4392,14.1344,14.3978,3.3732,10.8053,0.8766,37.55,-458.688,52.462,1252.057704
405,0,17.4118,8.7591,9.3189,13.9338,14.4307,3.3798,10.8298,0.8753,37.49,-458.585,52.43,1261.824548
406,0,18.4277,8.4782,10.4939,14.0556,14.4641,3.3865,10.8542,0.8734,37.44,-459.301,52.384,1422.922451
407,0,18.644,8.712,10.3646,14.1675,14.497,3.3934,10.8788,0.8753,37.55,-460.631,52.4,1429.78917
408,0,19.3815,8.5526,11.3098,14.1191,14.5303,3.4001,10.9034,0.8762,37.58,-462.255,52.392,1312.62001
409,0,18.6688,9.2818,9.5658,14.4212,14.5638,3.4068,10.9281,0.8774,37.69,-465.51,52.518,1499.635572
410,0,19.4602,9.0995,10.6275,14.3332,14.5978,3.4137,10.9527,0.8816,37.59,-469.406,52.629,1657.215059
411,0,19.353,8.3125,11.719,13.9215,14.6311,3.4206,10.9773,0.8803,37.57,-469.41,52.5,1267.577982
412,0,18.2632,8.1761,11.0589,13.6281,14.6651,3.4271,11.0021,0.8818,37.74,-470.83,52.537,1474.205573
413,0,18.2447,8.8043,10.1975,13.8429,14.6986,3.4338,11.0266,0.8834,37.55,-471.94,52.588,1359.726817
414,0,19.9015,8.4519,12.0874,13.9622,14.7319,3.4403,11.051,0.8836,37.4,-469.733,52.587,1416.215046
415,0,20.8917,8.5182,12.9128,14.0607,14.7648,3.4479,11.0754,0.8896,37.46,-469.634,52.717,1721.898304
416,0,20.8051,9.0076,11.8878,14.5097,14.7984,3.4552,11.1001,0.8821,37.68,-473.2,52.604,1362.680245
417,0,22.4249,9.1557,13.0291,14.8402,14.8322,3.4624,11.125,0.8807,37.79,-477.772,52.673,1445.636014
418,0,22.0016,9.4922,12.1563,14.9531,14.8661,3.4694,11.1498,0.8862,37.75,-479.923,52.751,1350.93343
419,0,19.7582,9.9877,9.436,14.9345,14.8996,3.4765,11.1743,0.8879,37.53,-479.618,52.741,1630.974576
420,0,18.3456,10.3341,7.6596,14.9519,14.9329,3.4833,11.1988,0.8859,37.51,-478.064,52.681,1570.593596
421,0,18.2756,9.9651,8.0945,14.816,14.9664,3.49,11.2232,0.8778,37.41,-478.463,52.535,1693.970173
422,0,18.0921,9.8534,8.2014,14.6373,14.9995,3.4973,11.2476,0.8818,37.41,-478.44,52.595,1766.492876
423,0,18.0392,9.5086,8.5568,14.5738,15.0328,3.504,11.272,0.882,37.43,-479.689,52.618,1443.279366
424,0,17.2882,9.395,7.9422,14.5511,15.0657,3.5109,11.2965,0.8767,37.47,-479.698,52.534,1442.522313
425,0,17.4666,9.4162,8.0451,14.6053,15.0986,3.5181,11.3211,0.8774,37.63,-479.984,52.483,1285.519968
426,0,17.3137,9.5806,7.7518,14.5812,15.1313,3.5251,11.3455,0.8752,37.41,-480.049,52.499,1719.060249
427,0,16.4045,9.4815,6.9072,14.6158,15.1643,3.5317,11.37,0.8683,37.48,-480.753,52.331,1809.78368
428,0,16.7439,9.6379,7.1674,14.5386,15.1976,3.5386,11.3948,0.879,37.82,-485.024,52.527,1679.256997
429,0,16.6714,9.2148,7.7067,14.3498,15.2308,3.5455,11.4195,0.8809,37.66,-488.14,52.518,1733.525398
430,0,16.2763,9.1984,7.3598,14.3182,15.2641,3.5521,11.4442,0.875,37.66,-488.898,52.452,1494.512958
431,0,16.6342,9.4245,7.3348,14.4748,15.2974,3.5588,11.4688,0.8782,37.56,-490.047,52.498,1680.922386
432,0,16.7477,9.5202,7.3355,14.492,15.3302,3.566,11.4934,0.8752,37.58,-489.772,52.519,1662.437085
433,0,17.4433,9.7004,7.7345,14.6084,15.3633,3.5728,11.5179,0.8766,37.51,-489.752,52.527,1425.304415
434,0,16.1697,9.6783,6.6231,14.4682,15.3965,3.5792,11.5425,0.8713,37.58,-491.364,52.334,1368.893111
435,0,16.849,10.142,6.2887,14.807,15.4304,3.5857,11.5671,0.8721,37.63,-494.956,52.353,1787.636329
436,0,16.4645,9.7318,6.8076,14.5251,15.4641,3.5922,11.5918,0.868,37.68,-498.292,52.244,1943.717144
437,0,17.0797,10.0286,6.9138,14.7373,15.4979,3.5989,11.617,0.87,38.06,-500.722,52.276,1716.784678
438,0,16.343,9.7498,6.801,14.3923,15.5313,3.6057,11.6416,0.8671,37.61,-501.013,52.238,1619.384983
439,0,15.6658,9.2308,6.9917,14.0433,15.565,3.6121,11.6662,0.863,37.61,-501.045,52.154,1680.620515
440,0,16.0206,9.6329,6.5492,14.4385,15.5988,3.6182,11.6907,0.8639,37.51,-501.725,52.143,1876.478993
441,0,16.3139,9.8567,6.4189,14.5573,15.6328,3.6245,11.7157,0.8648,37.93,-505.182,52.174,1579.407105
442,0,16.2909,9.5502,6.7615,14.5792,15.6667,3.6307,11.7406,0.8596,37.8,-507.355,52.12,1940.024747
443,0,16.0926,9.5654,6.5269,14.6003,15.7003,3.637,11.7651,0.858,37.54,-505.562,52.113,1758.314264
444,0,16.8469,9.471,7.4115,14.5644,15.7341,3.6433,11.79,0.8606,37.83,-506.804,52.147,1755.230621
445,0,16.8033,9.3527,7.5225,14.5281,15.768,3.6496,11.8148,0.864,37.73,-510.352,52.209,1668.588366
446,0,18.2003,9.1628,8.9739,14.6636,15.8015,3.6564,11.8395,0.8673,37.73,-510.47,52.319,1691.93491
447,0,17.7734,9.1516,8.7637,14.4582,15.8349,3.6628,11.8641,0.8722,37.6,-509.16,52.371,2281.668122
448,0,18.3968,9.5169,8.6705,14.8094,15.8683,3.6689,11.8886,0.8743,37.47,-508.159,52.428,1881.286142
449,0,17.6937,9.1097,8.7011,14.4828,15.9014,3.6756,11.9131,0.8709,37.52,-508.627,52.341,1977.790411
450,0,17.0385,9.293,7.8023,14.5432,15.9351,3.6819,11.9378,0.8715,37.65,-510.694,52.404,2020.388795
451,0,18.0758,9.2027,8.6966,14.7765,15.9685,3.6885,11.9624,0.8753,37.63,-513.517,52.433,2056.41958
452,0,17.5225,9.3026,8.068,14.7519,16.0023,3.695,11.9873,0.8792,37.85,-516.082,52.482,1721.336529
