rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
224,0,16.3194,6.5234,11.0356,13.5603,8.3622,2.1121,6.3914,0.856,36.77,-245.356,52.062,179.511642
225,0,16.3309,6.5236,11.0397,13.5675,8.3924,2.119,6.4147,0.8589,36.54,-245.234,52.087,201.290142
226,0,16.7816,6.7265,11.0695,13.7857,8.4223,2.1256,6.438,0.8557,36.47,-244.081,52.058,198.435752
227,0,16.0882,6.2362,11.2019,13.4501,8.4524,2.1323,6.4614,0.8564,36.6,-244.349,52.133,183.869126
228,0,15.642,5.9956,11.1273,13.319,8.4826,2.1392,6.4848,0.8541,36.6,-246.146,52.042,182.636212
229,0,15.959,5.9808,11.5396,13.2386,8.5127,2.1461,6.5082,0.8604,36.54,-247.453,52.1,239.025451
230,0,15.546,6.2259,10.8293,13.2909,8.5431,2.1534,6.5317,0.8574,36.71,-249.033,52.083,187.951054
231,0,15.0618,6.1183,10.6801,13.0634,8.5736,2.1604,6.5553,0.8598,36.69,-251.362,52.176,226.334322
232,0,14.7305,6.0853,10.351,13.0941,8.6037,2.1673,6.5784,0.8559,36.36,-251.006,52.102,220.665804
233,0,15.3799,6.0125,11.0107,13.1567,8.6339,2.1748,6.6016,0.8555,36.42,-251.546,52.079,223.918202
234,0,15.6188,6.1229,11.0069,13.289,8.6644,2.1818,6.6252,0.8569,36.7,-253.859,52.119,208.638268
235,0,15.9838,6.2342,11.419,13.1306,8.6952,2.1888,6.6487,0.857,36.68,-255.917,52.118,224.178438
236,0,15.9671,6.3941,11.1925,13.1805,8.7257,2.1959,6.672,0.8582,36.52,-256.888,52.134,218.335053
237,0,15.5409,5.9431,11.6641,12.7337,8.756,2.2025,6.6951,0.8565,36.28,-255.8,52.041,192.706769
238,0,15.9358,6.189,11.5304,13.0164,8.7866,2.21,6.7187,0.8551,36.74,-257.585,52.041,193.454343
239,0,16.2561,6.4211,11.6205,13.0145,8.8171,2.2168,6.7421,0.8603,36.59,-259.465,52.131,231.482697
240,0,15.8879,6.537,10.9803,13.1706,8.8471,2.2241,6.7652,0.8591,36.36,-258.82,52.158,210.387437
241,0,16.0044,5.9905,11.8305,12.9834,8.8774,2.2312,6.7887,0.8565,36.63,-259.434,52.016,249.217174
242,0,15.6976,5.7734,11.8589,12.8652,8.9078,2.2383,6.812,0.8536,36.47,-260.962,52.033,277.328116
243,0,16.6067,6.4775,11.6036,13.3256,8.938,2.2455,6.8353,0.853,36.49,-261.768,52.002,251.891251
244,0,16.3921,6.672,11.2601,13.26,8.9686,2.2526,6.8587,0.8569,36.62,-264.264,52.103,250.578241
245,0,16.1191,6.6119,11.0721,13.2351,8.9991,2.2597,6.8822,0.8587,36.61,-265.95,52.057,261.289355
246,0,16.9868,6.7839,11.5444,13.4584,9.0295,2.2672,6.9056,0.8629,36.6,-266.498,52.116,227.357871
247,0,16.6695,6.5489,11.5894,13.3312,9.0597,2.2745,6.9289,0.8605,36.44,-266.673,52.104,270.361033
248,0,16.5694,6.7016,11.3359,13.3319,9.0902,2.2813,6.9523,0.8619,36.59,-267.522,52.047,263.804619
249,0,15.2557,6.8999,10.0599,13.0958,9.1205,2.2881,6.9756,0.8587,36.46,-268.311,52.041,279.390291
250,0,14.8867,6.5547,10.2103,12.9217,9.151,2.2948,6.999,0.8582,36.59,-269.213,52.079,232.904525
251,0,15.4919,6.2406,11.2815,12.7697,9.1811,2.3024,7.0222,0.8601,36.4,-270.156,52.093,307.066601
252,0,15.9342,6.2193,11.7053,12.8096,9.2113,2.3103,7.0456,0.8617,36.61,-271.293,52.124,241.772093
253,0,15.5418,6.2185,11.3987,12.7246,9.2419,2.3176,7.0692,0.8695,36.69,-273.667,52.14,253.814689
254,0,16.1012,6.5463,11.3058,13.0491,9.2721,2.3251,7.0927,0.8658,36.65,-275.083,52.104,274.985086
255,0,16.628,7.3314,10.4689,13.6276,9.3026,2.3324,7.1164,0.8721,36.86,-275.771,52.194,265.093475
256,0,17.5138,6.9769,11.6844,13.6525,9.3334,2.34,7.1402,0.8655,36.91,-278.882,52.138,257.262199
257,0,17.6414,7.0148,11.6986,13.7279,9.3643,2.3476,7.1639,0.8696,36.86,-280.894,52.211,287.282514
258,0,17.4009,7.0967,11.2721,13.8322,9.3949,2.3553,7.1875,0.8647,36.73,-280.967,52.189,284.649231
259,0,17.158,6.8074,11.6129,13.5378,9.4255,2.3634,7.2114,0.8679,36.96,-281.87,52.225,329.202325
260,0,17.5374,6.7961,11.9511,13.5902,9.4562,2.3711,7.2352,0.8688,36.92,-283.092,52.259,304.919421
261,0,17.3767,6.9841,11.4724,13.7202,9.4871,2.379,7.2591,0.8692,36.99,-285.028,52.272,315.251114
262,0,17.2703,7.0711,11.3417,13.6575,9.5177,2.3869,7.2829,0.8652,36.93,-285.818,52.154,328.672392
263,0,16.9126,6.89,11.3493,13.4734,9.5485,2.3942,7.3064,0.8646,36.68,-285.919,52.137,333.210258
264,0,16.998,6.9228,11.4435,13.4317,9.5796,2.4017,7.3302,0.8671,36.9,-288.17,52.151,288.543043
265,0,17.7809,7.1296,11.7989,13.6525,9.6103,2.4096,7.3538,0.8663,36.76,-289.361,52.178,271.26606
266,0,18.2408,7.0846,12.1801,13.7761,9.6412,2.417,7.3775,0.8679,36.81,-289.222,52.2,292.805164
267,0,16.8807,7.3373,10.8044,13.539,9.6724,2.4241,7.4013,0.8681,36.91,-291.438,52.192,315.759348
268,0,17.427,7.2814,11.3796,13.566,9.7041,2.4312,7.4253,0.8647,37.14,-294.886,52.156,326.667076
269,0,16.3614,7.2934,10.487,13.381,9.7359,2.4384,7.4495,0.8639,37.25,-297.953,52.234,361.443249
270,0,15.9785,7.0978,10.3532,13.3275,9.7674,2.4452,7.4736,0.8647,37.13,-298.568,52.204,337.374136
271,0,15.6839,6.8573,10.5867,13.0399,9.7987,2.4523,7.4976,0.8689,37.05,-298.134,52.205,347.813157
272,0,15.3752,6.6667,10.4669,13.0416,9.8297,2.4596,7.5214,0.8615,36.92,-297.861,52.065,335.54989
273,0,16.4274,7.4415,10.465,13.321,9.8617,2.4661,7.5455,0.8688,37.2,-300.268,52.224,350.54982
274,0,17.1179,7.7878,10.4527,13.6774,9.8934,2.4733,7.5698,0.8671,37.32,-303.328,52.162,356.808315
275,0,17.6758,7.8928,10.776,13.807,9.9249,2.4806,7.5941,0.8718,37.33,-304.207,52.243,381.52672
276,0,17.8264,8.1227,10.6965,13.8071,9.9572,2.4875,7.6184,0.8712,37.32,-306.824,52.263,321.512078
277,0,17.1123,7.6041,10.6662,13.642,9.9889,2.4939,7.6423,0.8709,37.04,-307.245,52.243,355.49918
278,0,16.9782,7.3016,10.8834,13.5932,10.0207,2.5007,7.6666,0.8732,37.32,-306.548,52.255,337.496807
279,0,17.1768,7.4251,10.7825,13.7692,10.0515,2.5079,7.6905,0.8698,37.03,-306.3,52.262,413.074745
280,0,17.0038,7.2917,10.8936,13.6185,10.0827,2.5151,7.7144,0.873,37.01,-305.556,52.304,418.36731
281,0,18.1696,7.8372,11.0813,14.0511,10.114,2.5226,7.7385,0.8774,37.2,-308.408,52.385,436.722118
282,0,18.3728,8.0761,10.907,14.1897,10.146,2.5293,7.7629,0.8755,37.34,-311.573,52.356,393.933392
283,0,17.3466,7.7812,10.5099,13.8555,10.1779,2.5365,7.7872,0.8731,37.38,-314.386,52.343,356.477461
284,0,16.9443,7.6461,10.4118,13.6864,10.2095,2.5433,7.8112,0.8736,37.06,-314.113,52.373,393.282086
285,0,16.4304,7.2255,10.5364,13.4685,10.2411,2.5507,7.8355,0.8695,37.33,-314.212,52.373,362.886943
286,0,16.6252,7.5872,10.1924,13.6455,10.2725,2.5574,7.8594,0.8708,37.03,-314.966,52.365,380.325462
287,0,16.5928,7.4496,10.4214,13.5218,10.3037,2.5646,7.8832,0.8674,36.89,-313.885,52.325,410.192413
288,0,16.947,7.7418,10.3983,13.6069,10.3356,2.571,7.9073,0.8695,37.13,-315.874,52.384,406.057314
289,0,16.7272,7.2831,10.7647,13.4794,10.3672,2.5776,7.9312,0.8669,37.02,-317.838,52.326,407.798694
290,0,16.4093,7.5353,10.3361,13.338,10.3985,2.585,7.9553,0.8667,37.17,-318.332,52.293,405.816042
291,0,15.8755,7.8296,9.4278,13.4181,10.4304,2.5919,7.9793,0.8695,37.1,-320.493,52.396,434.688979
292,0,15.7081,7.5874,9.5457,13.375,10.4619,2.5988,8.0033,0.8656,37.08,-321.782,52.339,409.324445
293,0,17.1575,8.1555,9.7387,14.0633,10.4941,2.6048,8.0273,0.8684,37.14,-322.956,52.355,486.752805
294,0,16.3041,8.3838,8.7201,14.0002,10.5268,2.6109,8.0517,0.8693,37.44,-327.217,52.42,389.567047
295,0,15.6534,7.5657,9.3947,13.4931,10.5587,2.6169,8.0759,0.8679,37.19,-328.103,52.362,485.597249
296,0,15.2517,7.3955,9.3118,13.3444,10.5904,2.6233,8.1,0.8619,37.18,-325.788,52.285,471.023426
297,0,14.2454,7.9755,7.7027,13.3673,10.6223,2.6296,8.124,0.8655,37.11,-326.704,52.311,486.024916
298,0,14.442,8.1637,7.6576,13.4207,10.6549,2.6357,8.1483,0.8707,37.33,-330.609,52.39,480.581469
299,0,15.1357,7.9639,8.5286,13.4432,10.6866,2.6415,8.1723,0.8674,37.08,-330.594,52.335,470.592972
300,0,15.4569,8.4862,8.0265,13.7442,10.7188,2.6472,8.1966,0.8716,37.34,-330.829,52.419,478.819197
301,0,16.4947,9.0577,8.175,14.0619,10.7514,2.6529,8.221,0.8733,37.38,-334.082,52.429,502.567573
302,0,16.9545,9.0275,8.5472,14.1799,10.7837,2.6594,8.2452,0.8746,37.31,-335.766,52.476,450.51235
303,0,17.3725,8.8424,9.1524,14.1777,10.8161,2.6653,8.2693,0.8747,37.19,-335.809,52.354,538.584053
304,0,17.8521,8.6053,9.9854,14.0614,10.8488,2.6715,8.2937,0.8773,37.36,-338.469,52.372,526.764624
305,0,16.9227,8.5122,9.3786,13.8319,10.8814,2.678,8.318,0.8759,37.35,-340.958,52.436,432.463037
306,0,17.4991,8.1232,10.4893,13.6866,10.9138,2.6846,8.3422,0.8765,37.31,-341.621,52.487,470.811757
307,0,17.2142,7.6302,10.8282,13.5558,10.9463,2.6914,8.3667,0.8724,37.5,-342.58,52.431,505.459587
308,0,17.1517,7.5574,10.8102,13.5841,10.9791,2.6975,8.3911,0.8749,37.38,-344.174,52.442,593.450316
309,0,17.5411,7.0595,11.7589,13.5227,11.0119,2.7041,8.4155,0.8727,37.49,-346.526,52.356,568.026467
310,0,17.1012,7.0574,11.328,13.5158,11.0449,2.7108,8.4401,0.87,37.59,-348.814,52.31,522.955702
311,0,18.0731,7.4279,11.5505,13.8947,11.0775,2.7176,8.4647,0.8698,37.55,-349.572,52.343,557.374711
312,0,18.0844,7.9878,10.8265,14.0701,11.1106,2.7238,8.4892,0.8715,37.52,-350.549,52.468,545.287767
313,0,16.9897,7.6096,10.5611,13.619,11.1431,2.7305,8.5136,0.8707,37.47,-351.483,52.407,513.830361
314,0,17.5426,7.772,10.7649,13.8057,11.1762,2.7373,8.5382,0.871,37.56,-352.782,52.396,544.996177
315,0,17.175,8.0736,10.1391,13.7623,11.2089,2.7439,8.5625,0.8743,37.31,-353.951,52.37,538.239941
316,0,17.511,8.1973,10.1189,13.9947,11.2417,2.75,8.5868,0.8723,37.35,-353.521,52.311,531.55488
317,0,17.3593,8.1033,10.2249,13.8312,11.2741,2.7566,8.6112,0.8683,37.48,-354.222,52.286,503.690052
318,0,18.1226,8.0295,10.9405,13.9526,11.3068,2.7632,8.6357,0.873,37.46,-355.784,52.398,601.899741
319,0,18.2631,8.0074,11.3143,13.7415,11.3399,2.77,8.6602,0.8808,37.54,-358.425,52.535,587.23771
320,0,18.5179,8.1198,11.4137,13.7844,11.3731,2.7765,8.6848,0.886,37.64,-360.891,52.603,602.777012
321,0,18.2814,7.9426,11.4529,13.6858,11.4055,2.7839,8.7093,0.886,37.49,-360.639,52.627,658.697742
322,0,18.1131,7.9444,11.2777,13.6911,11.4386,2.79,8.7339,0.8808,37.55,-361.855,52.499,477.214103
323,0,18.3888,7.9171,11.5161,13.7556,11.4718,2.7971,8.7585,0.8766,37.62,-364.618,52.512,560.071984
324,0,18.1503,7.7928,11.5833,13.5743,11.5052,2.8041,8.7832,0.8748,37.62,-367.077,52.431,575.963036
325,0,18.2349,7.636,11.8344,13.5645,11.538,2.8116,8.8077,0.8768,37.48,-367.466,52.332,606.080044
326,0,17.3473,7.1084,11.796,13.243,11.5706,2.8187,8.8318,0.8726,37.23,-365.391,52.293,635.68831
327,0,18.6248,7.8823,11.5883,13.9543,11.6029,2.8263,8.8562,0.8779,37.42,-365.217,52.435,661.572752
328,0,18.99,7.9682,11.8018,14.02,11.6357,2.8328,8.8804,0.884,37.21,-366.625,52.614,624.085276
329,0,18.8208,7.7964,11.8869,13.9375,11.6683,2.8403,8.9049,0.8785,37.52,-369.177,52.464,510.595228
330,0,18.6315,7.6399,12.0022,13.7894,11.7008,2.8479,8.9293,0.8765,37.47,-370.215,52.433,579.398816
331,0,18.7029,7.5192,12.3736,13.6101,11.7334,2.8554,8.9535,0.8785,37.22,-370.27,52.395,630.055189
332,0,19.3038,7.8513,12.4483,13.8041,11.7664,2.8625,8.9779,0.8826,37.41,-373.021,52.529,634.422068
333,0,17.6632,7.1745,11.8117,13.477,11.7987,2.8699,9.0022,0.8787,37.33,-373.155,52.526,698.825689
334,0,18.2061,7.5182,11.8053,13.6827,11.8319,2.8765,9.0265,0.8788,37.35,-374.16,52.538,695.42398
335,0,17.7935,7.1624,11.9531,13.4781,11.8648,2.8838,9.051,0.8737,37.5,-376.906,52.441,664.057951
336,0,17.4452,6.9612,11.9154,13.3685,11.8987,2.8898,9.0754,0.8739,37.39,-380.012,52.401,565.239857
337,0,17.0786,7.0964,11.5836,13.1986,11.9317,2.8966,9.0997,0.8709,37.35,-380.439,52.288,791.815883
338,0,17.4397,7.228,11.7214,13.2903,11.9646,2.9034,9.1239,0.8743,37.27,-379.219,52.384,631.185753
339,0,16.6649,6.8209,11.5872,13.0569,11.9973,2.9101,9.1481,0.874,37.24,-379.118,52.426,818.610821
340,0,15.9509,6.3333,11.5504,12.8673,12.0296,2.9175,9.1723,0.867,37.25,-378.7,52.315,604.537879
341,0,16.3483,6.3517,11.9916,12.8049,12.0619,2.9244,9.1964,0.8744,37.23,-378.832,52.479,705.350399
342,0,16.4601,6.477,11.8748,12.9083,12.0936,2.9323,9.2205,0.8733,37.15,-378.769,52.426,768.355421
343,0,16.5694,6.7979,11.5723,12.9992,12.1256,2.94,9.2447,0.8764,37.23,-379.834,52.478,730.027028
344,0,16.3392,6.7943,11.3412,13.0037,12.158,2.947,9.2687,0.8715,37.12,-382.002,52.387,751.633267
345,0,16.9944,6.8576,11.8166,13.1202,12.1907,2.954,9.293,0.8732,37.29,-384.452,52.403,763.965181
346,0,17.1729,6.9137,11.9169,13.1422,12.223,2.9612,9.3174,0.8788,37.44,-385.698,52.477,800.318638
347,0,16.1212,6.363,11.8086,12.7496,12.2549,2.9687,9.3416,0.87,37.26,-385.586,52.369,758.898525
348,0,16.0407,6.2505,11.8582,12.732,12.2872,2.9757,9.3659,0.8684,37.34,-386.288,52.377,716.634462
349,0,15.4846,5.9458,11.8142,12.5246,12.3188,2.9827,9.3899,0.8623,37.07,-385.79,52.24,682.006315
350,0,15.0073,6.3345,10.8302,12.6426,12.3513,2.989,9.4142,0.8665,37.33,-387.005,52.307,706.308629
351,0,15.4961,6.0639,11.6386,12.5936,12.3839,2.9956,9.4383,0.8695,37.14,-390.119,52.293,734.099518
352,0,14.8611,5.9771,11.1924,12.4916,12.4161,3.0023,9.4624,0.8684,37.17,-391.205,52.314,821.259454
353,0,14.8209,6.8262,9.9768,12.8179,12.4487,3.0086,9.4868,0.8678,37.46,-392.657,52.393,728.271454
354,0,14.8216,6.8943,9.9034,12.824,12.4812,3.0149,9.5111,0.873,37.29,-393.804,52.437,791.455531
355,0,14.5783,7.1017,9.3689,12.9077,12.5138,3.0215,9.5353,0.8753,37.32,-395.514,52.412,909.377471
356,0,14.9196,7.4202,9.2935,13.0059,12.546,3.0283,9.5596,0.8769,37.3,-395.911,52.464,899.547154
357,0,13.6107,6.9003,8.9036,12.6068,12.5784,3.0347,9.5836,0.8691,37.09,-395.337,52.366,836.161072
358,0,13.9506,6.6798,9.4895,12.5813,12.6106,3.0409,9.6075,0.8678,37.05,-395.386,52.31,823.344272
359,0,14.3463,6.4964,10.0932,12.5568,12.642,3.0479,9.6312,0.8672,36.77,-392.89,52.267,1023.038796
360,0,13.3584,5.9597,10.0062,12.1925,12.6732,3.0546,9.6547,0.8664,36.66,-390.972,52.266,831.005278
361,0,14.7929,6.4997,10.3416,12.7516,12.7049,3.0617,9.6784,0.8683,36.89,-392.931,52.353,715.169133
362,0,14.7546,6.576,10.1985,12.78,12.7363,3.0689,9.7022,0.8657,36.95,-395.836,52.33,952.910373
363,0,14.2627,6.6913,9.6111,12.7602,12.7677,3.0762,9.7259,0.8676,36.84,-396.091,52.332,1018.701752
364,0,14.7566,6.6984,9.9976,12.8607,12.7994,3.083,9.7498,0.8639,36.92,-397.925,52.224,771.740129
365,0,14.2263,7.1444,9.0439,12.838,12.831,3.0901,9.7736,0.868,36.98,-399.44,52.353,857.201426
366,0,15.4892,7.1943,10.0241,13.0708,12.8631,3.0969,9.7976,0.8653,37.13,-401.778,52.331,947.042199
367,0,16.3976,7.4991,10.274,13.4245,12.8955,3.1038,9.8218,0.8728,37.2,-405.832,52.428,1006.595577
368,0,17.5363,7.2992,11.5155,13.5215,12.9279,3.111,9.8461,0.8717,37.33,-409.154,52.439,996.500224
369,0,18.5974,6.5822,13.3932,13.4219,12.9603,3.1181,9.8704,0.8719,37.34,-410.783,52.382,979.129333
370,0,18.0279,6.3269,13.3578,13.1432,12.9923,3.1256,9.8946,0.8708,37.31,-410.405,52.332,1006.656085
371,0,18.0779,6.3981,13.3782,13.1016,13.0241,3.1332,9.9187,0.8742,37.17,-410.448,52.427,1022.553552
372,0,17.7129,6.4381,13.1738,12.9011,13.0558,3.1407,9.9425,0.8763,36.95,-409.054,52.497,884.207749
373,0,17.9599,6.2119,13.7301,12.818,13.0878,3.1482,9.9666,0.879,37.15,-411.031,52.488,1023.080235
374,0,17.9751,6.2634,13.6182,12.8936,13.1197,3.156,9.9907,0.8769,37.14,-412.862,52.488,1045.473001
375,0,18.6469,6.6086,13.6277,13.2105,13.1515,3.1641,10.0148,0.8752,37.23,-413.859,52.462,1163.111734
376,0,18.2324,6.4209,13.5885,13.023,13.1831,3.1719,10.0388,0.8745,37.08,-413.989,52.433,1081.101205
377,0,18.138,6.7748,12.9313,13.2319,13.2149,3.1795,10.063,0.8701,37.23,-414.546,52.312,1051.392864
378,0,18.5065,6.9176,13.0862,13.3026,13.2466,3.1878,10.0873,0.8746,37.38,-417.448,52.435,1034.53686
379,0,17.3383,6.4405,12.8805,12.8173,13.2787,3.1954,10.1116,0.8686,37.3,-419.985,52.36,1123.525237
380,0,17.7263,7.0108,12.3245,13.191,13.3103,3.2035,10.1359,0.8726,37.32,-419.314,52.398,981.075108
381,0,17.694,6.9914,12.3879,13.1148,13.3417,3.2112,10.16,0.8717,37.17,-418.751,52.421,1085.355816
382,0,17.2321,6.9095,11.9754,13.1473,13.3736,3.2183,10.184,0.866,37.17,-419.709,52.303,980.733312
383,0,17.1466,6.938,11.873,13.1356,13.4054,3.226,10.2083,0.8695,37.3,-421.939,52.417,1129.058166
384,0,16.8025,7.5559,10.6539,13.3927,13.4374,3.2332,10.2325,0.8748,37.29,-424.27,52.455,1007.203867
385,0,16.8751,7.6381,10.5204,13.5166,13.4692,3.2403,10.2568,0.8732,37.35,-425.119,52.429,1003.456555
386,0,16.9891,7.7474,10.4516,13.5901,13.5014,3.2469,10.2811,0.8783,37.3,-425.611,52.483,1084.586122
387,0,17.3838,7.6079,11.1126,13.4634,13.5332,3.254,10.3055,0.8776,37.43,-427.785,52.446,1159.093458
388,0,16.7917,7.6764,10.4519,13.4634,13.565,3.2609,10.3297,0.8771,37.21,-427.185,52.412,1066.340332
389,0,15.8991,7.2005,10.3252,13.1733,13.5973,3.2673,10.3538,0.8771,37.17,-428.474,52.436,1215.900091
390,0,15.7877,7.3248,10.1209,13.1421,13.6287,3.2746,10.3777,0.8778,37.04,-427.853,52.444,1107.596765
391,0,15.1245,7.4863,9.432,13.0063,13.6605,3.2813,10.4018,0.8779,37.14,-427.3,52.483,1127.059729
392,0,15.7922,7.3647,10.1289,13.0985,13.6926,3.2882,10.4259,0.8772,37.12,-430.624,52.479,1084.352619
393,0,15.1982,7.2285,10.0153,12.7545,13.7248,3.2948,10.45,0.8827,37.22,-433.089,52.566,1095.97221
394,0,15.4602,7.0801,10.4113,12.7688,13.7568,3.3018,10.474,0.8827,37.1,-434.65,52.472,1214.845472
395,0,14.3699,6.6565,10.1438,12.3697,13.7886,3.3087,10.4978,0.8751,36.89,-433.388,52.44,1140.866679
396,0,15.127,6.7383,10.6341,12.5546,13.8205,3.3154,10.522,0.8861,37.23,-434.313,52.573,1198.402384
397,0,15.8747,6.5879,11.36,12.7268,13.8525,3.3225,10.546,0.881,37.09,-436.471,52.494,1070.027254
398,0,15.9742,7.0038,10.8284,12.942,13.8845,3.3294,10.5702,0.8763,37.27,-438.119,52.392,1260.716535
399,0,15.362,7.4145,9.6897,13.0578,13.9167,3.3358,10.5944,0.8783,37.22,-439.596,52.426,1226.245352
400,0,15.0021,6.8562,10.1288,12.8172,13.9486,3.3425,10.6185,0.8788,37.2,-440.673,52.497,1104.206273
401,0,15.3021,6.9904,10.2613,12.8504,13.9809,3.3489,10.6425,0.884,37.12,-441.276,52.536,1356.959611
402,0,15.1993,7.0,10.0025,12.9968,14.013,3.3557,10.6665,0.8772,37.07,-442.303,52.433,1346.686075
403,0,14.2027,7.4278,8.5182,13.0567,14.045,3.3625,10.6907,0.873,37.22,-443.735,52.441,1288.69719
404,0,14.7249,7.4927,8.8021,13.2301,14.0772,3.3691,10.7149,0.8747,37.26,-445.946,52.4,1162.475128
405,0,14.6478,7.5,8.7836,13.1643,14.1095,3.3752,10.7391,0.8697,37.28,-447.031,52.305,1232.783777
406,0,14.3867,7.631,8.3007,13.2551,14.1422,3.3814,10.7633,0.8649,37.28,-449.113,52.173,1373.128008
407,0,13.6893,7.2595,8.4398,12.79,14.1744,3.388,10.7876,0.871,37.33,-450.608,52.273,1429.675871
408,0,14.566,7.6034,8.6922,13.0704,14.2068,3.3945,10.8119,0.8764,37.34,-451.316,52.392,1325.400914
409,0,14.387,7.8311,8.1826,13.1733,14.2397,3.4008,10.8363,0.8786,37.41,-454.506,52.418,1501.000604
410,0,15.0897,7.5289,9.1298,13.2309,14.2727,3.4075,10.8606,0.8777,37.33,-458.264,52.429,1634.84532
411,0,14.2276,7.5573,8.4973,12.973,14.3051,3.414,10.8849,0.8778,37.29,-457.63,52.426,1268.896449
412,0,14.2298,7.4709,8.5497,13.0092,14.3385,3.42,10.9093,0.8805,37.48,-459.344,52.484,1387.988113
413,0,15.1746,8.2928,8.23,13.4519,14.3713,3.4262,10.9337,0.8878,37.35,-461.34,52.63,1347.686226
414,0,15.0716,8.0468,8.4972,13.3276,14.4037,3.4323,10.9578,0.8852,37.19,-459.011,52.673,1397.730201
415,0,16.3438,8.1376,9.6461,13.3601,14.4358,3.4395,10.9818,0.8913,37.15,-457.993,52.747,1683.605003
416,0,16.4505,7.8294,10.0638,13.3573,14.4684,3.4467,11.0062,0.8869,37.44,-460.905,52.679,1356.711436
417,0,17.4962,8.6229,9.7702,13.9032,14.5011,3.4537,11.0308,0.8903,37.54,-464.916,52.768,1418.502471
418,0,17.2049,8.3965,9.8729,13.7355,14.534,3.4605,11.0553,0.8813,37.48,-467.004,52.635,1320.451925
419,0,16.1106,8.5355,8.7274,13.6477,14.5665,3.4673,11.0795,0.8876,37.28,-466.864,52.721,1622.020313
420,0,15.4117,8.5855,8.058,13.5682,14.5992,3.4736,11.1038,0.8837,37.32,-466.593,52.591,1553.135062
421,0,15.8704,8.1603,9.0045,13.5056,14.6323,3.4799,11.128,0.8804,37.29,-469.067,52.548,1647.246389
422,0,16.3073,8.4552,8.8998,13.7522,14.6649,3.4868,11.1523,0.8814,37.27,-469.638,52.577,1611.366113
423,0,15.9771,8.6665,8.3511,13.7595,14.6973,3.4934,11.1765,0.88,37.3,-469.648,52.563,1447.710405
424,0,16.1638,8.2089,9.1394,13.6155,14.7295,3.5001,11.2007,0.876,37.27,-469.043,52.409,1282.878351
425,0,16.9757,8.3656,9.5263,13.8839,14.7617,3.5071,11.2252,0.8766,37.5,-469.996,52.412,1304.106299
426,0,16.4516,8.7583,8.5024,13.9909,14.7941,3.5139,11.2495,0.8794,37.36,-471.545,52.497,1633.502096
427,0,16.3377,8.9223,8.086,14.1294,14.8264,3.5202,11.2738,0.871,37.33,-472.134,52.363,1759.998587
428,0,16.3865,8.8657,8.2954,14.0254,14.8589,3.527,11.2985,0.8722,37.63,-474.644,52.372,1417.094203
429,0,16.3616,8.5168,8.8393,13.8055,14.8915,3.5339,11.3229,0.8762,37.48,-477.898,52.503,1689.793062
430,0,15.2756,8.5952,7.8885,13.5919,14.9239,3.5403,11.3473,0.8773,37.39,-477.928,52.512,1474.122352
431,0,14.8689,8.2184,8.1712,13.2793,14.9564,3.5469,11.3715,0.8759,37.3,-477.963,52.589,1657.924165
432,0,15.1123,8.4628,8.0284,13.4212,14.9884,3.5541,11.3959,0.8813,37.38,-478.414,52.653,1561.902541
433,0,15.8344,8.9572,7.896,13.7812,15.0209,3.5609,11.4203,0.881,37.43,-479.721,52.611,1545.799179
434,0,16.0479,9.0342,7.898,13.9157,15.0535,3.5673,11.4447,0.8735,37.45,-481.984,52.41,1302.746917
435,0,16.413,9.2124,7.8519,14.1487,15.0862,3.5742,11.4692,0.871,37.46,-483.731,52.359,1811.871503
436,0,15.6351,8.6962,7.9371,13.8018,15.119,3.5808,11.4936,0.8693,37.45,-486.083,52.322,1868.635011
437,0,15.8302,8.5429,8.3969,13.6905,15.1516,3.5876,11.5184,0.867,37.74,-487.624,52.183,1723.769353
438,0,15.8777,8.4029,8.6308,13.6441,15.1841,3.5945,11.5427,0.8705,37.39,-487.927,52.281,1536.633755
439,0,15.093,8.2384,8.2607,13.394,15.2169,3.6008,11.5671,0.8723,37.42,-489.123,52.302,1638.579618
440,0,15.7007,8.5088,8.329,13.663,15.2498,3.6069,11.5913,0.8707,37.25,-489.542,52.248,1824.036448
441,0,15.3836,8.415,8.1871,13.5816,15.2828,3.6132,11.6161,0.8761,37.7,-492.234,52.428,1549.272081
442,0,16.072,8.4533,8.5223,13.8965,15.3157,3.6197,11.6407,0.87,37.55,-494.211,52.267,1892.891983
443,0,15.2679,8.1109,8.4117,13.5453,15.3484,3.6259,11.6649,0.8666,37.26,-493.3,52.233,1765.172334
444,0,15.1604,7.8094,8.8756,13.2754,15.3813,3.6323,11.6894,0.8672,37.55,-494.247,52.207,1623.46039
445,0,15.0162,7.7946,8.6489,13.3727,15.414,3.6388,11.7139,0.868,37.48,-497.044,52.222,1722.5759
446,0,15.8511,7.7392,9.3823,13.5296,15.4469,3.6454,11.7383,0.8671,37.47,-498.077,52.194,1641.170263
447,0,15.6618,7.6342,9.3555,13.472,15.4794,3.6518,11.7627,0.8644,37.38,-497.487,52.144,2228.984891
448,0,15.3551,7.7346,8.9392,13.4813,15.5118,3.6581,11.7868,0.8633,37.23,-495.517,52.119,1710.592864
449,0,15.3179,7.3443,9.44,13.3336,15.5437,3.6651,11.811,0.865,37.23,-494.725,52.183,1874.635427
