rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
450,0,16.3788,7.5771,9.916,13.6857,15.5764,3.6718,11.8355,0.8713,37.51,-497.551,52.306,1943.140672
451,0,16.2506,7.7038,9.6147,13.7321,15.6088,3.6787,11.8598,0.8717,37.33,-501.065,52.235,2067.149687
452,0,15.5213,7.7703,8.9392,13.6118,15.6415,3.6856,11.8843,0.8679,37.52,-502.446,52.244,1655.179648
453,0,15.7682,8.2054,8.4059,13.9569,15.6745,3.6918,11.9089,0.8697,37.55,-506.014,52.267,1962.965895
454,0,15.3992,8.0163,8.28,13.9029,15.7067,3.6983,11.9334,0.8594,37.46,-504.282,52.084,2204.665347
455,0,15.0367,7.3267,8.7595,13.7506,15.739,3.7051,11.9579,0.861,37.51,-504.255,52.165,1780.726244
456,0,15.8771,7.6133,9.0067,14.0571,15.771,3.712,11.9821,0.8627,37.25,-503.083,52.188,1942.351042
457,0,15.1255,7.3172,8.8217,13.7866,15.8031,3.718,12.0063,0.8598,37.27,-502.621,52.114,1615.491976
458,0,16.092,7.3728,9.5856,13.9336,15.8345,3.7252,12.0303,0.8629,37.1,-501.103,52.139,2143.202767
459,0,16.4115,7.6583,9.4636,14.0896,15.8663,3.7323,12.0546,0.8571,37.35,-502.199,52.062,1578.042027
460,0,16.6822,7.5272,9.8676,14.0875,15.8981,3.7392,12.0787,0.859,37.17,-504.619,52.118,2284.259688
461,0,15.7717,7.6729,8.939,13.9598,15.9305,3.7463,12.1032,0.86,37.51,-508.787,52.191,1851.136919
462,0,15.1503,7.8074,8.3605,13.7824,15.9634,3.753,12.1279,0.8647,37.62,-514.185,52.221,2071.400518
463,0,16.1453,7.9624,8.8722,14.1107,15.9956,3.7598,12.1524,0.8661,37.58,-515.266,52.27,2069.847851
464,0,16.0627,7.9491,8.8135,14.1002,16.0281,3.7664,12.1769,0.8641,37.52,-515.655,52.273,1914.179044
465,0,15.9596,7.737,8.9832,14.0393,16.0615,3.7729,12.2017,0.8596,37.72,-520.631,52.175,1981.714364
466,0,16.0681,8.113,8.5627,14.1924,16.0944,3.779,12.2262,0.8628,37.47,-523.042,52.195,2193.799392
467,0,15.9916,7.6137,9.2264,13.9515,16.1269,3.7849,12.2505,0.8593,37.39,-519.016,52.111,2121.644201
468,0,16.0752,7.5195,9.556,13.7997,16.1595,3.7919,12.2752,0.8585,37.59,-520.027,52.101,2014.404878
469,0,14.9571,7.2769,9.0899,13.3903,16.1921,3.7989,12.2997,0.8596,37.53,-522.089,52.135,1950.46622
470,0,14.1023,7.0643,8.7507,13.0873,16.2247,3.8054,12.3239,0.8567,37.31,-522.388,52.036,2275.86486
471,0,13.9836,7.7455,7.7149,13.3232,16.2577,3.8116,12.3483,0.8615,37.38,-523.696,52.171,2350.739934
472,0,13.9311,8.0245,7.2112,13.4954,16.2903,3.8179,12.3726,0.8613,37.38,-525.469,52.122,1999.682159
473,0,13.5511,8.1516,6.7973,13.4022,16.3234,3.8237,12.3972,0.8632,37.54,-526.884,52.146,2142.829038
474,0,13.9616,8.4511,6.8224,13.4881,16.3564,3.8296,12.4216,0.8673,37.42,-528.417,52.227,1927.100024
475,0,14.6549,8.4124,7.3599,13.6826,16.389,3.8353,12.4459,0.8651,37.33,-527.49,52.234,2131.562335
476,0,14.2366,8.2842,7.232,13.5204,16.4218,3.8414,12.4704,0.8652,37.52,-528.605,52.229,2295.710646
477,0,15.1653,8.2586,8.0166,13.6901,16.4546,3.8472,12.4948,0.865,37.43,-530.795,52.212,2121.261739
478,0,15.2192,8.0504,8.4827,13.4861,16.4882,3.8528,12.5194,0.8654,37.57,-533.829,52.238,2535.311896
479,0,15.8184,8.3728,8.4791,13.7664,16.5209,3.859,12.544,0.865,37.6,-535.858,52.192,2523.443147
480,0,15.9531,7.9828,9.3509,13.4194,16.5534,3.8651,12.5685,0.8697,37.48,-533.674,52.282,2245.376849
481,0,15.0582,7.853,8.7193,13.2859,16.586,3.8715,12.593,0.8675,37.53,-534.078,52.355,2395.30668
482,0,16.033,7.9251,9.47,13.438,16.6189,3.8776,12.6174,0.8716,37.43,-536.199,52.373,2220.342831
483,0,15.0623,7.6799,8.962,13.2203,16.6516,3.8838,12.6418,0.8689,37.44,-537.546,52.326,2228.108712
484,0,15.0768,7.4475,9.3491,13.0802,16.6842,3.89,12.6663,0.8674,37.5,-538.007,52.328,2007.537345
485,0,14.8871,7.3948,9.2836,13.0087,16.7161,3.8965,12.6903,0.8627,37.16,-534.736,52.298,2067.394254
486,0,15.0118,7.7301,8.8687,13.213,16.7484,3.9026,12.7148,0.8638,37.51,-534.592,52.323,2262.297471
487,0,15.1238,8.0328,8.4753,13.4157,16.781,3.9088,12.7394,0.8695,37.55,-540.284,52.37,2575.905475
488,0,15.1861,8.3453,7.9732,13.6677,16.8137,3.9147,12.7637,0.8714,37.38,-542.068,52.343,2522.310305
489,0,15.918,8.5164,8.2912,13.9104,16.8466,3.9208,12.7886,0.8702,37.85,-544.607,52.356,1866.254567
490,0,15.5985,8.7836,7.6913,13.9236,16.8792,3.9269,12.8133,0.8692,37.62,-547.233,52.372,2478.842862
491,0,15.4236,8.4457,8.0486,13.7292,16.9123,3.9328,12.838,0.8732,37.71,-548.682,52.469,2202.336883
492,0,15.7717,8.5566,8.4044,13.6107,16.9453,3.9387,12.8626,0.8787,37.56,-549.728,52.591,2258.157778
493,0,14.985,8.2522,8.297,13.2359,16.9778,3.9447,12.8868,0.8773,37.28,-547.701,52.611,2290.29717
494,0,14.6535,8.0424,8.2632,13.1478,17.01,3.9511,12.9111,0.8764,37.27,-544.783,52.64,2248.695818
495,0,13.5904,8.2415,6.9153,13.2336,17.0429,3.9573,12.9356,0.8758,37.55,-548.058,52.561,1880.553099
496,0,14.8343,8.985,7.0962,13.5531,17.0753,3.9632,12.96,0.88,37.42,-550.586,52.54,2503.82084
497,0,14.5016,8.8506,7.1457,13.3053,17.1079,3.9691,12.9843,0.8795,37.28,-549.056,52.579,2605.054733
498,0,13.3276,8.4145,6.8307,12.8824,17.1406,3.9748,13.0084,0.8753,37.17,-550.618,52.527,2385.207361
499,0,13.9773,8.8781,6.6636,13.2356,17.1734,3.9807,13.0327,0.8756,37.41,-551.994,52.467,2650.352712
500,0,14.5891,9.2566,6.608,13.5244,17.2067,3.9857,13.0572,0.8811,37.45,-556.102,52.533,2254.705565
501,0,14.6225,8.9592,6.9356,13.5278,17.2396,3.9914,13.0816,0.8775,37.49,-558.019,52.481,2233.018572
502,0,15.0092,8.9699,7.2735,13.5657,17.2729,3.9971,13.1063,0.8813,37.67,-560.883,52.583,2096.695259
503,0,15.4847,9.1177,7.3798,13.7871,17.3058,4.003,13.1307,0.8829,37.42,-561.165,52.63,2590.22965
504,0,15.6327,8.7429,7.8487,13.8412,17.3387,4.0086,13.1551,0.8794,37.46,-560.649,52.488,2445.47911
505,0,15.4255,8.6117,7.851,13.7628,17.372,4.0139,13.1797,0.8754,37.5,-562.523,52.408,2667.977691
506,0,14.6232,8.3977,7.5698,13.4557,17.4056,4.0199,13.2046,0.8758,37.83,-568.363,52.422,2134.987288
507,0,14.3422,8.4485,7.3417,13.352,17.4391,4.0252,13.2292,0.876,37.65,-571.379,52.473,2179.663441
508,0,14.6085,8.8009,7.0812,13.5263,17.4728,4.0305,13.2538,0.887,37.61,-571.61,52.682,2659.862372
509,0,15.4283,9.023,7.5207,13.6847,17.5064,4.0365,13.2785,0.8926,37.64,-572.579,52.697,2663.749788
510,0,15.7858,9.479,7.1172,13.9896,17.54,4.0418,13.3032,0.8911,37.68,-574.373,52.572,2349.723696
511,0,15.2856,9.4308,6.8364,13.8184,17.5735,4.0472,13.3279,0.8919,37.69,-574.732,52.558,2587.833962
512,0,15.3141,9.6108,6.641,13.8623,17.6073,4.0521,13.3525,0.8926,37.59,-576.088,52.633,2133.25082
513,0,15.6556,9.8121,6.6116,14.0318,17.6418,4.0572,13.3774,0.8945,37.84,-581.73,52.603,2127.375929
514,0,15.9051,9.6037,7.014,14.0874,17.6755,4.063,13.4022,0.8918,37.74,-583.603,52.563,2243.503445
515,0,16.0067,9.6158,6.9483,14.2427,17.7094,4.0682,13.4271,0.8861,37.84,-582.365,52.496,2483.115861
516,0,15.5653,9.4811,6.8059,14.0783,17.7431,4.0738,13.4519,0.8877,37.84,-583.553,52.577,2415.34775
517,0,15.9738,9.6799,6.7356,14.3582,17.7768,4.0795,13.4769,0.8865,37.9,-585.179,52.548,2751.779008
518,0,16.0409,9.6583,6.8781,14.3044,17.8108,4.0849,13.5017,0.8879,37.79,-587.281,52.594,2908.932561
519,0,16.0411,9.5591,6.9541,14.3278,17.8443,4.0909,13.5266,0.8853,37.81,-587.281,52.543,2518.634248
520,0,15.7368,9.5116,6.8161,14.2091,17.8774,4.097,13.5513,0.8806,37.73,-585.278,52.51,2603.589895
521,0,16.0881,9.8264,6.5801,14.4816,17.9113,4.1024,13.5762,0.8817,37.83,-586.148,52.526,3053.799978
522,0,16.0247,9.8212,6.4075,14.5035,17.9452,4.1076,13.6011,0.881,37.85,-589.924,52.495,2946.655808
523,0,16.1425,9.977,6.4004,14.4655,17.9787,4.1131,13.6259,0.8842,37.75,-590.88,52.534,2464.993274
524,0,15.3481,9.5959,6.2606,14.0522,18.0131,4.1181,13.6509,0.8859,37.9,-593.219,52.616,2669.113619
525,0,14.9681,9.2492,6.2606,14.0189,18.047,4.1234,13.6756,0.8852,37.71,-595.401,52.591,3089.651597
526,0,15.4182,9.4605,6.3629,14.2577,18.0803,4.129,13.7,0.8869,37.46,-590.868,52.557,2764.447946
527,0,14.6323,9.077,6.2914,13.8553,18.1139,4.1344,13.7249,0.8841,37.82,-591.285,52.575,2558.913301
528,0,15.6439,9.6841,6.2566,14.2598,18.1474,4.14,13.7496,0.8889,37.74,-594.317,52.633,3149.086569
529,0,15.4501,9.5271,6.5713,14.1517,18.1812,4.1454,13.7745,0.8889,37.78,-595.867,52.605,2790.564538
530,0,16.2935,9.7436,6.8349,14.515,18.215,4.1513,13.7993,0.8862,37.83,-600.307,52.585,2957.511389
531,0,16.4332,9.8236,6.9393,14.4703,18.2487,4.1568,13.8242,0.8844,37.82,-600.141,52.576,3289.36891
532,0,15.5118,9.1246,7.1605,14.0267,18.282,4.1631,13.849,0.8817,37.77,-599.592,52.486,2147.710101
533,0,15.5725,9.129,7.3158,13.9277,18.315,4.1688,13.8737,0.8825,37.63,-599.093,52.543,2863.214232
534,0,15.8523,9.0962,7.6466,13.9095,18.3483,4.1746,13.8982,0.8806,37.56,-597.872,52.503,2823.29584
535,0,16.4593,9.4764,7.7454,14.0375,18.3815,4.1805,13.9229,0.8785,37.66,-599.254,52.514,2241.056317
536,0,15.8077,9.5461,7.1836,13.878,18.4152,4.1863,13.9479,0.8838,37.91,-604.009,52.512,2648.198248
537,0,16.0646,9.3005,7.7135,13.8506,18.4487,4.1925,13.9726,0.8829,37.74,-606.005,52.568,3102.504877
538,0,16.7403,9.612,7.6633,14.265,18.4819,4.1985,13.9973,0.8844,37.62,-604.401,52.605,3118.122408
539,0,16.1113,9.6484,7.212,14.0509,18.5146,4.2049,14.0217,0.8876,37.44,-602.251,52.609,2583.859277
540,0,16.3253,9.7853,7.0832,14.2568,18.5479,4.2107,14.0464,0.8863,37.71,-603.001,52.563,2807.687653
541,0,16.2132,9.8191,6.9087,14.2855,18.5814,4.2167,14.0712,0.8837,37.75,-608.309,52.492,3036.790247
542,0,15.5711,9.3192,7.0908,13.9611,18.6147,4.2228,14.096,0.8874,37.72,-610.252,52.588,2514.413287
543,0,15.7053,9.2507,7.3221,13.9325,18.6476,4.2295,14.1206,0.8827,37.59,-609.404,52.462,3069.521942
544,0,17.586,9.2404,9.0993,14.0462,18.681,4.2357,14.1454,0.8895,37.78,-610.612,52.654,2846.332922
545,0,17.0794,9.4887,8.2243,14.1665,18.7149,4.2417,14.1704,0.8862,37.99,-617.064,52.667,2979.269788
546,0,17.5228,9.783,8.1617,14.3781,18.7486,4.2477,14.1953,0.8844,37.8,-619.618,52.626,2947.723997
547,0,17.5053,9.2058,8.9983,14.1012,18.7821,4.2535,14.2201,0.8848,37.78,-617.981,52.628,3092.656197
548,0,18.3626,9.2289,9.6702,14.2636,18.8156,4.2597,14.245,0.8837,37.85,-618.059,52.615,3279.009956
549,0,17.7481,9.7231,8.4259,14.3991,18.8489,4.266,14.2699,0.8875,37.83,-619.819,52.705,2855.294191
550,0,16.1295,10.2782,6.1149,14.1513,18.8825,4.2716,14.2948,0.8853,37.88,-620.312,52.578,3297.951284
551,0,15.8777,9.5097,7.2664,13.9016,18.9154,4.2776,14.3193,0.8833,37.51,-618.574,52.62,3120.963463
552,0,16.9093,9.6606,7.7593,14.2894,18.9492,4.2833,14.3443,0.8814,37.96,-620.859,52.562,2721.63068
553,0,16.3024,10.1771,6.4301,14.4254,18.9827,4.2889,14.3691,0.8807,37.8,-625.183,52.592,3057.988332
554,0,17.0346,10.7232,5.7706,14.6114,19.0167,4.2938,14.3941,0.8836,37.9,-625.828,52.605,2837.129226
555,0,16.989,10.64,5.8237,14.649,19.05,4.2993,14.4189,0.8799,37.79,-626.29,52.431,3164.412599
556,0,17.0749,10.7122,5.5778,14.6627,19.0834,4.305,14.4438,0.8838,37.81,-625.808,52.529,2682.274863
557,0,16.8839,10.5757,5.9811,14.6082,19.1169,4.311,14.4686,0.883,37.74,-628.03,52.563,3017.690061
558,0,16.971,10.6813,5.6198,14.5897,19.1505,4.3168,14.4935,0.8872,37.86,-629.347,52.628,3382.115516
559,0,17.2521,10.8124,5.7283,14.7397,19.1836,4.3235,14.5185,0.8829,37.96,-631.155,52.53,3203.510692
560,0,17.5256,11.0366,5.5109,14.789,19.2171,4.3297,14.5435,0.8813,37.91,-632.467,52.512,3218.155347
561,0,18.0494,11.3085,5.4835,15.0409,19.2508,4.335,14.5682,0.8804,37.74,-633.97,52.522,3524.167759
562,0,17.8619,11.2939,5.3344,14.868,19.2842,4.3411,14.5931,0.879,37.83,-633.374,52.497,3029.770784
563,0,16.961,10.5154,6.6618,14.5839,19.3172,4.3471,14.6179,0.8811,37.71,-632.04,52.462,3395.159771
564,0,17.0863,10.0414,7.451,14.3939,19.3506,4.3529,14.6426,0.8771,37.69,-633.769,52.322,3033.722393
565,0,17.988,10.5174,7.4797,14.791,19.3835,4.3591,14.6672,0.8819,37.64,-633.961,52.458,2936.819659
566,0,18.1894,10.8609,7.0796,15.0489,19.417,4.3647,14.6921,0.8793,37.81,-635.887,52.408,3070.211609
567,0,18.4106,11.2785,6.4448,15.4321,19.4501,4.3713,14.7171,0.882,37.93,-638.738,52.454,3315.850446
568,0,18.1653,11.159,6.029,15.3063,19.4838,4.3769,14.742,0.8868,37.89,-641.065,52.549,3177.551907
569,0,18.4472,11.2999,6.3474,15.4473,19.517,4.3832,14.7671,0.8856,37.99,-642.879,52.524,3052.136956
570,0,18.0007,10.6666,6.9955,15.1387,19.5499,4.3894,14.7923,0.8814,38.05,-641.571,52.447,3633.135318
571,0,17.3697,10.4155,6.9314,14.8228,19.5838,4.3951,14.8173,0.8819,37.99,-645.064,52.502,3660.82544
572,0,17.4738,10.8446,6.1057,14.9292,19.6173,4.4007,14.8422,0.8873,37.84,-646.978,52.553,3996.107548
573,0,16.6894,10.3519,6.5293,14.6082,19.6508,4.4067,14.8673,0.8817,37.97,-646.372,52.499,3406.038993
574,0,16.2581,10.1583,6.2903,14.3998,19.6834,4.4128,14.8921,0.8797,37.78,-644.231,52.45,3740.151717
575,0,15.5822,9.8164,5.9856,14.0658,19.7169,4.4183,14.917,0.8804,37.85,-644.458,52.46,3538.841136
576,0,15.9362,10.0419,6.3594,14.1943,19.7503,4.4236,14.9418,0.8889,37.75,-647.688,52.565,3524.888991
577,0,16.3999,10.3314,5.7065,14.3685,19.7833,4.4293,14.9665,0.8786,37.73,-646.874,52.407,3313.655824
578,0,16.7243,10.596,5.4216,14.4282,19.8168,4.4348,14.9913,0.8762,37.77,-648.394,52.383,3678.815073
579,0,17.0488,10.8305,5.2705,14.5182,19.8503,4.4402,15.0161,0.8826,37.74,-652.08,52.552,3411.054039
580,0,16.854,10.7216,5.6735,14.4324,19.8838,4.4457,15.0407,0.8805,37.63,-652.106,52.52,3311.183487
581,0,16.5938,10.5212,5.7053,14.3726,19.9178,4.4513,15.0656,0.881,37.77,-656.866,52.544,3126.115446
582,0,17.5314,11.0102,5.4223,14.8212,19.9518,4.4566,15.0905,0.8822,37.89,-660.387,52.53,3552.971571
583,0,16.4218,10.4132,5.5468,14.3086,19.9853,4.4626,15.1153,0.8784,37.73,-658.895,52.374,3563.198271
584,0,16.2619,10.3085,5.5468,14.2534,20.0188,4.468,15.14,0.8756,37.73,-657.804,52.346,3460.576532
585,0,16.783,10.6187,5.4207,14.4643,20.052,4.474,15.1648,0.8783,37.77,-658.376,52.422,3301.124462
586,0,16.8935,10.5963,5.3466,14.5972,20.0854,4.4792,15.1897,0.8811,37.8,-659.419,52.385,3680.972705
587,0,17.4944,11.0037,5.153,14.7907,20.1193,4.4847,15.2147,0.8853,37.98,-663.447,52.447,4259.35865
588,0,17.1384,10.8116,5.4183,14.6268,20.1525,4.4903,15.2396,0.8858,37.8,-663.729,52.426,3846.886069
589,0,16.7926,10.628,5.0233,14.4646,20.1859,4.4962,15.2644,0.8779,37.78,-662.031,52.304,3719.631395
590,0,16.5777,10.4478,5.0929,14.4299,20.2191,4.5018,15.289,0.8837,37.58,-662.32,52.415,3415.586842
591,0,16.7137,10.4705,5.7687,14.5432,20.252,4.5076,15.3137,0.8875,37.73,-661.296,52.447,3415.242385
592,0,16.8303,10.6308,5.6453,14.4995,20.2859,4.5133,15.3387,0.8831,37.91,-666.598,52.331,2743.249939
593,0,16.6458,10.5703,5.2413,14.3756,20.3191,4.519,15.3634,0.8856,37.71,-669.484,52.43,3084.620363
594,0,16.6354,10.4954,5.3201,14.44,20.3527,4.525,15.3882,0.8809,37.73,-668.859,52.338,3686.830322
595,0,16.1005,10.2778,4.9245,14.1227,20.3859,4.5309,15.4129,0.8804,37.71,-669.451,52.383,3537.566816
596,0,16.3228,10.2754,5.3528,14.3475,20.4193,4.5366,15.4377,0.8806,37.75,-669.693,52.363,3835.581624
597,0,15.9233,10.1444,4.9955,14.0789,20.4522,4.5425,15.4623,0.8829,37.6,-668.748,52.399,3493.823881
598,0,16.1808,10.1944,5.4881,14.2864,20.4851,4.5484,15.4869,0.8825,37.56,-666.745,52.362,3758.104667
599,0,15.1004,9.8007,4.8385,13.5997,20.5181,4.5542,15.5115,0.8802,37.62,-668.244,52.367,3463.096341
600,0,16.127,10.3307,4.826,14.0963,20.5513,4.5603,15.5362,0.8815,37.68,-671.114,52.287,3487.42928
601,0,15.7972,10.0834,5.0992,14.0139,20.5839,4.5665,15.5608,0.8833,37.62,-670.838,52.361,4260.268298
602,0,15.5185,9.8611,5.118,13.9574,20.6171,4.5724,15.5855,0.8787,37.67,-673.497,52.306,3833.578484
603,0,14.8766,9.4848,5.0101,13.6918,20.6492,4.5786,15.6098,0.8783,37.27,-669.278,52.304,4004.920878
604,0,14.5864,9.4033,4.7657,13.4832,20.682,4.5844,15.6341,0.8759,37.35,-667.649,52.312,4066.682689
605,0,14.3129,9.1297,5.7284,13.4832,20.7151,4.5899,15.6585,0.8832,37.42,-672.351,52.354,4200.07076
606,0,14.219,8.9191,5.8001,13.5999,20.7479,4.596,15.683,0.8807,37.54,-675.151,52.256,3817.672183
607,0,14.7439,9.1335,6.0734,13.9104,20.7805,4.602,15.7075,0.8801,37.51,-673.993,52.305,4313.672437
608,0,14.2231,8.8539,6.1717,13.6692,20.8133,4.6081,15.7319,0.8841,37.35,-675.221,52.369,4109.552607
609,0,14.3436,8.9149,6.1096,13.7286,20.8461,4.6138,15.7564,0.8853,37.54,-677.661,52.392,4152.931834
610,0,13.5725,8.5596,6.4554,13.3129,20.8789,4.6199,15.7809,0.8863,37.51,-678.861,52.425,3874.080072
611,0,13.5409,8.5026,6.5191,13.3192,20.9118,4.6258,15.8054,0.8846,37.53,-679.771,52.443,4038.837587
612,0,14.1233,8.8148,5.8182,13.6085,20.9445,4.6313,15.8298,0.8855,37.47,-681.167,52.385,3689.734562
613,0,13.9643,8.7971,5.8157,13.4671,20.9776,4.6368,15.8544,0.886,37.6,-682.411,52.43,4524.891143
614,0,13.9716,8.7803,6.2294,13.4913,21.0106,4.6426,15.8792,0.8793,37.69,-685.04,52.362,3772.450788
615,0,14.4378,9.0981,6.201,13.6397,21.0435,4.6483,15.9039,0.8855,37.74,-687.345,52.409,3421.233437
616,0,13.6077,8.577,6.264,13.3307,21.0764,4.6542,15.9287,0.8774,37.77,-688.098,52.308,4131.301105
617,0,13.9784,8.8978,5.4688,13.3806,21.1091,4.6599,15.9534,0.8806,37.63,-687.584,52.341,3803.298756
618,0,13.5594,8.6757,5.599,13.1837,21.1421,4.6658,15.9778,0.8813,37.44,-687.533,52.393,4078.076937
619,0,14.1493,9.0783,5.3924,13.371,21.1748,4.6717,16.0024,0.882,37.58,-687.765,52.451,4330.164214
620,0,13.845,8.7941,5.9159,13.3509,21.2075,4.6773,16.027,0.8761,37.56,-689.842,52.36,3882.641553
621,0,14.6063,9.1862,6.1765,13.7201,21.2399,4.6834,16.0515,0.8827,37.53,-688.54,52.441,3799.98491
622,0,13.7927,8.7295,6.1436,13.3632,21.2729,4.6893,16.0762,0.8813,37.68,-691.81,52.432,4080.542035
623,0,14.2112,8.7132,6.8042,13.4938,21.3057,4.6947,16.1007,0.881,37.51,-692.856,52.394,4467.226379
624,0,14.4673,9.0952,6.3971,13.6721,21.3384,4.7004,16.1251,0.8852,37.48,-692.224,52.463,4305.110337
625,0,14.3518,8.9693,5.991,13.6826,21.3713,4.7067,16.1497,0.8853,37.57,-695.219,52.449,3660.989314
626,0,14.5181,9.0154,5.6849,13.8026,21.4039,4.7124,16.1742,0.884,37.53,-695.599,52.409,4129.868523
627,0,15.0402,9.2593,5.681,14.0809,21.4366,4.7181,16.1989,0.8871,37.66,-695.894,52.48,4259.186741
628,0,14.8734,9.1418,6.2035,14.0316,21.47,4.7235,16.2238,0.8823,37.81,-701.228,52.409,4324.222762
629,0,14.8401,9.3124,5.8451,13.8277,21.5033,4.7293,16.2484,0.8808,37.59,-705.766,52.407,4289.315773
630,0,14.6291,9.0783,6.4308,13.8508,21.5361,4.7352,16.2728,0.8796,37.45,-703.242,52.381,4674.994771
631,0,14.0349,8.7951,6.298,13.5398,21.5687,4.7416,16.2972,0.8765,37.42,-700.291,52.258,3981.437859
632,0,13.8649,8.6898,6.2226,13.4751,21.601,4.7476,16.3216,0.8774,37.41,-699.486,52.298,4136.589318
633,0,14.3581,8.738,6.7444,13.6757,21.6335,4.7537,16.3462,0.8821,37.63,-700.304,52.322,3237.674544
634,0,14.5027,8.9582,6.5241,13.8205,21.666,4.7601,16.3708,0.8756,37.58,-704.169,52.278,4153.074868
635,0,15.0305,8.8817,7.062,13.8868,21.6984,4.7665,16.3954,0.8755,37.6,-704.041,52.307,4293.239377
636,0,14.9056,8.8701,6.9506,13.8849,21.7312,4.7727,16.4201,0.8749,37.71,-706.321,52.263,4343.805092
637,0,14.2983,8.7438,6.6928,13.6618,21.7638,4.7787,16.4444,0.8791,37.35,-707.648,52.306,3566.245122
638,0,14.3446,8.826,6.5547,13.764,21.796,4.7845,16.4687,0.8725,37.33,-703.402,52.193,4973.27937
639,0,13.9805,8.6672,6.3254,13.6133,21.8277,4.791,16.4929,0.8744,37.23,-701.006,52.207,4428.733131
640,0,12.6915,7.9936,6.2809,12.9979,21.86,4.7972,16.5173,0.8779,37.38,-702.251,52.276,3721.158345
641,0,13.055,8.0126,6.7402,13.1022,21.8923,4.8031,16.5418,0.8754,37.53,-707.891,52.224,4218.309521
642,0,12.8873,7.5913,7.2471,12.849,21.9244,4.81,16.5661,0.8703,37.35,-708.358,52.198,5033.209169
643,0,13.4766,7.4527,7.8687,12.9553,21.9567,4.8164,16.5905,0.8695,37.39,-708.825,52.219,4330.303609
644,0,12.7194,7.3462,7.4634,12.7098,21.9888,4.8226,16.6145,0.8728,37.13,-706.758,52.227,4664.708302
645,0,13.1196,7.2184,7.9944,12.7069,22.0206,4.8294,16.6388,0.8698,37.33,-706.29,52.188,4022.025518
646,0,13.1527,7.1536,8.0465,12.7527,22.0525,4.8357,16.663,0.8671,37.24,-707.634,52.147,4368.273753
647,0,13.9142,7.4654,8.3187,12.9301,22.0847,4.8419,16.6871,0.8667,37.17,-709.214,52.13,4340.921359
648,0,13.8713,7.3224,8.5158,12.8332,22.1164,4.8483,16.7113,0.8672,37.26,-709.714,52.134,4735.763839
649,0,13.118,7.4942,7.6929,12.7309,22.1484,4.8546,16.7354,0.8662,37.17,-710.38,52.137,4360.640622
650,0,13.82,7.9565,7.7573,12.9062,22.1811,4.8608,16.7599,0.8653,37.46,-716.415,52.183,3799.438917
651,0,13.9856,7.8973,7.9502,12.9381,22.2135,4.8667,16.7841,0.867,37.32,-720.361,52.191,4974.791439
652,0,13.5143,7.7663,7.7031,12.845,22.2459,4.8723,16.8083,0.8674,37.22,-717.622,52.248,4493.853879
653,0,13.6415,7.8498,7.7636,12.8281,22.2781,4.8787,16.8328,0.8698,37.57,-719.981,52.26,4186.268644
654,0,13.7879,7.9191,7.7847,12.884,22.3104,4.885,16.8572,0.8728,37.38,-721.803,52.281,4308.154083
655,0,13.33,7.6478,7.7199,12.7623,22.3427,4.8908,16.8813,0.8745,37.15,-720.561,52.323,4353.529525
656,0,12.9682,7.4637,7.7159,12.5886,22.3749,4.8972,16.9055,0.8761,37.32,-720.407,52.343,4342.349736
657,0,13.6413,7.8698,7.6342,12.9374,22.4072,4.9032,16.9298,0.8773,37.29,-723.58,52.425,4413.761005
658,0,13.233,7.4249,7.8659,12.7422,22.4398,4.9093,16.9542,0.8745,37.39,-725.542,52.419,4496.121416
659,0,12.8987,7.4284,7.6701,12.6003,22.4723,4.9153,16.9786,0.8752,37.45,-729.342,52.375,5095.330403
660,0,12.8428,7.3626,7.7768,12.5034,22.5043,4.9215,17.0027,0.8712,37.19,-725.583,52.241,4684.067859
661,0,11.8049,7.0159,7.5791,12.0099,22.5361,4.9278,17.0267,0.8703,37.06,-722.387,52.221,3941.145643
662,0,12.4588,7.2892,7.7294,12.2402,22.5679,4.9338,17.0508,0.8702,37.14,-721.199,52.236,4278.307058
663,0,12.9439,7.822,7.4818,12.4402,22.6,4.94,17.0749,0.875,37.21,-724.642,52.437,4456.588658
664,0,13.4003,7.7381,8.0938,12.3684,22.6317,4.9466,17.0989,0.8756,37.04,-725.662,52.476,4566.783647
665,0,13.1149,7.921,7.5923,12.4015,22.6645,4.9527,17.1234,0.8744,37.52,-731.145,52.377,4396.996427
666,0,13.2795,7.6054,8.0875,12.3867,22.6965,4.9592,17.1477,0.8737,37.39,-735.283,52.383,4963.63233
667,0,13.3406,8.1116,7.4422,12.5868,22.7288,4.9658,17.1719,0.8793,37.26,-733.659,52.469,4613.177833
668,0,13.0784,8.1864,7.175,12.5171,22.7609,4.9722,17.1961,0.8799,37.25,-733.54,52.528,4684.459983
669,0,12.3079,8.24,6.5702,12.2978,22.793,4.9787,17.2203,0.8849,37.27,-734.466,52.593,4678.324655
670,0,12.5838,8.0572,6.9709,12.3557,22.8252,4.9854,17.2446,0.882,37.27,-736.68,52.552,4937.672535
671,0,11.8178,7.9152,6.382,12.2026,22.8577,4.9914,17.2687,0.8812,37.16,-739.243,52.479,5277.5736
672,0,11.9854,7.9891,6.0704,12.2963,22.8904,4.9972,17.2931,0.8827,37.46,-741.017,52.53,4918.522129
