rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db
629,0,0.8186,1.1186,3.7948,7.5869,3.2108,0.0,1.3715,0.8615,16.44,13.543,52.329
630,0,0.8133,1.1133,3.7948,7.584,3.2133,0.0,1.371,0.859,16.37,13.608,52.288
631,0,0.8443,1.1443,3.7948,7.6104,3.2158,0.0,1.3704,0.8602,16.41,13.915,52.3
632,0,0.8449,1.1449,3.7948,7.5941,3.2176,0.0,1.3698,0.8614,16.31,14.415,52.33
633,0,0.7713,1.0713,3.7948,7.5968,3.2198,0.0,1.3692,0.8608,16.42,14.58,52.327
634,0,0.7542,1.0542,3.7948,7.5883,3.2222,0.0,1.3687,0.8608,16.39,14.387,52.321
635,0,0.7563,1.0563,3.7948,7.5845,3.2242,0.0,1.3681,0.8588,16.38,14.598,52.264
636,0,0.8019,1.1019,3.7948,7.5885,3.2267,0.0,1.3675,0.8578,16.38,14.246,52.241
637,0,0.8265,1.1265,3.7948,7.6058,3.2289,0.0,1.3669,0.86,16.36,14.188,52.267
638,0,0.8108,1.1108,3.7948,7.5941,3.2308,0.0,1.3662,0.8582,16.27,15.034,52.251
639,0,0.8194,1.1194,3.7948,7.5912,3.2328,0.0,1.3656,0.8582,16.35,14.782,52.251
640,0,0.8262,1.1262,3.7948,7.5856,3.235,0.0,1.3649,0.8601,16.3,14.448,52.293
641,0,0.8353,1.1353,3.7948,7.5984,3.2374,0.0,1.3644,0.8577,16.4,14.272,52.255
642,0,0.826,1.126,3.7948,7.5891,3.2395,0.0,1.3637,0.8582,16.33,14.52,52.238
643,0,0.8137,1.1137,3.7948,7.5883,3.2418,0.0,1.3631,0.8588,16.37,14.658,52.249
644,0,0.7573,1.0573,3.7948,7.5589,3.2438,0.0,1.3625,0.8587,16.31,14.845,52.244
645,0,0.7789,1.0789,3.7948,7.5655,3.246,0.0,1.3618,0.8585,16.36,14.759,52.242
646,0,0.7823,1.0823,3.7948,7.5714,3.2483,0.0,1.3613,0.8586,16.37,14.334,52.287
647,0,0.7926,1.0926,3.7948,7.5792,3.2505,0.0,1.3606,0.8573,16.35,14.41,52.249
648,0,0.7832,1.0832,3.7948,7.5736,3.2527,0.0,1.36,0.8572,16.3,14.296,52.222
649,0,0.7493,1.0493,3.7948,7.5717,3.2546,0.0,1.3593,0.8585,16.27,14.483,52.234
650,0,0.7625,1.0625,3.7948,7.5706,3.2572,0.0,1.3587,0.8596,16.41,14.271,52.256
651,0,0.6857,0.9857,3.7948,7.5453,3.2592,0.0,1.3581,0.8571,16.33,14.097,52.225
652,0,0.7243,1.0243,3.7948,7.5562,3.2608,0.0,1.3573,0.8575,16.23,14.91,52.233
653,0,0.7456,1.0456,3.7948,7.5549,3.2633,0.0,1.3568,0.8575,16.42,14.662,52.234
654,0,0.7441,1.0441,3.7948,7.5623,3.2657,0.0,1.3562,0.8581,16.39,14.041,52.252
655,0,0.7298,1.0298,3.7948,7.5532,3.2676,0.0,1.3555,0.8588,16.28,14.396,52.281
656,0,0.7888,1.0888,3.7948,7.5726,3.2698,0.0,1.3549,0.8591,16.38,14.71,52.292
657,0,0.7783,1.0783,3.7948,7.5714,3.2719,0.0,1.3543,0.8591,16.33,14.575,52.289
658,0,0.7565,1.0565,3.7948,7.5655,3.2742,0.0,1.3537,0.8591,16.34,14.57,52.278
659,0,0.7427,1.0427,3.7948,7.5526,3.2766,0.0,1.353,0.8561,16.33,14.228,52.219
660,0,0.7496,1.0496,3.7948,7.5555,3.2785,0.0,1.3524,0.8582,16.29,14.257,52.249
661,0,0.772,1.072,3.7948,7.574,3.2808,0.0,1.3518,0.858,16.37,14.548,52.242
662,0,0.7858,1.0858,3.7948,7.5754,3.2828,0.0,1.3511,0.8598,16.3,14.732,52.303
663,0,0.7981,1.0981,3.7948,7.5688,3.2852,0.0,1.3504,0.8596,16.33,14.55,52.29
664,0,0.7645,1.0645,3.7948,7.5591,3.2872,0.0,1.3498,0.8584,16.28,14.652,52.276
665,0,0.809,1.109,3.7948,7.574,3.2896,0.0,1.3492,0.8583,16.4,14.523,52.263
666,0,0.7551,1.0551,3.7948,7.5474,3.2919,0.0,1.3485,0.8582,16.34,14.321,52.274
667,0,0.824,1.124,3.7948,7.5696,3.2941,0.0,1.3479,0.8593,16.35,14.602,52.315
668,0,0.866,1.166,3.7948,7.58,3.2964,0.0,1.3473,0.8591,16.34,14.542,52.296
669,0,0.7956,1.0956,3.7948,7.5802,3.2987,0.0,1.3467,0.8579,16.38,14.559,52.261
670,0,0.7806,1.0806,3.7948,7.5574,3.3009,0.0,1.3461,0.8592,16.35,14.586,52.306
671,0,0.7607,1.0607,3.7948,7.5603,3.3033,0.0,1.3455,0.8577,16.39,14.231,52.257
672,0,0.738,1.038,3.7948,7.559,3.3055,0.0,1.3449,0.8567,16.37,14.543,52.254
673,0,0.6958,0.9958,3.7948,7.5408,3.3077,0.0,1.3443,0.8562,16.32,14.949,52.245
674,0,0.776,1.076,3.7948,7.5677,3.3102,0.0,1.3437,0.8562,16.38,14.36,52.245
675,0,0.7463,1.0463,3.7948,7.5626,3.3128,0.0,1.3431,0.8572,16.38,13.905,52.274
676,0,0.7253,1.0253,3.7948,7.5528,3.3152,0.0,1.3426,0.8571,16.43,14.299,52.274
677,0,0.7602,1.0602,3.7948,7.5612,3.3175,0.0,1.3421,0.8586,16.4,14.436,52.288
678,0,0.8341,1.1341,3.7948,7.5834,3.32,0.0,1.3416,0.8604,16.45,14.471,52.315
679,0,0.7742,1.0742,3.7948,7.5609,3.3225,0.0,1.341,0.8586,16.4,14.212,52.288
680,0,0.7388,1.0388,3.7948,7.5564,3.325,0.0,1.3404,0.8583,16.37,13.836,52.277
681,0,0.6897,0.9897,3.7948,7.5449,3.327,0.0,1.3397,0.8572,16.27,14.313,52.275
682,0,0.7177,1.0177,3.7948,7.5579,3.3296,0.0,1.3391,0.8577,16.42,14.379,52.276
683,0,0.6982,0.9982,3.7948,7.5477,3.3318,0.0,1.3385,0.8585,16.34,14.342,52.286
684,0,0.7163,1.0163,3.7948,7.5529,3.334,0.0,1.3379,0.8581,16.3,14.519,52.278
685,0,0.7275,1.0275,3.7948,7.5503,3.3363,0.0,1.3372,0.8546,16.3,14.22,52.224
686,0,0.7286,1.0286,3.7948,7.5493,3.3383,0.0,1.3365,0.8546,16.27,14.54,52.224
687,0,0.6859,0.9859,3.7948,7.5353,3.3402,0.0,1.3357,0.8563,16.25,14.877,52.25
688,0,0.7032,1.0032,3.7948,7.5341,3.3426,0.0,1.3351,0.8565,16.36,14.661,52.253
689,0,0.7679,1.0679,3.7948,7.5522,3.3452,0.0,1.3346,0.8572,16.4,14.003,52.25
690,0,0.8036,1.1036,3.7948,7.5667,3.3478,0.0,1.334,0.857,16.37,13.894,52.258
691,0,0.7635,1.0635,3.7948,7.5579,3.3497,0.0,1.3332,0.8598,16.22,14.422,52.291
692,0,0.783,1.083,3.7948,7.5744,3.3515,0.0,1.3324,0.8619,16.21,15.183,52.313
693,0,0.7538,1.0538,3.7948,7.5598,3.3536,0.0,1.3317,0.858,16.22,14.967,52.251
694,0,0.773,1.073,3.7948,7.5682,3.3555,0.0,1.3309,0.8624,16.23,14.683,52.31
695,0,0.7214,1.0214,3.7948,7.5462,3.3575,0.0,1.3302,0.8575,16.25,15.027,52.242
696,0,0.7404,1.0404,3.7948,7.5541,3.3596,0.0,1.3295,0.8573,16.27,15.112,52.24
697,0,0.6743,0.9743,3.7948,7.5274,3.3619,0.0,1.3288,0.8571,16.29,14.764,52.233
698,0,0.6899,0.9899,3.7948,7.5271,3.364,0.0,1.3281,0.8571,16.28,14.846,52.235
699,0,0.699,0.999,3.7948,7.5228,3.366,0.0,1.3274,0.8576,16.27,15.175,52.238
700,0,0.7418,1.0418,3.7948,7.527,3.3682,0.0,1.3267,0.8581,16.26,14.889,52.248
701,0,0.8265,1.1265,3.7948,7.5523,3.3703,0.0,1.3259,0.8591,16.25,14.855,52.276
702,0,0.8037,1.1037,3.7948,7.5665,3.372,0.0,1.3252,0.8596,16.2,15.069,52.278
703,0,0.7709,1.0709,3.7948,7.5626,3.3741,0.0,1.3244,0.8587,16.26,14.961,52.277
704,0,0.6984,0.9984,3.7948,7.5467,3.3764,0.0,1.3238,0.8586,16.3,14.643,52.274
705,0,0.808,1.108,3.7948,7.569,3.3783,0.0,1.323,0.8568,16.22,14.73,52.248
706,0,0.7269,1.0269,3.7948,7.5496,3.3804,0.0,1.3223,0.8581,16.29,14.797,52.265
707,0,0.8109,1.1109,3.7948,7.575,3.382,0.0,1.3215,0.8579,16.17,15.21,52.26
708,0,0.7703,1.0703,3.7948,7.5596,3.3841,0.0,1.3208,0.8586,16.31,15.345,52.271
709,0,0.7884,1.0884,3.7948,7.5769,3.3858,0.0,1.32,0.8577,16.2,15.394,52.234
710,0,0.7611,1.0611,3.7948,7.5733,3.3877,0.0,1.3193,0.8577,16.25,15.27,52.252
711,0,0.6897,0.9897,3.7948,7.5506,3.3894,0.0,1.3185,0.8578,16.15,15.219,52.266
712,0,0.7386,1.0386,3.7948,7.5552,3.3917,0.0,1.3178,0.8567,16.31,14.839,52.244
713,0,0.7387,1.0387,3.7948,7.57,3.3936,0.0,1.317,0.8558,16.23,14.983,52.227
714,0,0.7439,1.0439,3.7948,7.559,3.3958,0.0,1.3164,0.8555,16.3,15.067,52.226
715,0,0.7418,1.0418,3.7948,7.5573,3.398,0.0,1.3157,0.8555,16.28,14.84,52.23
716,0,0.726,1.026,3.7948,7.558,3.4004,0.0,1.315,0.8555,16.31,14.852,52.229
717,0,0.6309,0.9309,3.7948,7.5366,3.4024,0.0,1.3143,0.8542,16.24,14.837,52.188
718,0,0.6897,0.9897,3.7948,7.5447,3.4041,0.0,1.3134,0.8546,16.15,15.489,52.214
719,0,0.7051,1.0051,3.7948,7.5515,3.4064,0.0,1.3128,0.8532,16.36,15.383,52.212
720,0,0.736,1.036,3.7948,7.569,3.4084,0.0,1.3121,0.8527,16.25,14.778,52.184
721,0,0.7074,1.0074,3.7948,7.5621,3.4103,0.0,1.3113,0.8531,16.23,14.939,52.207
722,0,0.6179,0.9179,3.7948,7.5337,3.4124,0.0,1.3106,0.8551,16.27,15.04,52.207
723,0,0.6665,0.9665,3.7948,7.5412,3.4143,0.0,1.3098,0.8553,16.2,15.128,52.223
724,0,0.7116,1.0116,3.7948,7.5668,3.4161,0.0,1.3091,0.8551,16.23,15.389,52.219
725,0,0.6819,0.9819,3.7948,7.554,3.4179,0.0,1.3083,0.8518,16.22,15.611,52.206
726,0,0.6265,0.9265,3.7948,7.5404,3.4199,0.0,1.3076,0.8551,16.25,15.257,52.227
727,0,0.6944,0.9944,3.7948,7.5448,3.4219,0.0,1.3069,0.8534,16.28,15.362,52.22
728,0,0.6757,0.9757,3.7948,7.5404,3.4239,0.0,1.3061,0.853,16.26,15.178,52.207
729,0,0.716,1.016,3.7948,7.5437,3.4263,0.0,1.3055,0.8525,16.31,14.738,52.181
730,0,0.7182,1.0182,3.7948,7.563,3.4282,0.0,1.3047,0.8529,16.24,14.847,52.184
731,0,0.7229,1.0229,3.7948,7.5573,3.4303,0.0,1.304,0.8552,16.29,15.077,52.225
732,0,0.6884,0.9884,3.7948,7.5611,3.4323,0.0,1.3034,0.8569,16.3,15.116,52.231
733,0,0.7231,1.0231,3.7948,7.5641,3.4343,0.0,1.3027,0.8554,16.27,14.888,52.197
734,0,0.7382,1.0382,3.7948,7.5661,3.4365,0.0,1.302,0.8564,16.28,14.836,52.23
735,0,0.7254,1.0254,3.7948,7.5715,3.4385,0.0,1.3013,0.8596,16.3,15.163,52.27
736,0,0.6878,0.9878,3.7948,7.5623,3.4403,0.0,1.3005,0.855,16.23,15.396,52.205
737,0,0.755,1.055,3.7948,7.589,3.4425,0.0,1.2999,0.8593,16.28,15.037,52.272
738,0,0.7545,1.0545,3.7948,7.5715,3.4447,0.0,1.2991,0.8558,16.28,14.842,52.234
739,0,0.799,1.099,3.7948,7.5827,3.4469,0.0,1.2985,0.8562,16.32,14.859,52.254
740,0,0.7564,1.0564,3.7948,7.5732,3.4489,0.0,1.2979,0.8585,16.34,14.85,52.277
741,0,0.7393,1.0393,3.7948,7.5732,3.4509,0.0,1.2972,0.8589,16.27,14.923,52.286
742,0,0.758,1.058,3.7948,7.5816,3.4531,0.0,1.2965,0.8584,16.32,14.903,52.265
743,0,0.74,1.04,3.7948,7.5729,3.4552,0.0,1.2959,0.8574,16.37,14.808,52.257
744,0,0.7596,1.0596,3.7948,7.5863,3.4573,0.0,1.2953,0.8574,16.31,14.844,52.241
745,0,0.7645,1.0645,3.7948,7.5868,3.4596,0.0,1.2946,0.8552,16.3,14.729,52.207
746,0,0.7847,1.0847,3.7948,7.5858,3.4616,0.0,1.2939,0.8545,16.32,15.034,52.204
747,0,0.7476,1.0476,3.7948,7.5784,3.4638,0.0,1.2933,0.855,16.32,15.091,52.205
748,0,0.725,1.025,3.7948,7.5715,3.4658,0.0,1.2927,0.8557,16.37,15.161,52.218
749,0,0.6659,0.9659,3.7948,7.537,3.4681,0.0,1.2921,0.8539,16.35,15.212,52.194
750,0,0.7477,1.0477,3.7948,7.5702,3.4703,0.0,1.2914,0.8571,16.29,15.015,52.242
751,0,0.6842,0.9842,3.7948,7.5525,3.4725,0.0,1.2907,0.8554,16.32,15.026,52.206
752,0,0.6821,0.9821,3.7948,7.5519,3.4746,0.0,1.29,0.8576,16.29,15.1,52.237
753,0,0.7228,1.0228,3.7948,7.554,3.4767,0.0,1.2893,0.8578,16.24,14.974,52.243
754,0,0.7304,1.0304,3.7948,7.5507,3.4785,0.0,1.2885,0.8581,16.2,15.32,52.251
755,0,0.7615,1.0615,3.7948,7.5669,3.4806,0.0,1.2877,0.8581,16.25,15.483,52.251
756,0,0.7356,1.0356,3.7948,7.5543,3.4828,0.0,1.2871,0.8559,16.31,15.138,52.22
757,0,0.7588,1.0588,3.7948,7.5683,3.4849,0.0,1.2864,0.8563,16.25,15.118,52.222
758,0,0.7927,1.0927,3.7948,7.5769,3.4872,0.0,1.2857,0.859,16.27,14.677,52.272
759,0,0.7805,1.0805,3.7948,7.5755,3.4895,0.0,1.285,0.8576,16.31,14.585,52.208
760,0,0.7624,1.0624,3.7948,7.5752,3.4914,0.0,1.2842,0.8577,16.23,15.182,52.25
761,0,0.7887,1.0887,3.7948,7.5753,3.4939,0.0,1.2837,0.8543,16.42,14.954,52.166
762,0,0.7393,1.0393,3.7948,7.5692,3.4961,0.0,1.283,0.8566,16.3,14.86,52.214
763,0,0.784,1.084,3.7948,7.5823,3.4982,0.0,1.2823,0.8543,16.27,15.237,52.203
764,0,0.8313,1.1313,3.7948,7.5911,3.5002,0.0,1.2815,0.8548,16.21,15.392,52.169
765,0,0.8011,1.1011,3.7948,7.5839,3.5022,0.0,1.2808,0.8522,16.27,15.441,52.144
766,0,0.8019,1.1019,3.7948,7.5746,3.5044,0.0,1.2801,0.8551,16.25,14.983,52.175
767,0,0.794,1.094,3.7948,7.5744,3.5068,0.0,1.2794,0.8537,16.32,14.831,52.164
768,0,0.7626,1.0626,3.7948,7.5866,3.5088,0.0,1.2787,0.8548,16.25,15.16,52.17
769,0,0.7688,1.0688,3.7948,7.58,3.5106,0.0,1.278,0.8565,16.25,15.675,52.187
770,0,0.794,1.094,3.7948,7.5904,3.5131,0.0,1.2774,0.8565,16.41,15.253,52.187
771,0,0.7923,1.0923,3.7948,7.5866,3.5152,0.0,1.2768,0.8542,16.36,15.017,52.159
772,0,0.7446,1.0446,3.7948,7.5662,3.5172,0.0,1.2761,0.8542,16.28,15.522,52.159
773,0,0.7535,1.0535,3.7948,7.5702,3.5194,0.0,1.2754,0.8537,16.3,15.508,52.149
774,0,0.7423,1.0423,3.7948,7.5613,3.5218,0.0,1.2748,0.8542,16.38,14.895,52.159
775,0,0.7391,1.0391,3.7948,7.5624,3.5245,0.0,1.2743,0.8534,16.43,14.413,52.153
776,0,0.6601,0.9601,3.7948,7.5404,3.527,0.0,1.2737,0.8565,16.35,14.463,52.203
777,0,0.7139,1.0139,3.7948,7.5556,3.529,0.0,1.2729,0.8579,16.22,14.899,52.221
778,0,0.765,1.065,3.7948,7.5762,3.5312,0.0,1.2722,0.8582,16.28,15.263,52.242
779,0,0.7501,1.0501,3.7948,7.5671,3.5335,0.0,1.2717,0.8551,16.39,15.117,52.18
780,0,0.7449,1.0449,3.7948,7.5752,3.5356,0.0,1.271,0.8579,16.3,14.845,52.225
781,0,0.7564,1.0564,3.7948,7.568,3.5378,0.0,1.2704,0.8587,16.35,14.988,52.24
782,0,0.807,1.107,3.7948,7.5806,3.5405,0.0,1.2698,0.858,16.38,14.558,52.239
783,0,0.7217,1.0217,3.7948,7.558,3.5429,0.0,1.2692,0.858,16.34,14.025,52.239
784,0,0.8117,1.1117,3.7948,7.5746,3.5452,0.0,1.2685,0.8567,16.32,14.631,52.198
785,0,0.8,1.1,3.7948,7.5751,3.548,0.0,1.268,0.8563,16.43,14.452,52.186
786,0,0.6896,0.9896,3.7948,7.5425,3.5503,0.0,1.2674,0.8538,16.35,14.54,52.156
787,0,0.7279,1.0279,3.7948,7.5474,3.5525,0.0,1.2668,0.8548,16.34,14.862,52.18
788,0,0.7185,1.0185,3.7948,7.5531,3.5547,0.0,1.2661,0.855,16.31,15.08,52.173
789,0,0.7828,1.0828,3.7948,7.5615,3.5571,0.0,1.2655,0.8557,16.36,14.977,52.191
790,0,0.7644,1.0644,3.7948,7.554,3.5593,0.0,1.2648,0.8544,16.26,14.771,52.162
791,0,0.8152,1.1152,3.7948,7.5723,3.5615,0.0,1.2641,0.8556,16.27,14.768,52.191
792,0,0.7581,1.0581,3.7948,7.5558,3.5635,0.0,1.2634,0.8545,16.27,15.21,52.168
793,0,0.7821,1.0821,3.7948,7.5671,3.5657,0.0,1.2627,0.8553,16.25,15.255,52.188
794,0,0.765,1.065,3.7948,7.5647,3.5681,0.0,1.262,0.8552,16.34,14.875,52.175
795,0,0.7216,1.0216,3.7948,7.5501,3.5705,0.0,1.2615,0.855,16.37,14.369,52.172
796,0,0.6794,0.9794,3.7948,7.5297,3.573,0.0,1.2609,0.8554,16.41,14.52,52.177
797,0,0.7243,1.0243,3.7948,7.5427,3.5752,0.0,1.2602,0.8542,16.28,14.98,52.159
798,0,0.6578,0.9578,3.7948,7.5255,3.5778,0.0,1.2596,0.8546,16.37,14.727,52.164
799,0,0.6985,0.9985,3.7948,7.5375,3.5801,0.0,1.259,0.8534,16.38,14.696,52.148
800,0,0.7313,1.0313,3.7948,7.5512,3.5825,0.0,1.2585,0.8544,16.42,14.94,52.158
801,0,0.7292,1.0292,3.7948,7.5558,3.5844,0.0,1.2578,0.855,16.25,15.221,52.173
802,0,0.7256,1.0256,3.7948,7.5543,3.5866,0.0,1.2571,0.8535,16.28,15.148,52.148
803,0,0.6952,0.9952,3.7948,7.547,3.5886,0.0,1.2564,0.8543,16.26,15.208,52.159
804,0,0.6994,0.9994,3.7948,7.5401,3.5908,0.0,1.2557,0.8537,16.34,15.333,52.145
805,0,0.7188,1.0188,3.7948,7.5561,3.5932,0.0,1.2551,0.8536,16.33,14.819,52.144
806,0,0.7188,1.0188,3.7948,7.561,3.5954,0.0,1.2545,0.8545,16.34,14.645,52.148
807,0,0.7114,1.0114,3.7948,7.5647,3.5975,0.0,1.2538,0.8545,16.33,14.895,52.148
808,0,0.7446,1.0446,3.7948,7.5882,3.5996,0.0,1.2532,0.8535,16.31,15.041,52.135
809,0,0.7479,1.0479,3.7948,7.5711,3.6019,0.0,1.2526,0.8527,16.36,15.074,52.134
810,0,0.7275,1.0275,3.7948,7.5696,3.6043,0.0,1.252,0.8527,16.38,14.874,52.134
811,0,0.7219,1.0219,3.7948,7.5769,3.6069,0.0,1.2515,0.8532,16.43,14.637,52.142
812,0,0.7357,1.0357,3.7948,7.5742,3.609,0.0,1.2508,0.853,16.34,14.747,52.129
813,0,0.7622,1.0622,3.7948,7.5813,3.6114,0.0,1.2502,0.8519,16.33,14.9,52.121
814,0,0.7587,1.0587,3.7948,7.5743,3.6131,0.0,1.2494,0.8517,16.19,15.335,52.112
815,0,0.7775,1.0775,3.7948,7.5825,3.6152,0.0,1.2487,0.8513,16.24,15.354,52.107
816,0,0.782,1.082,3.7948,7.5808,3.6171,0.0,1.2479,0.8519,16.21,15.184,52.118
817,0,0.7402,1.0402,3.7948,7.5722,3.6194,0.0,1.2472,0.8513,16.3,15.118,52.118
818,0,0.7332,1.0332,3.7948,7.5725,3.6215,0.0,1.2466,0.8513,16.31,14.634,52.118
819,0,0.7707,1.0707,3.7948,7.584,3.6238,0.0,1.2459,0.8535,16.3,14.778,52.146
820,0,0.7956,1.0956,3.7948,7.588,3.6258,0.0,1.2452,0.8525,16.24,15.022,52.124
821,0,0.8543,1.1543,3.7948,7.598,3.6282,0.0,1.2446,0.8543,16.36,14.968,52.157
822,0,0.779,1.079,3.7948,7.577,3.6306,0.0,1.2439,0.8517,16.33,14.652,52.115
823,0,0.8187,1.1187,3.7948,7.5851,3.6325,0.0,1.2432,0.8522,16.28,15.185,52.118
824,0,0.7877,1.0877,3.7948,7.5752,3.635,0.0,1.2426,0.8538,16.36,15.013,52.133
825,0,0.8358,1.1358,3.7948,7.5897,3.6375,0.0,1.242,0.8538,16.34,14.729,52.133
826,0,0.8556,1.1556,3.7948,7.6029,3.64,0.0,1.2414,0.854,16.33,14.639,52.144
827,0,0.8506,1.1506,3.7948,7.5934,3.642,0.0,1.2406,0.8527,16.22,14.915,52.126
828,0,0.8058,1.1058,3.7948,7.585,3.6443,0.0,1.2399,0.8534,16.28,15.361,52.137
829,0,0.8291,1.1291,3.7948,7.5808,3.6465,0.0,1.2392,0.8545,16.27,15.188,52.144
830,0,0.8314,1.1314,3.7948,7.5855,3.6489,0.0,1.2385,0.855,16.29,15.053,52.146
831,0,0.848,1.148,3.7948,7.5942,3.6512,0.0,1.2378,0.8537,16.29,15.104,52.133
832,0,0.8314,1.1314,3.7948,7.5943,3.6535,0.0,1.2371,0.8539,16.26,14.826,52.148
833,0,0.7881,1.0881,3.7948,7.5757,3.6557,0.0,1.2364,0.8524,16.23,14.575,52.123
834,0,0.8225,1.1225,3.7948,7.5884,3.658,0.0,1.2356,0.8536,16.24,15.079,52.146
835,0,0.8599,1.1599,3.7948,7.593,3.6601,0.0,1.2349,0.8545,16.25,15.163,52.164
836,0,0.8753,1.1753,3.7948,7.5976,3.6623,0.0,1.2342,0.8549,16.28,15.075,52.164
837,0,0.8185,1.1185,3.7948,7.5819,3.6646,0.0,1.2336,0.8556,16.3,15.003,52.181
838,0,0.8617,1.1617,3.7948,7.5998,3.6665,0.0,1.2328,0.8565,16.2,15.073,52.193
839,0,0.8025,1.1025,3.7948,7.5701,3.6687,0.0,1.2321,0.8553,16.25,15.107,52.172
840,0,0.7803,1.0803,3.7948,7.5644,3.6709,0.0,1.2313,0.8536,16.22,15.167,52.144
841,0,0.8346,1.1346,3.7948,7.5768,3.6734,0.0,1.2306,0.8529,16.29,14.997,52.135
842,0,0.7523,1.0523,3.7948,7.557,3.6751,0.0,1.2298,0.8537,16.13,15.419,52.141
843,0,0.7857,1.0857,3.7948,7.5668,3.6772,0.0,1.229,0.8549,16.16,15.572,52.161
844,0,0.776,1.076,3.7948,7.5574,3.6793,0.0,1.2281,0.8544,16.14,15.281,52.155
845,0,0.786,1.086,3.7948,7.5672,3.6816,0.0,1.2274,0.8551,16.24,15.149,52.169
846,0,0.7329,1.0329,3.7948,7.5605,3.6838,0.0,1.2266,0.8552,16.2,15.235,52.167
847,0,0.7674,1.0674,3.7948,7.5702,3.686,0.0,1.2258,0.8555,16.23,15.143,52.174
848,0,0.7661,1.0661,3.7948,7.5702,3.6883,0.0,1.2251,0.8543,16.27,14.965,52.141
849,0,0.772,1.072,3.7948,7.5739,3.6903,0.0,1.2243,0.8539,16.19,15.061,52.134
850,0,0.6865,0.9865,3.7948,7.5461,3.6923,0.0,1.2235,0.8537,16.21,15.574,52.14
851,0,0.7143,1.0143,3.7948,7.5539,3.6942,0.0,1.2228,0.8557,16.22,16.056,52.174
852,0,0.6627,0.9627,3.7948,7.5372,3.6964,0.0,1.222,0.8562,16.23,15.704,52.174
853,0,0.6771,0.9771,3.7948,7.5387,3.6985,0.0,1.2213,0.8533,16.24,15.441,52.132
854,0,0.7365,1.0365,3.7948,7.5643,3.7007,0.0,1.2205,0.8534,16.25,15.408,52.136
855,0,0.7378,1.0378,3.7948,7.5736,3.703,0.0,1.2198,0.8562,16.26,15.176,52.212
856,0,0.754,1.054,3.7948,7.5751,3.7047,0.0,1.2191,0.8564,16.23,15.582,52.207
857,0,0.8022,1.1022,3.7948,7.581,3.7073,0.0,1.2184,0.855,16.33,15.355,52.185
858,0,0.7165,1.0165,3.7948,7.5686,3.7093,0.0,1.2176,0.8534,16.19,15.068,52.166
859,0,0.7586,1.0586,3.7948,7.5884,3.7115,0.0,1.2169,0.8548,16.22,15.373,52.186
860,0,0.7654,1.0654,3.7948,7.585,3.7134,0.0,1.2161,0.8553,16.18,15.74,52.188
861,0,0.7854,1.0854,3.7948,7.5848,3.7154,0.0,1.2152,0.8552,16.18,15.683,52.194
862,0,0.7934,1.0934,3.7948,7.5891,3.7175,0.0,1.2145,0.854,16.24,15.628,52.203
863,0,0.7249,1.0249,3.7948,7.5763,3.7197,0.0,1.2138,0.8561,16.3,15.397,52.211
864,0,0.7227,1.0227,3.7948,7.579,3.7214,0.0,1.213,0.8578,16.18,15.401,52.255
865,0,0.6346,0.9346,3.7948,7.562,3.7233,0.0,1.2122,0.8578,16.18,15.793,52.255
866,0,0.6419,0.9419,3.7948,7.5503,3.7254,0.0,1.2115,0.8561,16.21,15.661,52.199
867,0,0.6724,0.9724,3.7948,7.5679,3.7273,0.0,1.2107,0.8574,16.18,15.796,52.231
868,0,0.6471,0.9471,3.7948,7.5642,3.7294,0.0,1.2099,0.8574,16.2,15.886,52.231
869,0,0.6929,0.9929,3.7948,7.5736,3.731,0.0,1.209,0.8592,16.17,15.996,52.279
870,0,0.6363,0.9363,3.7948,7.5615,3.733,0.0,1.2082,0.8586,16.13,15.968,52.263
871,0,0.6217,0.9217,3.7948,7.5402,3.735,0.0,1.2074,0.8553,16.2,15.73,52.234
872,0,0.611,0.911,3.7948,7.5441,3.737,0.0,1.2065,0.8586,16.14,15.458,52.262
873,0,0.5911,0.8911,3.7948,7.5424,3.7396,0.0,1.2059,0.8585,16.3,14.88,52.262
874,0,0.6169,0.9169,3.7948,7.5496,3.7417,0.0,1.2051,0.8568,16.26,15.115,52.242
875,0,0.6505,0.9505,3.7948,7.5585,3.7435,0.0,1.2043,0.8586,16.16,15.776,52.275
876,0,0.6771,0.9771,3.7948,7.5635,3.7454,0.0,1.2035,0.8575,16.23,16.135,52.28
877,0,0.7021,1.0021,3.7948,7.5763,3.7474,0.0,1.2028,0.8584,16.25,16.036,52.272
878,0,0.6901,0.9901,3.7948,7.5665,3.7497,0.0,1.2022,0.8588,16.35,15.297,52.286
879,0,0.7105,1.0105,3.7948,7.5788,3.7516,0.0,1.2015,0.8584,16.25,15.381,52.272
880,0,0.7188,1.0188,3.7948,7.5787,3.7536,0.0,1.2008,0.8584,16.29,15.984,52.272
881,0,0.7235,1.0235,3.7948,7.5757,3.756,0.0,1.2001,0.8575,16.3,15.291,52.28
882,0,0.7506,1.0506,3.7948,7.5821,3.7582,0.0,1.1994,0.8572,16.3,14.874,52.274
883,0,0.713,1.013,3.7948,7.5733,3.7606,0.0,1.1989,0.8583,16.37,14.798,52.269
884,0,0.6485,0.9485,3.7948,7.5568,3.7628,0.0,1.1982,0.8583,16.34,14.838,52.269
