rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db
1,0,29.1963,14.6978,10.5843,18.7142,1.0414,1.0027,1.0263,0.9114,39.06,-17.631,53.158
2,0,10.6006,7.2685,4.3138,11.6322,1.0805,1.0047,1.0522,0.8698,38.61,-17.453,52.326
3,0,3.6272,3.1696,4.0085,8.7576,1.1156,1.0073,1.0771,0.8579,37.92,-17.091,52.131
4,0,1.7831,2.0394,3.7948,8.0437,1.1497,1.0076,1.1014,0.8463,37.34,-16.276,52.153
5,0,0.5457,0.8457,3.7948,7.2295,1.1827,1.0072,1.125,0.8385,36.73,-15.757,51.91
6,0,0.2081,0.5081,3.7948,7.3212,1.2149,1.0058,1.1478,0.832,36.07,-15.386,51.76
7,1,0.0,0.0272,3.7948,6.837,1.2462,1.0032,1.1698,0.8322,35.45,-14.853,51.772
8,0,0.0107,0.3107,3.7948,7.0568,1.2769,1.0001,1.1911,0.8346,34.74,-14.656,51.844
9,0,0.1824,0.4824,3.7948,7.037,1.3069,0.9965,1.2113,0.8372,33.95,-14.488,51.874
10,0,0.1261,0.4261,3.7948,6.9967,1.3362,0.9921,1.231,0.8372,33.41,-14.327,51.892
11,0,0.086,0.386,3.7948,6.9489,1.3646,0.9876,1.2496,0.8364,32.61,-13.902,51.872
12,0,0.0311,0.3311,3.7948,6.9177,1.3925,0.9828,1.2678,0.8364,32.18,-13.519,51.873
13,1,0.0,0.1088,3.7948,6.8108,1.4192,0.9777,1.2849,0.8332,31.26,-13.273,51.802
14,1,0.0,0.0,3.7948,6.7455,1.4452,0.9723,1.3012,0.8308,30.58,-12.773,51.746
15,1,0.0,0.0,3.7948,6.782,1.4714,0.967,1.3174,0.8317,30.48,-12.883,51.75
16,1,0.0,0.0541,3.7948,6.7031,1.4961,0.9616,1.3325,0.8316,29.61,-12.502,51.754
17,1,0.0,0.1554,3.7948,6.8218,1.5201,0.9561,1.3469,0.8335,29.04,-11.779,51.801
18,1,0.0,0.2568,3.7948,6.929,1.5426,0.9505,1.3604,0.8352,28.14,-11.212,51.842
19,1,0.0,0.0409,3.7948,6.7208,1.5637,0.945,1.3727,0.8307,27.22,-10.019,51.753
20,1,0.0,0.0438,3.7948,6.6934,1.5835,0.9393,1.3842,0.8307,26.59,-8.905,51.753
21,1,0.0,0.0212,3.7948,6.7005,1.6025,0.9334,1.3951,0.8307,26.03,-7.934,51.753
22,1,0.0,0.0309,3.7948,6.7101,1.6212,0.9275,1.4056,0.8307,25.66,-7.402,51.753
23,1,0.0,0.0212,3.7948,6.6882,1.6384,0.9217,1.4151,0.8307,24.95,-6.563,51.753
24,1,0.0,0.0112,3.7948,6.6788,1.6547,0.9157,1.4243,0.8313,24.59,-5.514,51.754
25,1,0.0,0.0,3.7948,6.6684,1.669,0.9096,1.4325,0.83,23.75,-4.151,51.744
26,1,0.0,0.0,3.7948,6.6674,1.6826,0.9036,1.4402,0.83,23.33,-3.041,51.744
27,1,0.0,0.0131,3.7948,6.6777,1.6964,0.8975,1.4477,0.8313,23.17,-2.734,51.754
28,1,0.0,0.0,3.7948,6.6632,1.7084,0.8913,1.4544,0.8307,22.51,-1.881,51.753
29,1,0.0,0.0,3.7948,6.6684,1.7195,0.8854,1.4607,0.8307,22.11,-0.494,51.753
30,1,0.0,0.0,3.7948,6.6632,1.7295,0.8792,1.4663,0.8307,21.58,0.814,51.753
31,1,0.0,0.0,3.7948,6.6632,1.7402,0.8732,1.472,0.8307,21.67,1.255,51.753
32,1,0.0,0.0,3.7948,6.6632,1.7479,0.8673,1.4766,0.8307,20.69,2.083,51.753
33,1,0.0,0.0,3.7948,6.6581,1.7561,0.8613,1.4812,0.8294,20.78,3.288,51.743
34,1,0.0,0.0,3.7948,6.6581,1.7642,0.8553,1.4855,0.8294,20.48,3.14,51.743
35,1,0.0,0.0,3.7948,6.6632,1.7711,0.8493,1.4891,0.8307,19.89,3.889,51.753
36,1,0.0,0.0,3.7948,6.6632,1.7765,0.8432,1.4922,0.8307,19.4,5.433,51.753
37,1,0.0,0.0,3.7948,6.6674,1.7803,0.8371,1.4946,0.8307,18.9,6.869,51.753
38,1,0.0,0.0,3.7948,6.6674,1.7853,0.8311,1.4971,0.8307,18.99,6.987,51.753
39,1,0.0,0.0,3.7948,6.6674,1.7888,0.8251,1.4992,0.8307,18.62,7.349,51.753
40,1,0.0,0.0,3.7948,6.6674,1.7926,0.8191,1.5012,0.8307,18.5,8.162,51.753
41,1,0.0,0.0,3.7948,6.6674,1.7956,0.813,1.5029,0.8307,18.26,8.655,51.753
42,1,0.0,0.0,3.7948,6.6632,1.799,0.8069,1.5045,0.8307,18.25,8.937,51.753
43,1,0.0,0.0,3.7948,6.6674,1.8015,0.8008,1.5058,0.8307,17.93,9.131,51.753
44,1,0.0,0.0,3.7948,6.6623,1.8043,0.7946,1.5068,0.8294,17.76,9.746,51.743
45,1,0.0,0.0,3.7948,6.6623,1.8063,0.7883,1.5076,0.8294,17.53,10.216,51.743
46,1,0.0,0.0,3.7948,6.6529,1.8082,0.7819,1.5082,0.8294,17.34,10.793,51.743
47,1,0.0,0.0,3.7948,6.6623,1.8096,0.7756,1.5085,0.8294,17.1,11.113,51.743
48,1,0.0,0.0,3.7948,6.6614,1.8115,0.7694,1.5088,0.8294,17.16,11.107,51.743
49,1,0.0,0.003,3.7948,6.6717,1.8129,0.7629,1.5089,0.8307,16.97,11.156,51.753
50,1,0.0,0.0,3.7948,6.6665,1.8143,0.7566,1.509,0.8307,16.89,11.54,51.753
51,1,0.0,0.0,3.7948,6.6623,1.8155,0.7503,1.5088,0.8307,16.75,11.521,51.753
52,1,0.0,0.0,3.7948,6.6623,1.8163,0.744,1.5085,0.8316,16.57,11.794,51.799
53,1,0.0,0.0,3.7948,6.6708,1.8169,0.7378,1.5081,0.8317,16.55,12.302,51.816
54,1,0.0,0.0,3.7948,6.6751,1.8173,0.7316,1.5073,0.8317,16.29,12.856,51.816
55,1,0.0,0.0,3.7948,6.6743,1.8176,0.7253,1.5066,0.8304,16.27,13.345,51.806
56,1,0.0,0.0,3.7948,6.6743,1.8181,0.719,1.5057,0.8304,16.15,13.117,51.806
57,1,0.0,0.0,3.7948,6.6743,1.8185,0.7127,1.5049,0.8304,16.19,13.034,51.806
58,1,0.0,0.0,3.7948,6.6743,1.8188,0.7065,1.504,0.8304,16.13,13.302,51.806
59,1,0.0,0.0,3.7948,6.6659,1.8192,0.7003,1.5029,0.8303,16.01,13.571,51.789
60,1,0.0,0.0,3.7948,6.6667,1.8195,0.694,1.5017,0.8316,15.86,13.547,51.799
61,1,0.0,0.0,3.7948,6.6623,1.8197,0.6878,1.5006,0.8316,15.94,13.332,51.799
62,1,0.0,0.0,3.7948,6.6572,1.8196,0.6816,1.4993,0.8303,15.85,13.909,51.789
63,1,0.0,0.0,3.7948,6.6703,1.8195,0.6753,1.4982,0.8303,15.95,14.306,51.789
64,1,0.0,0.0,3.7948,6.6615,1.8194,0.669,1.497,0.8303,15.88,14.174,51.789
65,1,0.0,0.0,3.7948,6.6742,1.8193,0.6627,1.4957,0.8303,15.8,14.114,51.789
66,1,0.0,0.0,3.7948,6.6825,1.8194,0.6563,1.4944,0.8305,15.83,14.056,51.79
67,1,0.0,0.0,3.7948,6.6781,1.8194,0.6499,1.4932,0.8305,15.84,14.458,51.79
68,1,0.0,0.0,3.7948,6.7005,1.8194,0.6434,1.4919,0.8318,15.82,14.284,51.801
69,1,0.0,0.0,3.7948,6.6958,1.8194,0.637,1.4905,0.8318,15.75,14.32,51.801
70,1,0.0,0.0,3.7948,6.6958,1.8197,0.6305,1.4893,0.8318,15.9,14.225,51.801
71,1,0.0,0.0,3.7948,6.7126,1.8198,0.6239,1.4882,0.8325,15.9,14.055,51.806
72,1,0.0,0.0,3.7948,6.742,1.8201,0.6173,1.487,0.8328,15.94,14.432,51.825
73,1,0.0,0.0,3.7948,6.7328,1.8199,0.6107,1.4858,0.8315,15.89,14.487,51.815
74,1,0.0,0.0,3.7948,6.7411,1.82,0.6041,1.4847,0.8328,16.0,14.606,51.832
75,1,0.0,0.0,3.7948,6.7743,1.82,0.5975,1.4836,0.8342,15.96,14.514,51.842
76,1,0.0,0.0,3.7948,6.7826,1.8202,0.5909,1.4826,0.8329,16.04,14.647,51.832
77,1,0.0,0.0,3.7948,6.8008,1.8203,0.5842,1.4815,0.8342,15.98,14.549,51.842
78,1,0.0,0.0,3.7948,6.7954,1.8207,0.5775,1.4804,0.8321,16.02,14.508,51.829
79,1,0.0,0.0,3.7948,6.8044,1.8207,0.5708,1.4793,0.8323,15.94,14.528,51.85
80,1,0.0,0.0,3.7948,6.8259,1.8212,0.5641,1.4783,0.835,16.05,14.412,51.886
81,1,0.0,0.0,3.7948,6.8503,1.8215,0.5574,1.4773,0.8378,16.05,14.473,51.924
82,1,0.0,0.0,3.7948,6.8795,1.8218,0.5507,1.4763,0.8374,16.11,14.561,51.919
83,1,0.0,0.0,3.7948,6.8954,1.8221,0.5439,1.4754,0.8375,16.13,14.403,51.921
84,1,0.0,0.0,3.7948,6.9039,1.8225,0.5372,1.4745,0.8367,16.17,14.701,51.908
85,1,0.0,0.0,3.7948,6.9085,1.823,0.5305,1.4737,0.837,16.17,14.793,51.914
86,1,0.0,0.0,3.7948,6.9251,1.8236,0.5238,1.4729,0.8372,16.28,14.571,51.921
87,1,0.0,0.0,3.7948,6.9432,1.8239,0.517,1.4721,0.8376,16.21,14.631,51.926
88,1,0.0,0.0,3.7948,6.9591,1.8248,0.5103,1.4715,0.8382,16.39,14.307,51.955
89,1,0.0,0.0036,3.7948,6.9668,1.8254,0.5035,1.471,0.8377,16.4,14.288,51.931
90,1,0.0,0.0177,3.7948,6.9687,1.8262,0.4968,1.4704,0.8372,16.41,14.022,51.923
91,1,0.0,0.0177,3.7948,6.9773,1.8273,0.49,1.47,0.8365,16.55,13.58,51.913
92,1,0.0,0.0177,3.7948,6.99,1.8283,0.4833,1.4695,0.8367,16.51,13.65,51.915
93,1,0.0,0.0177,3.7948,6.9955,1.8295,0.4765,1.4691,0.8371,16.48,14.004,51.931
94,1,0.0,0.0177,3.7948,7.0017,1.8305,0.4698,1.4686,0.8371,16.48,14.058,51.931
95,1,0.0,0.0036,3.7948,7.0062,1.8321,0.463,1.4683,0.8368,16.61,13.715,51.925
96,1,0.0,0.0036,3.7948,7.0111,1.8338,0.4562,1.4681,0.8373,16.67,13.536,51.938
97,1,0.0,0.0177,3.7948,7.0203,1.8352,0.4495,1.4677,0.8368,16.58,13.858,51.925
98,1,0.0,0.0337,3.7948,7.0418,1.8366,0.4427,1.4673,0.8373,16.53,13.997,51.938
99,1,0.0,0.0389,3.7948,7.0469,1.838,0.436,1.4669,0.8373,16.56,14.038,51.944
100,1,0.0,0.0523,3.7948,7.0556,1.8389,0.4292,1.4666,0.8368,16.56,14.31,51.925
101,1,0.0,0.1142,3.7948,7.0634,1.8409,0.4224,1.4664,0.8368,16.73,14.299,51.925
102,1,0.0,0.1329,3.7948,7.0729,1.8429,0.4157,1.4662,0.8367,16.76,13.455,51.922
103,1,0.0,0.1735,3.7948,7.0831,1.8444,0.4089,1.4661,0.8381,16.71,13.668,51.94
104,1,0.0,0.1581,3.7948,7.0829,1.8468,0.4022,1.4661,0.8371,16.87,13.677,51.939
105,1,0.0,0.141,3.7948,7.0942,1.8488,0.3954,1.4659,0.8384,16.72,13.654,51.942
106,1,0.0,0.1257,3.7948,7.09,1.8509,0.3886,1.4659,0.8386,16.86,13.611,51.945
107,1,0.0,0.1257,3.7948,7.0907,1.8528,0.3819,1.4658,0.8383,16.82,13.66,51.944
108,1,0.0,0.1463,3.7948,7.0913,1.8554,0.3751,1.4659,0.8383,16.99,13.108,51.944
109,1,0.0,0.1568,3.7948,7.0904,1.8573,0.3684,1.4659,0.8394,16.82,13.124,51.983
110,1,0.0,0.1257,3.7948,7.0771,1.859,0.3616,1.4658,0.8383,16.77,14.057,51.944
111,1,0.0,0.1257,3.7948,7.0778,1.861,0.3548,1.4657,0.8386,16.78,14.102,51.954
112,1,0.0,0.1257,3.7948,7.0736,1.8627,0.3481,1.4655,0.8383,16.71,13.835,51.944
113,1,0.0,0.1298,3.7948,7.0819,1.8646,0.3413,1.4653,0.8383,16.76,13.905,51.944
114,1,0.0,0.0979,3.7948,7.0628,1.8666,0.3346,1.4651,0.8388,16.68,13.934,51.945
115,1,0.0,0.0737,3.7948,7.0505,1.8687,0.3278,1.465,0.8381,16.77,13.642,51.929
116,1,0.0,0.0672,3.7948,7.0424,1.8705,0.321,1.4649,0.8379,16.77,13.843,51.908
117,1,0.0,0.0737,3.7948,7.0545,1.8725,0.3143,1.4647,0.8386,16.75,14.334,51.923
118,1,0.0,0.1047,3.7948,7.0769,1.8745,0.3076,1.4646,0.838,16.76,14.107,51.919
119,1,0.0,0.1,3.7948,7.0643,1.8762,0.3008,1.4644,0.8382,16.67,14.05,51.921
120,1,0.0,0.1125,3.7948,7.0807,1.8781,0.294,1.4642,0.8382,16.7,14.321,51.921
121,1,0.0,0.1313,3.7948,7.0855,1.8802,0.2873,1.464,0.8389,16.7,14.169,51.933
122,1,0.0,0.1252,3.7948,7.0943,1.8825,0.2805,1.4639,0.8388,16.81,13.803,51.922
123,1,0.0,0.1505,3.7948,7.108,1.885,0.2737,1.4639,0.8394,16.87,13.551,51.931
124,1,0.0,0.1694,3.7948,7.1177,1.8875,0.267,1.4639,0.8398,16.78,13.563,51.947
125,1,0.0,0.1554,3.7948,7.0836,1.8901,0.2602,1.4638,0.8387,16.85,13.227,51.93
126,1,0.0,0.1441,3.7948,7.0705,1.8922,0.2535,1.4637,0.8387,16.76,13.552,51.93
127,1,0.0,0.1554,3.7948,7.0959,1.8947,0.2467,1.4637,0.8387,16.84,13.846,51.93
128,1,0.0,0.1441,3.7948,7.0991,1.8968,0.2399,1.4635,0.8391,16.71,14.123,51.934
129,1,0.0,0.1441,3.7948,7.0909,1.8987,0.2332,1.4633,0.8389,16.69,14.291,51.931
130,1,0.0,0.142,3.7948,7.0839,1.9009,0.2264,1.4633,0.8389,16.82,13.909,51.931
131,1,0.0,0.1671,3.7948,7.1198,1.9032,0.2196,1.4632,0.8387,16.81,14.188,51.93
132,1,0.0,0.1709,3.7948,7.1128,1.9055,0.2129,1.4631,0.8387,16.8,14.302,51.93
133,1,0.0,0.2071,3.7948,7.134,1.9077,0.2061,1.4631,0.8382,16.83,14.104,51.912
134,1,0.0,0.2007,3.7948,7.15,1.9099,0.1994,1.4631,0.8413,16.89,14.195,51.96
135,1,0.0,0.188,3.7948,7.1593,1.9126,0.1926,1.4632,0.8418,16.91,14.176,51.968
136,1,0.0,0.1831,3.7948,7.1599,1.9151,0.1858,1.4632,0.8413,16.87,13.916,51.96
137,1,0.0,0.2044,3.7948,7.1622,1.9178,0.1791,1.4633,0.8392,16.97,13.899,51.937
138,1,0.0,0.2121,3.7948,7.1621,1.9205,0.1723,1.4635,0.8392,16.97,13.798,51.946
139,1,0.0,0.1666,3.7948,7.1491,1.9233,0.1656,1.4636,0.8389,16.96,13.574,51.936
140,1,0.0,0.2343,3.7948,7.1614,1.9254,0.1588,1.4635,0.839,16.78,13.918,51.929
141,1,0.0,0.218,3.7948,7.1467,1.9282,0.152,1.4635,0.8389,16.89,14.301,51.936
142,1,0.0,0.241,3.7948,7.1564,1.9307,0.1453,1.4635,0.8392,16.82,13.989,51.946
143,1,0.0,0.2541,3.7948,7.1572,1.9339,0.1385,1.4636,0.8392,16.95,13.522,51.946
144,1,0.0,0.2118,3.7948,7.1539,1.9364,0.1317,1.4636,0.8389,16.85,13.493,51.936
145,1,0.0,0.2226,3.7948,7.1528,1.9398,0.125,1.4638,0.8392,17.02,13.38,51.946
146,1,0.0,0.2113,3.7948,7.1573,1.9427,0.1182,1.4639,0.8413,16.97,13.348,51.96
147,1,0.0,0.2066,3.7948,7.1727,1.9458,0.1115,1.4641,0.8391,17.03,13.563,51.945
148,1,0.0,0.2406,3.7948,7.1865,1.9483,0.1047,1.4641,0.8407,16.84,13.95,51.952
149,1,0.0,0.2429,3.7948,7.1846,1.9512,0.0979,1.4642,0.8417,17.0,13.851,51.963
150,1,0.0,0.233,3.7948,7.1965,1.9539,0.0912,1.4645,0.8412,17.05,14.082,51.972
151,1,0.0,0.2386,3.7948,7.2009,1.9566,0.0844,1.4646,0.8412,16.99,14.191,51.972
152,1,0.0,0.233,3.7948,7.2055,1.9594,0.0777,1.4647,0.8426,16.94,13.963,51.999
153,1,0.0,0.242,3.7948,7.1907,1.9619,0.0709,1.4647,0.8417,16.91,14.228,51.977
154,1,0.0,0.2349,3.7948,7.1684,1.9646,0.0641,1.4648,0.8397,16.93,14.28,51.937
155,1,0.0,0.2327,3.7948,7.1843,1.9675,0.0574,1.4649,0.841,16.95,14.021,51.981
156,1,0.0,0.2727,3.7948,7.2067,1.971,0.0506,1.4652,0.8423,17.05,13.773,51.984
157,0,0.0019,0.3019,3.7948,7.1923,1.9743,0.0439,1.4654,0.8397,17.06,13.666,51.957
158,1,0.0,0.2442,3.7948,7.1779,1.9772,0.0371,1.4655,0.8394,16.98,13.83,51.953
159,1,0.0,0.2021,3.7948,7.16,1.9797,0.0303,1.4654,0.8396,16.78,14.152,51.967
160,1,0.0,0.2057,3.7948,7.1604,1.9829,0.0236,1.4656,0.8396,16.98,13.766,51.967
161,1,0.0,0.1918,3.7948,7.1639,1.9856,0.0168,1.4657,0.8414,16.94,14.089,51.976
162,1,0.0,0.2114,3.7948,7.1944,1.9878,0.0101,1.4656,0.8412,16.8,14.81,51.975
163,1,0.0,0.2382,3.7948,7.2052,1.9913,0.0033,1.4657,0.8412,16.96,14.184,51.974
164,0,0.0154,0.3154,3.7948,7.2235,1.9934,0.0,1.4656,0.8406,16.77,14.226,51.968
165,1,0.0,0.2555,3.7948,7.2045,1.9962,0.0,1.4656,0.8399,16.89,14.746,51.972
166,1,0.0,0.2416,3.7948,7.2365,1.9988,0.0,1.4656,0.8437,16.84,14.585,51.974
167,1,0.0,0.2266,3.7948,7.2068,2.0021,0.0,1.4659,0.8436,17.08,14.201,51.97
168,1,0.0,0.2184,3.7948,7.2011,2.0047,0.0,1.4659,0.8422,16.87,14.011,51.982
169,1,0.0,0.2497,3.7948,7.2034,2.0081,0.0,1.466,0.8428,16.98,13.836,52.007
170,1,0.0,0.2195,3.7948,7.2081,2.0111,0.0,1.4661,0.8419,16.92,13.766,51.96
171,1,0.0,0.224,3.7948,7.1914,2.0137,0.0,1.466,0.8424,16.81,14.033,52.005
172,1,0.0,0.202,3.7948,7.1978,2.0158,0.0,1.4659,0.8429,16.71,14.745,51.979
173,1,0.0,0.2112,3.7948,7.2123,2.018,0.0,1.4657,0.8436,16.72,15.021,51.991
174,1,0.0,0.279,3.7948,7.2447,2.0212,0.0,1.4657,0.8474,16.87,14.272,52.063
175,1,0.0,0.276,3.7948,7.2396,2.0242,0.0,1.4659,0.8461,16.98,13.776,52.039
176,1,0.0,0.2473,3.7948,7.2332,2.0271,0.0,1.4659,0.8453,16.86,13.979,52.009
177,1,0.0,0.2312,3.7948,7.2381,2.0301,0.0,1.4659,0.8435,16.89,13.893,51.981
178,1,0.0,0.209,3.7948,7.2284,2.0325,0.0,1.4658,0.8435,16.79,14.106,51.985
179,1,0.0,0.2267,3.7948,7.2151,2.0354,0.0,1.4658,0.8422,16.87,14.384,51.981
180,1,0.0,0.2199,3.7948,7.2145,2.0381,0.0,1.4658,0.8442,16.83,14.203,52.007
181,1,0.0,0.2031,3.7948,7.195,2.0409,0.0,1.4657,0.8422,16.83,14.429,51.981
182,1,0.0,0.2047,3.7948,7.2077,2.0437,0.0,1.4657,0.8444,16.81,14.43,52.009
183,1,0.0,0.1818,3.7948,7.1797,2.0468,0.0,1.4657,0.8431,16.87,14.255,52.006
184,1,0.0,0.2254,3.7948,7.2102,2.0494,0.0,1.4656,0.8437,16.8,14.54,52.026
185,1,0.0,0.1857,3.7948,7.1965,2.0526,0.0,1.4657,0.8437,16.93,14.272,52.026
186,1,0.0,0.1711,3.7948,7.1768,2.0557,0.0,1.4659,0.8428,16.99,13.838,52.002
187,1,0.0,0.1844,3.7948,7.1845,2.0586,0.0,1.4659,0.8441,16.91,14.089,52.006
188,1,0.0,0.22,3.7948,7.235,2.0612,0.0,1.4658,0.8467,16.81,14.499,52.04
189,1,0.0,0.2028,3.7948,7.2183,2.0637,0.0,1.4658,0.8471,16.86,14.649,52.04
190,1,0.0,0.2146,3.7948,7.2265,2.0664,0.0,1.4658,0.8463,16.83,14.589,52.039
191,1,0.0,0.2291,3.7948,7.2396,2.0688,0.0,1.4657,0.8458,16.77,14.45,52.031
192,1,0.0,0.2198,3.7948,7.2213,2.0719,0.0,1.4657,0.8469,16.88,14.211,52.039
193,1,0.0,0.2352,3.7948,7.2173,2.0743,0.0,1.4655,0.8474,16.68,14.092,52.045
194,1,0.0,0.2463,3.7948,7.2311,2.0766,0.0,1.4653,0.8457,16.72,14.54,52.035
195,1,0.0,0.2079,3.7948,7.2292,2.0788,0.0,1.4651,0.8475,16.67,14.576,52.046
196,1,0.0,0.2061,3.7948,7.2209,2.0814,0.0,1.4649,0.8474,16.71,14.551,52.053
197,1,0.0,0.2032,3.7948,7.2007,2.0839,0.0,1.4647,0.846,16.7,14.474,52.055
198,1,0.0,0.1921,3.7948,7.2201,2.0864,0.0,1.4646,0.846,16.75,14.577,52.039
199,1,0.0,0.1759,3.7948,7.215,2.089,0.0,1.4645,0.846,16.8,14.712,52.055
200,1,0.0,0.1909,3.7948,7.2037,2.0915,0.0,1.4643,0.8442,16.73,14.649,52.036
201,1,0.0,0.2059,3.7948,7.2163,2.0946,0.0,1.4645,0.8462,16.98,14.351,52.056
202,1,0.0,0.2106,3.7948,7.2244,2.0974,0.0,1.4644,0.847,16.84,14.16,52.058
203,1,0.0,0.2211,3.7948,7.2121,2.1001,0.0,1.4644,0.8453,16.81,14.3,52.03
204,1,0.0,0.2262,3.7948,7.2242,2.1026,0.0,1.4642,0.845,16.73,14.347,52.034
205,1,0.0,0.221,3.7948,7.2246,2.105,0.0,1.464,0.847,16.68,14.582,52.035
206,1,0.0,0.1874,3.7948,7.2184,2.1075,0.0,1.4638,0.8465,16.7,14.502,52.032
207,1,0.0,0.2076,3.7948,7.2367,2.11,0.0,1.4636,0.8446,16.73,14.53,52.017
208,1,0.0,0.1868,3.7948,7.2319,2.112,0.0,1.4634,0.8446,16.64,14.957,52.017
209,1,0.0,0.21,3.7948,7.2529,2.1146,0.0,1.4632,0.8476,16.73,15.039,52.052
210,1,0.0,0.2172,3.7948,7.2611,2.1174,0.0,1.4631,0.8474,16.79,14.267,52.059
211,1,0.0,0.2296,3.7948,7.2492,2.12,0.0,1.4629,0.8471,16.72,14.275,52.054
212,1,0.0,0.2133,3.7948,7.2448,2.1228,0.0,1.4628,0.8482,16.76,14.445,52.045
213,1,0.0,0.2379,3.7948,7.2546,2.125,0.0,1.4626,0.8482,16.69,14.632,52.045
214,1,0.0,0.2359,3.7948,7.2469,2.1271,0.0,1.4622,0.8465,16.56,14.828,52.025
215,1,0.0,0.2192,3.7948,7.2516,2.1291,0.0,1.4619,0.8485,16.59,14.999,52.044
216,1,0.0,0.2169,3.7948,7.2391,2.1314,0.0,1.4617,0.8465,16.69,15.169,52.004
217,1,0.0,0.2169,3.7948,7.2434,2.1338,0.0,1.4614,0.8464,16.6,14.738,52.012
218,1,0.0,0.2242,3.7948,7.2649,2.136,0.0,1.4611,0.8482,16.63,14.622,52.033
219,1,0.0,0.2893,3.7948,7.2705,2.1388,0.0,1.461,0.849,16.77,14.588,52.04
220,1,0.0,0.2862,3.7948,7.2831,2.141,0.0,1.4607,0.8489,16.6,14.656,52.028
221,1,0.0,0.2665,3.7948,7.27,2.1435,0.0,1.4605,0.8494,16.7,14.77,52.049
222,0,0.0504,0.3504,3.7948,7.2956,2.1457,0.0,1.4602,0.851,16.63,15.103,52.05
223,1,0.0,0.2927,3.7948,7.2789,2.1483,0.0,1.46,0.8506,16.69,14.692,52.041
224,0,0.0918,0.3918,3.7948,7.3049,2.151,0.0,1.4598,0.8514,16.68,14.355,52.067
225,0,0.0459,0.3459,3.7948,7.3072,2.1535,0.0,1.4595,0.8497,16.69,14.647,52.04
226,0,0.0665,0.3665,3.7948,7.2957,2.1558,0.0,1.4592,0.85,16.61,14.846,52.048
227,0,0.1057,0.4057,3.7948,7.3086,2.1584,0.0,1.459,0.8497,16.7,14.525,52.068
228,0,0.094,0.394,3.7948,7.3053,2.1614,0.0,1.4589,0.8515,16.79,14.297,52.077
229,0,0.08,0.38,3.7948,7.3126,2.1634,0.0,1.4586,0.8507,16.55,14.708,52.057
230,0,0.0733,0.3733,3.7948,7.3014,2.1661,0.0,1.4584,0.8521,16.78,15.044,52.086
231,0,0.0947,0.3947,3.7948,7.3015,2.1688,0.0,1.4582,0.8519,16.66,14.331,52.085
232,0,0.0732,0.3732,3.7948,7.3207,2.1713,0.0,1.4579,0.8508,16.64,14.337,52.074
233,0,0.071,0.371,3.7948,7.3285,2.174,0.0,1.4577,0.8516,16.7,14.29,52.077
234,0,0.0552,0.3552,3.7948,7.3245,2.1767,0.0,1.4576,0.8514,16.8,14.278,52.076
235,0,0.0742,0.3742,3.7948,7.3245,2.1794,0.0,1.4574,0.8515,16.7,14.384,52.086
236,0,0.0692,0.3692,3.7948,7.3281,2.1821,0.0,1.4573,0.8502,16.71,14.214,52.079
237,0,0.0694,0.3694,3.7948,7.3285,2.1839,0.0,1.4569,0.8504,16.57,14.869,52.08
238,0,0.0907,0.3907,3.7948,7.3205,2.1866,0.0,1.4567,0.85,16.68,14.773,52.076
239,0,0.1083,0.4083,3.7948,7.3421,2.189,0.0,1.4564,0.8502,16.67,14.528,52.07
240,0,0.1524,0.4524,3.7948,7.3457,2.1914,0.0,1.4561,0.8494,16.62,14.781,52.069
241,0,0.1331,0.4331,3.7948,7.3464,2.1945,0.0,1.456,0.8516,16.78,14.441,52.097
242,0,0.1294,0.4294,3.7948,7.3463,2.1969,0.0,1.4558,0.8522,16.65,14.577,52.119
243,0,0.0938,0.3938,3.7948,7.3371,2.1997,0.0,1.4555,0.8515,16.66,14.731,52.096
244,0,0.147,0.447,3.7948,7.3427,2.2028,0.0,1.4554,0.8515,16.76,13.955,52.078
245,0,0.1282,0.4282,3.7948,7.3423,2.2052,0.0,1.4552,0.8515,16.65,14.002,52.095
246,0,0.1624,0.4624,3.7948,7.3558,2.2078,0.0,1.455,0.8507,16.75,14.364,52.093
247,0,0.2224,0.5224,3.7948,7.3631,2.211,0.0,1.455,0.8499,16.84,14.051,52.095
248,0,0.1893,0.4893,3.7948,7.3708,2.2139,0.0,1.4549,0.8519,16.78,13.874,52.131
249,0,0.2795,0.5795,3.7948,7.3806,2.2165,0.0,1.4547,0.8521,16.72,14.053,52.106
250,0,0.2678,0.5678,3.7948,7.383,2.2197,0.0,1.4548,0.8495,16.88,13.956,52.072
251,0,0.2276,0.5276,3.7948,7.3573,2.2223,0.0,1.4545,0.8486,16.69,14.028,52.126
252,0,0.2116,0.5116,3.7948,7.3631,2.2251,0.0,1.4544,0.8519,16.73,14.311,52.145
253,0,0.2249,0.5249,3.7948,7.3683,2.2281,0.0,1.4542,0.8494,16.74,13.975,52.146
254,0,0.2748,0.5748,3.7948,7.374,2.2313,0.0,1.4543,0.8519,16.89,13.646,52.168
255,0,0.3036,0.6036,3.7948,7.3876,2.2339,0.0,1.4541,0.851,16.75,14.111,52.137
256,0,0.3504,0.6504,3.7948,7.4059,2.2369,0.0,1.4539,0.8485,16.71,14.017,52.092
257,0,0.3423,0.6423,3.7948,7.4018,2.2398,0.0,1.4538,0.8508,16.76,13.823,52.129
