rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db,pds_value_loss
220,0,13.7626,7.696,5.1854,13.0013,8.4165,3.2511,6.2993,0.8587,36.83,-255.9,52.132,230.736147
221,0,14.2698,7.9986,5.1237,13.2675,8.4482,3.2628,6.3231,0.8569,36.89,-257.186,52.117,170.891311
222,0,14.3354,8.2632,4.8541,13.338,8.4798,3.2742,6.3468,0.8603,36.85,-258.348,52.138,235.567064
223,0,14.0224,8.0787,4.8571,13.2066,8.5118,3.2857,6.3709,0.8573,37.15,-261.04,52.145,208.04144
224,0,13.8668,7.7718,5.0611,13.1539,8.5439,3.2973,6.3949,0.856,37.12,-263.726,52.112,196.587721
225,0,14.5701,7.8048,5.5633,13.3219,8.5758,3.3088,6.4188,0.8564,36.98,-263.947,52.083,207.968285
226,0,14.8984,7.258,6.5901,13.1703,8.6071,3.3201,6.4423,0.8537,36.72,-262.805,52.05,213.431131
227,0,15.2245,7.6617,6.2972,13.3856,8.6389,3.3315,6.4662,0.8533,36.95,-263.469,52.056,201.014695
228,0,15.9314,7.8163,6.8326,13.4024,8.6708,3.3428,6.49,0.8591,36.92,-265.576,52.111,201.05389
229,0,15.7329,7.7028,6.7933,13.3569,8.7028,3.3542,6.5137,0.8592,36.87,-267.419,52.114,241.593675
230,0,15.6589,8.0982,6.2514,13.4292,8.7348,3.3662,6.5375,0.8567,36.94,-268.973,52.117,209.41555
231,0,15.4794,7.868,6.4224,13.309,8.7672,3.3775,6.5615,0.8627,37.01,-271.29,52.175,224.49396
232,0,15.0377,7.7918,6.1784,13.1875,8.7992,3.3892,6.585,0.8557,36.73,-271.961,52.104,241.446581
233,0,14.8684,7.8717,6.0074,13.1093,8.8315,3.4012,6.6088,0.8602,36.9,-273.428,52.149,229.137915
234,0,14.8433,7.6986,6.1742,13.0905,8.8637,3.4128,6.6328,0.8622,37.09,-275.275,52.149,235.742219
235,0,15.1113,7.9556,6.0837,13.192,8.8966,3.4239,6.6568,0.863,37.07,-277.225,52.155,239.624935
236,0,14.8599,7.821,6.0104,13.1485,8.9293,3.4353,6.6806,0.8615,36.93,-278.818,52.151,245.316896
237,0,15.3861,8.161,6.0499,13.2951,8.9614,3.4466,6.7043,0.8642,36.79,-278.044,52.235,197.673062
238,0,15.5966,8.4965,5.7592,13.4609,8.9937,3.4585,6.7283,0.8625,37.16,-279.356,52.169,221.445837
239,0,15.59,8.6756,5.3786,13.6558,9.0261,3.4701,6.7524,0.8647,37.09,-281.136,52.18,241.12523
240,0,15.7072,9.039,5.0503,13.7378,9.058,3.4818,6.7762,0.8606,36.9,-281.272,52.18,237.374711
241,0,15.6858,8.9081,5.176,13.7217,9.0907,3.4933,6.8004,0.8636,37.25,-282.97,52.263,270.119486
242,0,15.9629,8.9894,5.4286,13.6648,9.1229,3.5054,6.8243,0.8657,37.06,-285.072,52.254,305.838432
243,0,15.6531,8.8163,5.3942,13.5626,9.1554,3.5173,6.8483,0.8663,37.09,-286.143,52.281,268.76558
244,0,15.6096,8.988,5.0107,13.731,9.1878,3.5292,6.8725,0.8644,37.24,-288.373,52.302,285.09453
245,0,15.7015,8.9592,5.2242,13.638,9.2208,3.5408,6.8966,0.8683,37.2,-290.799,52.34,300.91083
246,0,16.0544,9.2163,5.3147,13.6434,9.2535,3.5526,6.9208,0.867,37.21,-292.014,52.301,266.381328
247,0,15.9808,9.1461,5.3187,13.6361,9.286,3.5644,6.9447,0.8674,37.04,-291.885,52.324,294.392418
248,0,16.3542,9.3779,5.4337,13.6626,9.3183,3.5762,6.9687,0.873,37.07,-291.803,52.441,312.802651
249,0,16.2372,9.3272,5.4024,13.6276,9.3509,3.5877,6.9927,0.8703,37.04,-292.608,52.381,299.966903
250,0,15.76,8.4818,5.9727,13.4255,9.3836,3.5995,7.0168,0.8712,37.22,-294.942,52.482,277.750346
251,0,16.8245,8.8718,6.2222,13.8505,9.416,3.6119,7.041,0.8696,37.22,-296.9,52.4,325.870396
252,0,17.8612,8.8267,7.1783,13.9763,9.4483,3.6245,7.0653,0.8704,37.29,-298.117,52.307,286.677543
253,0,17.667,8.8817,7.0,13.9053,9.4808,3.6368,7.0894,0.8686,37.22,-299.38,52.264,281.076001
254,0,17.7398,8.667,7.2022,13.9906,9.513,3.6494,7.1138,0.8691,37.34,-300.652,52.224,320.208288
255,0,17.3941,8.6681,6.8793,13.9668,9.5454,3.6614,7.1382,0.8713,37.45,-301.417,52.237,292.233367
256,0,17.3308,8.2507,7.4428,13.7574,9.5779,3.6737,7.1624,0.8675,37.31,-303.114,52.191,320.316874
257,0,17.3074,8.0946,7.6471,13.6857,9.6106,3.6859,7.1868,0.864,37.34,-305.024,52.171,330.450015
258,0,16.3267,8.6543,5.9545,13.838,9.6433,3.6979,7.2109,0.8616,37.23,-305.746,52.153,360.254938
259,0,16.3944,8.5814,6.0918,13.8412,9.6761,3.7103,7.2353,0.8619,37.42,-307.517,52.132,343.447188
260,0,16.2832,9.023,5.5339,13.8463,9.7089,3.7222,7.2597,0.8646,37.37,-308.754,52.204,363.949272
261,0,16.2415,9.1051,5.3836,13.8729,9.7417,3.7346,7.2841,0.8679,37.42,-310.191,52.211,356.537621
262,0,16.1657,9.1063,5.3567,13.8227,9.774,3.7472,7.3085,0.8672,37.46,-310.859,52.209,414.15532
263,0,15.8533,8.7515,5.5895,13.6323,9.8067,3.7592,7.3327,0.8662,37.2,-311.002,52.216,375.166014
264,0,15.3677,8.4779,5.6369,13.3729,9.8393,3.7718,7.357,0.8663,37.32,-313.025,52.238,374.466121
265,0,14.7175,8.2947,5.3169,13.226,9.8718,3.7842,7.3811,0.8657,37.21,-314.157,52.222,322.550773
266,0,15.0695,8.8552,4.8485,13.4857,9.9042,3.7962,7.4052,0.8675,37.2,-313.459,52.222,364.377857
267,0,15.5761,9.2767,4.6141,13.8053,9.9367,3.8081,7.4295,0.8706,37.3,-314.582,52.225,364.994671
268,0,16.6267,9.5615,4.9583,14.2269,9.9696,3.8199,7.4539,0.8672,37.45,-317.439,52.307,414.888935
269,0,16.8502,10.2133,4.2755,14.4814,10.0032,3.8318,7.4786,0.8752,37.66,-321.446,52.459,425.948144
270,0,16.8071,9.7429,4.9185,14.2658,10.036,3.8431,7.503,0.8721,37.4,-322.152,52.385,441.112757
271,0,16.4679,9.7359,4.6355,14.2165,10.0692,3.8546,7.5274,0.8766,37.43,-321.567,52.424,408.813849
272,0,15.9884,10.121,3.8046,13.9874,10.1019,3.8662,7.5516,0.8653,37.26,-322.423,52.247,462.808819
273,0,16.0426,10.1094,3.9839,14.0532,10.1353,3.8775,7.5761,0.8651,37.54,-324.31,52.26,428.682455
274,0,16.9803,10.38,4.4364,14.2839,10.1686,3.8893,7.6009,0.8687,37.69,-327.441,52.311,481.606814
275,0,16.9001,10.4166,4.3099,14.2936,10.2017,3.9013,7.6255,0.8681,37.6,-328.461,52.273,464.887465
276,0,16.6146,10.0164,4.5789,14.1393,10.2352,3.9127,7.65,0.8689,37.52,-329.979,52.319,424.955138
277,0,16.3539,10.1352,4.3399,13.9988,10.2687,3.9238,7.6743,0.8675,37.33,-330.827,52.303,447.313981
278,0,16.1802,9.7682,4.5209,14.011,10.3022,3.9352,7.6989,0.8641,37.66,-331.818,52.222,462.07076
279,0,15.9626,9.9772,4.0719,14.0336,10.3349,3.947,7.7233,0.8648,37.37,-331.82,52.22,499.922546
280,0,16.4305,10.1934,4.0739,14.2831,10.3677,3.959,7.7476,0.8722,37.31,-331.066,52.34,519.755036
281,0,16.3279,9.9488,4.1643,14.3349,10.401,3.9703,7.772,0.8707,37.45,-333.583,52.217,514.084709
282,0,17.4033,9.8116,5.3057,14.406,10.4342,3.9817,7.7965,0.8743,37.48,-335.468,52.277,524.985475
283,0,17.0601,9.6342,5.2598,14.2861,10.4676,3.9937,7.8211,0.8757,37.57,-338.049,52.278,418.274
284,0,17.5716,9.8236,5.2208,14.6473,10.5006,4.0055,7.8455,0.8757,37.41,-338.926,52.226,493.092549
285,0,17.1743,10.0007,4.7535,14.5401,10.5336,4.0178,7.8701,0.8715,37.63,-339.307,52.238,478.94153
286,0,16.9969,10.47,4.2296,14.4173,10.5664,4.0292,7.8944,0.8748,37.32,-339.334,52.278,517.303943
287,0,17.1911,10.5476,4.2948,14.4687,10.5988,4.0412,7.9186,0.8725,37.24,-338.162,52.26,495.986045
288,0,16.8715,10.2777,4.4255,14.2883,10.6324,4.0523,7.943,0.8674,37.44,-341.037,52.173,536.640616
289,0,17.292,10.1553,5.0117,14.245,10.6655,4.0641,7.9674,0.8724,37.43,-343.938,52.248,497.060306
290,0,16.4286,9.6927,4.9521,13.9038,10.6987,4.0758,7.9918,0.868,37.47,-344.671,52.262,543.498745
291,0,17.3311,10.1381,4.8944,14.4185,10.7318,4.088,8.0163,0.869,37.47,-346.462,52.271,521.92352
292,0,17.1457,9.8943,5.0573,14.3142,10.7648,4.1002,8.0407,0.8659,37.41,-347.73,52.266,540.577086
293,0,17.634,9.9564,5.3463,14.4513,10.7982,4.1113,8.065,0.8674,37.4,-348.397,52.238,598.739069
294,0,16.8064,9.6086,5.2418,14.0759,10.832,4.1228,8.0898,0.8691,37.68,-351.704,52.32,519.709259
295,0,16.2121,9.3768,4.9342,14.021,10.8651,4.1341,8.1142,0.8708,37.48,-352.532,52.384,585.052749
296,0,15.8473,9.2725,4.8468,13.848,10.8984,4.1455,8.1387,0.865,37.52,-351.488,52.3,621.581977
297,0,15.3302,9.3925,4.2057,13.8519,10.9314,4.1573,8.1632,0.8658,37.49,-352.694,52.289,572.284698
298,0,15.5024,8.8975,4.9108,13.8141,10.9648,4.169,8.1879,0.8646,37.65,-355.485,52.225,625.518457
299,0,15.7341,9.0215,4.9775,13.8551,10.9977,4.1805,8.2125,0.8648,37.56,-355.86,52.265,589.713188
300,0,16.0761,9.2982,4.9474,13.9505,11.0309,4.1919,8.2373,0.8668,37.76,-356.612,52.301,646.601288
301,0,17.1244,9.598,5.4882,14.1582,11.0644,4.2033,8.262,0.871,37.75,-359.062,52.348,623.946674
302,0,18.1343,9.9619,5.8605,14.4319,11.0974,4.2155,8.2867,0.8742,37.62,-360.531,52.372,589.160691
303,0,17.9475,9.5175,6.3087,14.2414,11.1309,4.2269,8.3112,0.8701,37.57,-361.083,52.268,701.437118
304,0,18.71,9.7552,6.6633,14.4115,11.1645,4.2387,8.3359,0.8744,37.68,-363.663,52.351,737.12995
305,0,18.5771,9.9189,6.3102,14.4681,11.1978,4.2511,8.3607,0.8766,37.69,-365.884,52.382,549.381112
306,0,19.3019,9.5265,7.4915,14.404,11.2312,4.2632,8.3854,0.8761,37.68,-367.179,52.436,652.201669
307,0,19.3029,9.3686,7.6835,14.3708,11.2646,4.2755,8.4102,0.8745,37.82,-368.143,52.417,648.137564
308,0,18.3991,8.584,8.0606,13.8745,11.2978,4.2875,8.4348,0.876,37.56,-368.086,52.435,794.27036
309,0,18.7765,8.8998,7.8853,14.1114,11.3314,4.2997,8.4596,0.8735,37.74,-370.54,52.385,728.305236
310,0,18.9389,8.9503,8.0158,14.0928,11.3649,4.3119,8.4844,0.8774,37.81,-373.135,52.45,727.750608
311,0,18.9214,8.7042,8.2353,14.1019,11.3982,4.3244,8.5092,0.8738,37.77,-373.764,52.423,698.113742
312,0,17.5273,8.1385,7.9043,13.6045,11.4317,4.3361,8.5339,0.8687,37.63,-373.671,52.312,747.30035
313,0,18.2187,8.1967,8.3419,13.8002,11.4651,4.3482,8.5585,0.8678,37.68,-375.135,52.312,662.333471
314,0,19.4487,8.467,8.8996,14.2022,11.4985,4.3608,8.5833,0.874,37.71,-376.769,52.368,746.595048
315,0,19.6205,8.5006,9.0738,14.1662,11.5317,4.3731,8.6077,0.8741,37.45,-377.126,52.404,717.97702
316,0,19.7028,8.9561,8.3528,14.5139,11.5649,4.3851,8.6322,0.8763,37.49,-376.65,52.357,717.468982
317,0,19.1133,9.0399,7.7211,14.4723,11.5979,4.3972,8.6569,0.8717,37.69,-377.956,52.353,670.924386
318,0,19.0324,8.7753,8.0997,14.2774,11.6313,4.4093,8.6817,0.8761,37.74,-380.501,52.414,821.53015
319,0,18.7646,8.7552,7.9732,14.1562,11.6649,4.4216,8.7065,0.8715,37.78,-382.907,52.362,735.319867
320,0,17.903,8.8825,7.1394,14.0012,11.6987,4.4333,8.7314,0.8738,37.86,-384.623,52.393,846.295428
321,0,18.7798,8.8953,7.8859,14.1187,11.7316,4.4455,8.7561,0.8797,37.68,-384.321,52.445,828.273322
322,0,19.4196,8.6878,8.7253,14.1265,11.7656,4.4571,8.781,0.8718,37.84,-386.399,52.287,742.45064
323,0,19.5246,8.5773,9.0667,14.0006,11.7997,4.4692,8.806,0.8701,37.89,-390.266,52.294,763.641187
324,0,19.7027,8.7611,8.9754,14.0862,11.8335,4.4813,8.8309,0.8712,37.86,-392.103,52.299,813.982597
325,0,19.6125,8.4206,9.3397,13.9722,11.8673,4.4935,8.8557,0.8718,37.74,-392.199,52.217,813.973403
326,0,18.3873,7.9538,8.8806,13.6728,11.9007,4.5052,8.8802,0.868,37.49,-390.777,52.174,890.56511
327,0,19.4291,8.6919,8.5261,14.3311,11.9339,4.5174,8.9049,0.8708,37.68,-390.331,52.219,842.628261
328,0,19.0769,9.185,7.5054,14.5065,11.9673,4.5288,8.9292,0.8685,37.4,-391.211,52.283,868.656516
329,0,20.2169,9.539,7.987,14.8109,12.0008,4.5413,8.9541,0.8711,37.8,-394.091,52.284,661.824436
330,0,19.3157,9.1286,7.9317,14.3754,12.034,4.5534,8.9787,0.8701,37.59,-395.485,52.372,817.851741
331,0,19.3523,8.931,8.2949,14.2464,12.0672,4.5656,9.003,0.8696,37.39,-394.504,52.281,859.016744
332,0,18.8972,8.9859,7.8835,14.1478,12.1012,4.5773,9.0277,0.875,37.66,-397.905,52.359,874.610745
333,0,18.7553,8.5945,8.2192,14.0616,12.1342,4.5899,9.0523,0.8703,37.59,-398.924,52.278,913.022433
334,0,18.3421,8.8046,7.5145,14.1431,12.1679,4.6017,9.0768,0.8709,37.49,-399.002,52.365,986.029432
335,0,18.1966,8.2288,8.1236,13.9642,12.2014,4.614,9.1016,0.8703,37.73,-401.274,52.328,880.991385
336,0,17.9724,8.1897,8.1524,13.7503,12.2355,4.6253,9.1262,0.8682,37.62,-403.758,52.316,787.768937
337,0,17.4489,7.8915,8.2382,13.4391,12.2692,4.6372,9.1508,0.8703,37.55,-404.37,52.272,991.973447
338,0,17.7951,7.7704,8.5514,13.5934,12.3027,4.6494,9.1752,0.8684,37.47,-404.615,52.309,839.346585
339,0,18.4741,8.1188,8.6102,13.8651,12.3363,4.6615,9.1997,0.8708,37.49,-405.766,52.397,1102.288011
340,0,18.2194,8.2624,8.3193,13.7577,12.3696,4.6739,9.2241,0.8719,37.45,-406.443,52.368,844.578617
341,0,17.4355,7.7318,8.3406,13.4831,12.4032,4.6859,9.2486,0.8695,37.5,-407.385,52.345,913.634802
342,0,18.1876,7.155,9.7511,13.4015,12.4362,4.6988,9.273,0.8714,37.43,-408.427,52.397,1008.933985
343,0,19.1222,8.0422,9.2637,13.9362,12.4699,4.7116,9.2977,0.8693,37.64,-411.652,52.386,935.406107
344,0,19.4943,8.0289,9.6832,13.9022,12.5038,4.7238,9.3222,0.8703,37.48,-414.255,52.36,1018.612682
345,0,19.2133,8.0285,9.5153,13.7894,12.5376,4.7362,9.3467,0.8734,37.51,-415.276,52.41,1032.420884
346,0,19.5225,8.2577,9.3315,14.0533,12.571,4.7489,9.3715,0.8685,37.75,-415.657,52.232,1112.483054
347,0,18.6588,8.273,8.6122,13.8936,12.604,4.7621,9.3961,0.8652,37.56,-416.038,52.207,981.52537
348,0,18.6992,8.4361,8.3863,13.9968,12.6375,4.7751,9.4208,0.8652,37.73,-417.57,52.193,1045.137259
349,0,18.012,8.1593,8.2853,13.6874,12.6703,4.7879,9.4453,0.8641,37.46,-417.356,52.171,888.502605
350,0,18.0254,8.2021,8.2115,13.7318,12.7038,4.8002,9.4699,0.8664,37.62,-417.784,52.222,996.840877
351,0,18.3342,8.3071,8.3012,13.8459,12.7374,4.8126,9.4943,0.868,37.43,-420.362,52.241,986.304098
352,0,17.9996,7.7956,8.7102,13.6138,12.7708,4.8252,9.5188,0.8673,37.47,-422.041,52.222,1175.300443
353,0,18.1044,7.9298,8.5305,13.7642,12.8043,4.8375,9.5435,0.8689,37.71,-423.479,52.243,996.385273
354,0,18.2959,8.0684,8.4139,13.9336,12.8381,4.8494,9.5681,0.8653,37.55,-424.7,52.228,1070.575658
355,0,18.3892,8.2792,8.0704,14.1596,12.8724,4.8613,9.5929,0.8673,37.75,-428.283,52.22,1169.758706
356,0,18.3613,8.2387,8.2422,14.0004,12.9061,4.8737,9.6177,0.8695,37.74,-430.088,52.293,1170.998374
357,0,18.2794,8.1723,8.3002,13.927,12.9401,4.8857,9.6423,0.8694,37.63,-429.804,52.344,982.258933
358,0,18.891,8.4598,8.318,14.2332,12.974,4.8979,9.667,0.8684,37.68,-431.205,52.311,1050.266015
359,0,18.6678,8.4034,8.2245,14.1599,13.0075,4.9103,9.6915,0.8677,37.45,-430.915,52.281,1294.523724
360,0,18.4087,8.0362,8.5236,13.9689,13.041,4.9225,9.7158,0.8684,37.41,-430.718,52.28,1181.937458
361,0,19.4515,8.4922,8.6996,14.3798,13.075,4.935,9.7405,0.8698,37.67,-433.954,52.285,861.844001
362,0,19.9073,8.4653,9.1181,14.4439,13.109,4.9478,9.7652,0.8727,37.63,-438.147,52.398,1344.442254
363,0,20.3337,8.8493,8.8888,14.7157,13.1431,4.9603,9.7898,0.8701,37.59,-439.466,52.365,1377.430646
364,0,20.3465,9.181,8.3885,14.897,13.1772,4.9728,9.8145,0.8728,37.7,-440.903,52.359,1131.498037
365,0,19.665,9.0213,8.1127,14.651,13.2109,4.9855,9.8393,0.8684,37.77,-441.556,52.247,1125.437383
366,0,19.9415,8.8998,8.632,14.5296,13.2453,4.9979,9.8642,0.8709,37.87,-443.826,52.247,1343.308529
367,0,20.2457,9.1667,8.3976,14.8014,13.2803,5.0102,9.8891,0.8713,37.82,-448.285,52.24,1336.618329
368,0,20.6354,9.4873,8.2575,15.0107,13.315,5.0225,9.9142,0.8707,38.02,-451.729,52.231,1245.635155
369,0,20.5831,9.5956,8.0583,15.0492,13.35,5.0348,9.9392,0.8685,37.96,-453.227,52.251,1229.886183
370,0,19.9479,9.4922,7.6737,14.902,13.3847,5.0471,9.9641,0.8692,37.85,-453.007,52.258,1351.681659
371,0,20.567,9.3143,8.4266,14.9461,13.4192,5.0595,9.9891,0.87,37.93,-454.081,52.287,1254.278822
372,0,19.2371,8.4313,8.7693,14.1566,13.4537,5.0718,10.0136,0.8678,37.5,-453.42,52.232,1240.827249
373,0,18.863,8.3558,8.6014,14.0259,13.4883,5.084,10.0384,0.8671,37.68,-454.006,52.232,1226.191335
374,0,19.4835,8.5017,8.8754,14.2264,13.523,5.0965,10.063,0.8719,37.63,-456.023,52.339,1413.968572
375,0,19.0927,8.9003,7.8689,14.4435,13.5573,5.1091,10.0877,0.8711,37.72,-456.48,52.294,1434.496357
376,0,18.6133,8.8932,7.5633,14.2768,13.5915,5.1214,10.1124,0.8718,37.64,-456.567,52.309,1400.22163
377,0,19.3482,9.1083,7.8534,14.5065,13.6262,5.1333,10.1372,0.8747,37.8,-458.424,52.365,1296.434351
378,0,19.4482,8.8115,8.385,14.3716,13.6611,5.1459,10.1621,0.8717,37.83,-462.653,52.265,1421.851972
379,0,18.2845,8.3829,8.1214,13.9003,13.6958,5.1581,10.1868,0.8657,37.67,-463.734,52.118,1397.499642
380,0,18.8713,8.5017,8.3779,14.1118,13.7299,5.1706,10.2116,0.8641,37.74,-461.685,52.095,1269.600639
381,0,19.7135,8.3845,9.2624,14.1865,13.7641,5.183,10.2364,0.8645,37.75,-462.767,52.113,1385.404544
382,0,19.643,8.9382,8.295,14.5299,13.7981,5.1949,10.2609,0.8656,37.59,-461.897,52.068,1423.55686
383,0,19.0103,9.0515,7.5352,14.5436,13.8322,5.2072,10.2856,0.8649,37.64,-462.514,52.13,1376.505818
384,0,18.9119,9.0141,7.5095,14.5082,13.8665,5.2192,10.3102,0.8659,37.64,-464.915,52.194,1302.380864
385,0,19.5141,9.3974,7.3856,14.851,13.9004,5.2311,10.335,0.8663,37.74,-465.156,52.212,1222.677244
386,0,18.4438,9.1239,7.0435,14.3964,13.9345,5.2426,10.3596,0.8681,37.61,-464.866,52.226,1441.981431
387,0,18.8005,9.4431,6.9185,14.5589,13.9685,5.2545,10.3844,0.8699,37.69,-466.525,52.284,1448.192511
388,0,18.8059,9.5033,6.8703,14.5523,14.0019,5.2666,10.4088,0.8713,37.41,-465.041,52.243,1303.947683
389,0,18.4911,9.322,7.0052,14.2839,14.0357,5.2782,10.4332,0.8709,37.45,-465.01,52.208,1520.323082
390,0,17.3127,8.9479,6.7231,13.7618,14.0687,5.2908,10.4576,0.8696,37.34,-464.526,52.245,1490.216511
391,0,16.9534,8.5762,6.8778,13.6194,14.1017,5.303,10.4819,0.8712,37.38,-463.895,52.297,1454.541502
392,0,17.6278,8.226,8.0629,13.4589,14.1353,5.3156,10.5063,0.8751,37.38,-467.206,52.298,1383.313875
393,0,16.5389,8.4189,6.9115,13.3286,14.1692,5.3274,10.5307,0.8726,37.47,-470.636,52.255,1321.083463
394,0,16.7948,8.3218,7.2466,13.3464,14.2026,5.34,10.5551,0.8744,37.37,-472.052,52.249,1583.272638
395,0,16.4498,8.2184,7.0964,13.255,14.2358,5.3523,10.5793,0.8722,37.3,-471.192,52.223,1383.770368
396,0,16.0363,8.3976,6.6109,13.1479,14.2694,5.3642,10.6039,0.8685,37.55,-472.131,52.156,1603.358521
397,0,16.0991,8.3788,6.632,13.2084,14.3029,5.3766,10.6282,0.8674,37.4,-474.888,52.177,1362.799358
398,0,16.3877,8.5983,6.6282,13.2813,14.3362,5.3888,10.6527,0.8741,37.47,-475.371,52.209,1632.31195
399,0,16.4624,8.4635,6.7663,13.3526,14.3697,5.4007,10.6771,0.8725,37.47,-475.477,52.128,1504.564988
400,0,15.7939,8.3125,6.5378,13.0636,14.403,5.4129,10.7015,0.8697,37.43,-477.377,52.178,1461.855825
401,0,16.0993,8.5187,6.5743,13.1263,14.4365,5.4251,10.7259,0.872,37.39,-478.182,52.185,1689.663244
402,0,16.7374,8.8164,6.5355,13.5055,14.47,5.4375,10.7503,0.8646,37.42,-480.233,52.085,1699.304323
403,0,16.6208,8.7489,6.3964,13.5955,14.5035,5.4501,10.7749,0.8647,37.55,-482.257,52.105,1521.5447
404,0,17.6324,8.5048,7.708,13.5396,14.537,5.4625,10.7995,0.8657,37.6,-484.801,52.107,1510.356477
405,0,17.9192,8.0952,8.4435,13.5006,14.5708,5.4743,10.8241,0.8662,37.59,-485.942,52.167,1463.552863
406,0,19.0848,8.3124,9.046,13.8463,14.6047,5.4863,10.8486,0.865,37.51,-487.135,52.128,1721.646083
407,0,18.9807,8.5631,8.6205,13.9171,14.6379,5.4987,10.8731,0.8633,37.55,-487.31,52.092,1668.047016
408,0,18.9525,8.8793,8.2084,13.9848,14.6716,5.5111,10.8978,0.8686,37.67,-488.731,52.115,1675.374903
409,0,19.2573,9.111,8.1271,14.1393,14.7061,5.5229,10.9226,0.8689,37.72,-493.658,52.148,1778.094593
410,0,18.0725,9.4999,6.6652,14.0274,14.7407,5.5352,10.9472,0.866,37.65,-498.301,52.188,2026.013841
411,0,18.0177,9.1856,6.8799,14.0721,14.7743,5.5474,10.9719,0.8679,37.61,-496.831,52.174,1512.504066
412,0,17.7233,9.0573,7.0259,13.76,14.8089,5.5591,10.9966,0.8703,37.71,-497.106,52.151,1800.801756
413,0,18.0445,9.2787,6.9968,13.889,14.8429,5.571,11.0212,0.871,37.6,-498.731,52.179,1563.415677
414,0,18.0507,9.1889,7.2877,13.6941,14.8767,5.5828,11.0456,0.8761,37.42,-496.966,52.356,1682.990191
415,0,19.0999,8.7628,8.7436,13.7135,14.9099,5.5956,11.0699,0.8726,37.39,-495.864,52.258,2101.099155
416,0,19.4523,8.9567,8.6609,13.9547,14.9437,5.6082,11.0946,0.8736,37.63,-498.676,52.309,1710.925854
417,0,19.6333,9.2667,8.4612,14.0254,14.9779,5.6205,11.1193,0.8723,37.67,-503.103,52.264,1671.123723
418,0,19.934,9.2583,8.784,14.0117,15.0124,5.6327,11.144,0.8771,37.66,-506.021,52.356,1668.462658
419,0,17.694,9.4377,6.7228,13.6535,15.046,5.645,11.1683,0.877,37.39,-505.665,52.341,1898.583151
420,0,17.7586,9.8498,6.0883,13.9405,15.0799,5.6569,11.1928,0.8732,37.42,-504.002,52.294,1824.214739
421,0,17.4928,9.5615,6.2101,13.8412,15.114,5.6688,11.217,0.8725,37.31,-505.199,52.33,1949.364742
422,0,17.3776,9.3973,6.45,13.6504,15.1479,5.6812,11.2413,0.8713,37.32,-506.148,52.27,1996.434113
423,0,18.355,9.4618,7.0956,13.9176,15.1815,5.6933,11.2656,0.8738,37.34,-507.166,52.372,1654.837931
424,0,18.0608,9.3086,6.9661,13.9061,15.2152,5.7055,11.29,0.8733,37.39,-507.308,52.393,1632.186076
425,0,18.2428,9.325,6.9889,14.0489,15.2485,5.718,11.3146,0.8723,37.58,-507.849,52.312,1535.183223
426,0,18.5653,9.5715,6.9557,14.1581,15.282,5.7303,11.339,0.8798,37.43,-508.526,52.501,1976.618568
427,0,17.637,9.7369,5.8762,14.1439,15.3158,5.7422,11.3634,0.8753,37.48,-510.166,52.369,2144.034172
428,0,17.3718,9.6366,5.8766,13.9786,15.3497,5.7543,11.3882,0.876,37.72,-513.818,52.294,1954.910044
429,0,17.368,9.6299,5.9772,13.8809,15.3834,5.7668,11.4128,0.8769,37.6,-516.662,52.317,1942.546717
430,0,17.2978,9.5281,6.0109,13.8788,15.4173,5.7787,11.4374,0.8779,37.56,-516.777,52.308,1819.44619
431,0,16.7898,9.4851,5.5548,13.8699,15.451,5.7908,11.4619,0.8756,37.55,-517.417,52.405,1993.127632
432,0,16.9455,9.7203,5.3893,13.9559,15.4844,5.8033,11.4865,0.8764,37.58,-517.876,52.444,1953.310693
433,0,17.6201,10.1399,5.4891,14.1111,15.5183,5.815,11.511,0.8752,37.52,-518.861,52.411,1732.726803
434,0,17.2986,9.8944,5.5115,14.0126,15.5521,5.8269,11.5357,0.8685,37.62,-520.256,52.235,1566.867913
435,0,17.7156,10.2118,5.4092,14.2146,15.5867,5.8387,11.5604,0.8734,37.68,-524.358,52.289,2097.39659
436,0,17.1355,10.0543,5.2529,13.9483,15.6212,5.8502,11.585,0.8739,37.64,-527.853,52.257,2307.888695
437,0,17.2298,10.2111,5.1315,14.0072,15.6552,5.862,11.6101,0.8724,37.97,-528.481,52.271,2024.610496
438,0,17.0729,9.7221,5.6465,13.8243,15.6893,5.874,11.6348,0.8706,37.64,-528.588,52.264,1895.215502
439,0,16.3421,9.5033,5.4016,13.5571,15.7233,5.8857,11.6594,0.8715,37.67,-529.165,52.325,1966.809756
440,0,17.2197,9.6953,5.8796,13.7648,15.7571,5.8975,11.6838,0.8713,37.41,-528.093,52.294,2192.777815
441,0,17.4948,9.6373,6.0686,13.9089,15.7916,5.909,11.7087,0.8719,37.84,-531.199,52.314,1863.886755
442,0,18.1595,9.4911,6.6693,14.1191,15.8259,5.9207,11.7336,0.8713,37.77,-534.471,52.348,2260.221785
443,0,17.0505,9.1417,6.2912,13.7377,15.8596,5.9325,11.758,0.8706,37.46,-532.42,52.241,2051.246865
444,0,17.0714,8.4109,7.3946,13.386,15.8937,5.9444,11.7829,0.8661,37.8,-533.644,52.172,1924.245664
