tiles/enhancement_freq_max,eval/mean_n_tiles,physical/mean_coverage,eval/violation,eval/J_D,eval/J_P,eval/feasible,rollout/ep_rew_mean,lagrangian/mu_D,lagrangian/avg_J_B,eval/mean_power_mw,tiles/enhancement_freq_std,time/time_elapsed,lagrangian/n_episodes,time/iterations,eval/mean_stall_sec,lagrangian/mu_P,time/fps,physical/mean_n_enhanced_tiles,eval/J_B,eval/mean_coverage,lagrangian/mu_B,physical/mean_stall_seconds,rollout/ep_len_mean,time/total_timesteps,lagrangian/avg_J_P,eval/mean_psnr_db,eval/J_Q,lagrangian/avg_J_D,physical/mean_power_mW,train/explained_variance,train/loss,train/approx_kl,train/learning_rate,train/pds_value_loss,train/entropy_loss,train/value_loss,train/clip_range,train/clip_fraction,train/n_updates,train/policy_gradient_loss
0.8391203703703703,39.4537037037037,0.9265257694033097,29.196336173096157,14.697784194099833,10.584349249508264,0.0,-17.485188458333333,1.0413380670481307,18.48514107796508,34.72222222222222,0.11795318440941768,12,48,1,0.4864843328307806,1.002681460555155,134,38.964699074074076,18.714202729488058,0.9114484763064148,1.0262128526949128,0.5541977422415153,36.0,1728,7.572584222061994,53.15757227177087,27.66772723860667,16.835226819252274,24.920428240740723,,,,,,,,,,,
0.8506944444444444,38.87962962962963,0.9277278638412894,25.528787171573775,14.102219954533277,7.774216175409492,0.0,-18.198241760416668,1.082937526267598,18.429193357112897,25.462962962962962,0.1206531189120362,20,48,2,0.46387423042662235,1.0052943195288706,170,38.8431712962963,18.452351041631008,0.9247575488649362,1.052285836087695,0.5575763244300828,36.0,3456,7.545143589486252,53.333822481324425,28.09959073420899,16.939783687786942,24.891493055555515,-0.0006874799728393555,31.928831100463867,0.022091648,0.0003,0.051549906649247364,-45.95183467158565,113.20324048642759,0.2,0.23859953703703704,10,-0.03967149816625924
0.8350694444444444,38.166666666666664,0.923648727183103,25.68187655106508,14.561684599802375,7.80623814559462,0.0,-19.563593089999998,1.1242116108313502,18.48385457136773,25.694444444444446,0.11874207763596173,27,48,3,0.47881864080413655,1.0079817068678705,188,38.958333333333336,18.113953805668086,0.9201228020449034,1.0784954725161142,0.5536656854459678,36.0,5184,7.574954935599966,53.21429281620566,27.957943213246722,16.809633825500885,24.927662037037006,-0.036330580711364746,1232.5238037109375,0.010457782,0.0003,5.424972543893037,-45.9404665629069,2604.5497346100983,0.2,0.05260416666666667,20,-0.019171446092702726
0.828125,37.96296296296296,0.924015385633379,25.753383553964298,13.924956491971054,8.618163478809569,0.0,-20.961624770000004,1.1655971638997566,18.432080879663875,28.356481481481485,0.11449705701184092,34,48,4,0.4572808226262681,1.0106433055011672,199,38.84722222222222,18.010263583183676,0.9193309934034287,1.104575674715274,0.5538517814877727,36.0,6912,7.564639453318681,53.16835386721805,27.94626889227506,16.85422122736258,24.95659722222222,-0.014637231826782227,2241.23828125,0.01167037,0.0003,8.895538685056898,-45.92702243946217,5307.0414695457175,0.2,0.09027777777777778,30,-0.028076462609762393
0.8368055555555556,38.416666666666664,0.9221113231563183,24.877329262580474,13.19317042323086,8.269497166432975,0.0,-22.526664290000003,1.206548453935531,18.448838088310346,27.199074074074076,0.11375887007110888,41,48,5,0.43496246094144086,1.013911789058081,206,38.88425925925926,18.214661672916638,0.9162577904687205,1.1306977699360499,0.5496726372005785,36.0,8640,7.807393422765561,53.172151630669596,27.821065880687495,16.680516014309664,25.701678240740733,-0.008140206336975098,1221.853759765625,0.017488936,0.0003,2.597193243106206,-45.909469251279475,2420.751727068866,0.2,0.12743055555555555,40,-0.02979988980072516
0.8564814814814815,38.59259259259259,0.9284755620603825,26.56762701520261,16.330257495021762,6.736898164593691,0.0,-23.78101103,1.2481910309879423,18.38624761191738,22.337962962962962,0.12172365868799734,49,48,6,0.5357047177705346,1.0161541640502112,210,38.745949074074076,18.30047135558716,0.9218486109494273,1.1566633889658433,0.5581413720973151,36.0,10368,7.396949996852065,53.482451213368755,27.995062930407983,16.95703082096452,24.370659722222243,-0.008002400398254395,2045.056884765625,0.019575704,0.0003,6.037366896205478,-45.88627262821904,3748.1161431206597,0.2,0.18003472222222222,50,-0.035909994939963025
0.8692129629629629,38.35185185185185,0.9322039670008267,25.89298656665173,13.21311141369677,9.285713055352618,0.0,-24.91606985,1.2893602648610747,18.46096189785898,30.555555555555557,0.12246640042142527,56,48,7,0.4351719592097352,1.018722329488895,214,38.901041666666664,18.19416209760234,0.9120722405736214,1.1828157937104908,0.5527428920366694,36.0,12096,7.527266175473547,53.04795678679165,27.698414707459268,16.767693549252954,24.7612847222222,-0.014356493949890137,692.1419677734375,0.019996008,0.0003,3.2666119465121515,-45.872028534500686,1707.1817025643809,0.2,0.16087962962962962,60,-0.02765022872912663
0.8564814814814815,37.666666666666664,0.9223062387516885,24.902979309805183,13.242820488526439,8.587420497918139,0.0,-26.365523489999998,1.3302063273163163,18.410294230597625,28.35648148148148,0.1167639254498844,63,48,8,0.4359339436327796,1.0214271575195955,217,38.78761574074074,17.872738323360608,0.9166503892442788,1.208841529286985,0.5472541015008948,36.0,13824,7.5819312122802325,53.252684907650355,27.85045796481346,16.638424982096648,25.021701388888896,-0.006556034088134766,1597.6329345703125,0.02367786,0.0003,6.694798687652305,-45.84978114940502,3436.738460286458,0.2,0.22569444444444445,70,-0.03753229110950121
0.8165509259259259,38.69444444444444,0.9259837036703914,27.13184812275313,14.455505097843014,9.126819611172373,0.0,-27.784760549999998,1.3714597566929758,18.42953020759285,30.208333333333332,0.11240028748380136,70,48,9,0.47441668796303743,1.0237996151081383,219,38.8431712962963,18.349523413737746,0.9134107788316252,1.234915354805967,0.5527684867221986,36.0,15552,7.448983035417175,53.286053228365205,27.733453356709106,16.80137175066385,24.580439814814845,-0.04070162773132324,647.4133911132812,0.03211183,0.0003,4.9945181104871965,-45.830778983787255,1387.304572663484,0.2,0.2550925925925926,80,-0.03796617600514933
0.8564814814814815,38.05555555555556,0.9202155754687639,26.879459511548532,16.259411492469383,7.343247312618189,0.0,-29.205304660000003,1.4120955423734574,18.43842043681326,24.189814814814813,0.11699577594108287,78,48,10,0.5357548281101038,1.0268017700516896,221,38.854166666666664,18.07680070646096,0.9186377281364785,1.2610114058980002,0.5441806378394154,36.0,17280,7.700861977420509,53.218907940564755,27.90889198317187,16.554314272192624,25.38339120370374,-0.004425525665283203,1096.5794677734375,0.025405237,0.0003,2.320327983962165,-45.816894940976745,2336.0669320565685,0.2,0.2669560185185185,90,-0.039697287576618015
