rollout,feasible,violation,J_D,J_P,J_B,mu_D,mu_P,mu_B,coverage,enhanced_tiles,reward,mean_psnr_db
566,0,0.2962,0.4162,3.7948,7.3644,2.5768,0.8042,1.8486,0.8434,15.96,10.103,52.058
567,0,0.2922,0.4122,3.7948,7.3723,2.5777,0.8037,1.849,0.8452,15.93,10.071,52.085
568,0,0.2808,0.4008,3.7948,7.3592,2.5789,0.8032,1.8494,0.8452,15.94,9.828,52.085
569,0,0.2788,0.3988,3.7948,7.3555,2.5798,0.8027,1.8496,0.8449,15.87,9.989,52.079
570,0,0.3213,0.4413,3.7948,7.3695,2.5807,0.8022,1.8501,0.844,16.0,10.217,52.074
571,0,0.3107,0.4307,3.7948,7.3568,2.5817,0.8016,1.8503,0.8447,15.83,10.064,52.084
572,0,0.2822,0.4022,3.7948,7.3505,2.5827,0.8011,1.8507,0.8441,15.93,10.121,52.069
573,0,0.2639,0.3839,3.7948,7.3503,2.5839,0.8006,1.8511,0.8445,15.95,10.064,52.069
574,0,0.259,0.379,3.7948,7.3443,2.5848,0.8001,1.8514,0.8443,15.92,10.017,52.062
575,0,0.2643,0.3843,3.7948,7.3361,2.586,0.7996,1.8517,0.8451,15.85,9.917,52.104
576,0,0.2762,0.3962,3.7948,7.3493,2.5871,0.7991,1.852,0.8453,15.94,9.793,52.113
577,0,0.2716,0.3916,3.7948,7.3463,2.5878,0.7986,1.8524,0.8453,15.91,10.296,52.11
578,0,0.2657,0.3857,3.7948,7.3562,2.589,0.7981,1.8527,0.8463,15.9,10.085,52.109
579,0,0.2514,0.3714,3.7948,7.3502,2.59,0.7976,1.8531,0.8458,15.97,9.583,52.078
580,0,0.2639,0.3839,3.7948,7.3545,2.5909,0.797,1.8534,0.8445,15.91,9.712,52.086
581,0,0.3076,0.4276,3.7948,7.3799,2.5921,0.7965,1.8537,0.8452,15.85,9.668,52.084
582,0,0.2528,0.3728,3.7948,7.3463,2.5932,0.796,1.8541,0.8436,15.92,9.663,52.074
583,0,0.2668,0.3868,3.7948,7.3453,2.5943,0.7955,1.8544,0.8437,15.91,9.85,52.079
584,0,0.2758,0.3958,3.7948,7.3557,2.5953,0.795,1.8548,0.8435,15.98,9.902,52.064
585,0,0.2264,0.3464,3.7948,7.3215,2.5962,0.7945,1.8551,0.8436,15.88,9.944,52.074
586,0,0.2544,0.3744,3.7948,7.3213,2.5975,0.794,1.8555,0.8418,15.9,9.776,52.065
587,0,0.2659,0.3859,3.7948,7.3363,2.5987,0.7935,1.8558,0.842,15.95,9.523,52.051
588,0,0.2711,0.3911,3.7948,7.3423,2.5996,0.7929,1.8561,0.8428,15.86,9.796,52.045
589,0,0.285,0.405,3.7948,7.3505,2.6005,0.7924,1.8564,0.8433,15.89,9.922,52.067
590,0,0.2645,0.3845,3.7948,7.3369,2.6013,0.7919,1.8567,0.8416,15.85,10.159,52.057
591,0,0.2781,0.3981,3.7948,7.3587,2.602,0.7914,1.8571,0.8447,15.95,10.338,52.081
592,0,0.2812,0.4012,3.7948,7.3564,2.6032,0.7909,1.8574,0.8456,15.87,9.8,52.079
593,0,0.2562,0.3762,3.7948,7.3593,2.604,0.7904,1.8576,0.8462,15.83,9.645,52.088
594,0,0.2549,0.3749,3.7948,7.3603,2.6048,0.7899,1.8578,0.8463,15.81,10.269,52.088
595,0,0.2562,0.3762,3.7948,7.3564,2.6056,0.7894,1.8581,0.8463,15.88,10.282,52.088
596,0,0.2483,0.3683,3.7948,7.352,2.6065,0.7889,1.8585,0.8463,15.93,10.034,52.088
597,0,0.3179,0.4379,3.7948,7.3619,2.6074,0.7883,1.8588,0.8453,15.87,10.109,52.08
598,0,0.3201,0.4401,3.7948,7.3622,2.6081,0.7878,1.8591,0.8453,15.9,10.362,52.08
599,0,0.3201,0.4401,3.7948,7.3661,2.6092,0.7873,1.8594,0.8456,15.91,9.855,52.082
600,0,0.3017,0.4217,3.7948,7.365,2.6103,0.7868,1.8598,0.8436,15.99,9.636,52.087
601,0,0.2919,0.4119,3.7948,7.3684,2.6112,0.7863,1.8602,0.8449,15.93,9.839,52.096
602,0,0.2738,0.3938,3.7948,7.3606,2.6122,0.7858,1.8605,0.8454,15.87,9.871,52.089
603,0,0.2693,0.3893,3.7948,7.3573,2.6131,0.7853,1.8608,0.8451,15.9,9.98,52.087
604,0,0.2747,0.3947,3.7948,7.3526,2.6138,0.7848,1.8611,0.8463,15.86,10.082,52.129
605,0,0.3033,0.4233,3.7948,7.3698,2.6147,0.7843,1.8614,0.8463,15.87,10.13,52.097
606,0,0.3214,0.4414,3.7948,7.3746,2.6156,0.7838,1.8617,0.8466,15.94,10.187,52.102
607,0,0.3132,0.4332,3.7948,7.3655,2.6164,0.7833,1.8621,0.846,15.94,10.377,52.093
608,0,0.2802,0.4002,3.7948,7.3592,2.6172,0.7827,1.8623,0.8462,15.78,10.035,52.096
609,0,0.29,0.41,3.7948,7.36,2.618,0.7822,1.8625,0.8462,15.82,10.211,52.096
610,0,0.2743,0.3943,3.7948,7.3479,2.6189,0.7817,1.8629,0.8487,15.91,10.49,52.141
611,0,0.2475,0.3675,3.7948,7.3369,2.6198,0.7812,1.8632,0.8457,15.95,10.29,52.109
612,0,0.244,0.364,3.7948,7.3331,2.6208,0.7807,1.8635,0.8465,15.87,10.05,52.108
613,0,0.2316,0.3516,3.7948,7.3319,2.6215,0.7802,1.8638,0.844,15.89,10.271,52.09
614,0,0.2325,0.3525,3.7948,7.3321,2.6225,0.7797,1.8641,0.844,15.89,10.023,52.09
615,0,0.2345,0.3545,3.7948,7.3341,2.6236,0.7792,1.8645,0.8456,15.97,9.599,52.116
616,0,0.2745,0.3945,3.7948,7.3608,2.6245,0.7787,1.8649,0.8474,15.95,9.883,52.12
617,0,0.2802,0.4002,3.7948,7.3608,2.6253,0.7782,1.8652,0.8478,15.87,10.214,52.128
618,0,0.2455,0.3655,3.7948,7.3344,2.6258,0.7776,1.8654,0.8452,15.8,10.521,52.094
619,0,0.2575,0.3775,3.7948,7.3439,2.627,0.7771,1.8658,0.844,15.94,9.978,52.101
620,0,0.27,0.39,3.7948,7.349,2.6279,0.7766,1.8661,0.8453,15.89,9.607,52.089
621,0,0.2614,0.3814,3.7948,7.332,2.6288,0.7761,1.8664,0.8466,15.88,9.93,52.098
622,0,0.2406,0.3606,3.7948,7.3309,2.6297,0.7756,1.8667,0.8437,15.89,10.058,52.063
623,0,0.2397,0.3597,3.7948,7.3358,2.6305,0.7751,1.867,0.8453,15.9,10.273,52.089
624,0,0.257,0.377,3.7948,7.3402,2.6312,0.7746,1.8673,0.8484,15.9,10.55,52.09
625,0,0.2386,0.3586,3.7948,7.3345,2.6321,0.7741,1.8676,0.8462,15.87,10.464,52.089
626,0,0.2268,0.3468,3.7948,7.3402,2.6331,0.7736,1.8678,0.8458,15.87,10.134,52.076
627,0,0.2244,0.3444,3.7948,7.3316,2.6337,0.773,1.8682,0.8449,15.92,10.481,52.084
628,0,0.2113,0.3313,3.7948,7.3398,2.6349,0.7725,1.8685,0.8442,15.92,10.183,52.099
629,0,0.2241,0.3441,3.7948,7.3316,2.6362,0.7721,1.8689,0.845,15.9,9.401,52.123
630,0,0.2023,0.3223,3.7948,7.3386,2.6373,0.7716,1.8691,0.8433,15.85,9.401,52.053
631,0,0.2122,0.3322,3.7948,7.3504,2.6382,0.7711,1.8694,0.8454,15.9,9.792,52.099
632,0,0.2478,0.3678,3.7948,7.3546,2.6388,0.7705,1.8697,0.8443,15.83,10.146,52.09
633,0,0.2478,0.3678,3.7948,7.3471,2.6397,0.77,1.87,0.8443,15.9,10.105,52.09
634,0,0.1848,0.3048,3.7948,7.3342,2.6407,0.7695,1.8703,0.8445,15.85,9.975,52.111
635,0,0.1868,0.3068,3.7948,7.3337,2.6413,0.769,1.8705,0.8449,15.81,10.347,52.113
636,0,0.1973,0.3173,3.7948,7.334,2.6424,0.7685,1.8709,0.8443,15.94,10.079,52.09
637,0,0.1841,0.3041,3.7948,7.3333,2.6431,0.768,1.8711,0.8443,15.82,10.029,52.091
638,0,0.2082,0.3282,3.7948,7.3342,2.6437,0.7675,1.8713,0.8431,15.8,10.603,52.062
639,0,0.2169,0.3369,3.7948,7.3462,2.6445,0.767,1.8716,0.8431,15.91,10.368,52.062
640,0,0.1911,0.3111,3.7948,7.3283,2.6453,0.7665,1.8719,0.8447,15.84,10.047,52.111
641,0,0.1864,0.3064,3.7948,7.3326,2.6464,0.766,1.8722,0.8432,15.9,9.94,52.079
642,0,0.2453,0.3653,3.7948,7.3421,2.6472,0.7655,1.8724,0.8465,15.83,10.122,52.14
643,0,0.2249,0.3449,3.7948,7.3323,2.6479,0.765,1.8727,0.8445,15.86,10.382,52.089
644,0,0.1964,0.3164,3.7948,7.3169,2.6486,0.7645,1.8729,0.8417,15.83,10.515,52.035
645,0,0.2272,0.3472,3.7948,7.3284,2.6496,0.764,1.8732,0.8423,15.88,10.271,52.049
646,0,0.224,0.344,3.7948,7.3321,2.6505,0.7635,1.8735,0.8423,15.88,9.871,52.049
647,0,0.1994,0.3194,3.7948,7.3357,2.6514,0.763,1.8738,0.8452,15.85,9.95,52.09
648,0,0.2213,0.3413,3.7948,7.3361,2.6523,0.7625,1.8739,0.843,15.75,9.872,52.053
649,0,0.2481,0.3681,3.7948,7.345,2.6531,0.762,1.8742,0.8446,15.84,9.881,52.082
650,0,0.2409,0.3609,3.7948,7.3419,2.6544,0.7614,1.8745,0.8442,15.87,9.736,52.054
651,0,0.1809,0.3009,3.7948,7.3319,2.6553,0.7609,1.8748,0.8459,15.89,9.443,52.066
652,0,0.1915,0.3115,3.7948,7.3301,2.6559,0.7604,1.8751,0.8488,15.9,10.044,52.136
653,0,0.2229,0.3429,3.7948,7.3377,2.6569,0.7599,1.8754,0.848,15.92,10.14,52.123
654,0,0.2176,0.3376,3.7948,7.3381,2.658,0.7594,1.8758,0.8469,15.91,9.717,52.115
655,0,0.2278,0.3478,3.7948,7.3298,2.6588,0.7589,1.8761,0.8444,15.86,9.777,52.062
656,0,0.2346,0.3546,3.7948,7.3424,2.6596,0.7584,1.8764,0.848,15.96,10.054,52.122
657,0,0.232,0.352,3.7948,7.3465,2.6605,0.7579,1.8767,0.8493,15.89,10.065,52.149
658,0,0.231,0.351,3.7948,7.3468,2.6614,0.7575,1.877,0.8486,15.85,10.072,52.135
659,0,0.231,0.351,3.7948,7.3466,2.6625,0.757,1.8773,0.8469,15.88,9.746,52.121
660,0,0.231,0.351,3.7948,7.3543,2.6633,0.7565,1.8777,0.8486,15.93,9.636,52.14
661,0,0.2234,0.3434,3.7948,7.3505,2.6642,0.7561,1.878,0.8471,15.9,9.925,52.106
662,0,0.215,0.335,3.7948,7.3498,2.665,0.7556,1.8783,0.844,15.86,10.085,52.084
663,0,0.2512,0.3712,3.7948,7.3563,2.6662,0.7552,1.8786,0.8466,15.9,9.905,52.106
664,0,0.2755,0.3955,3.7948,7.3573,2.667,0.7547,1.8789,0.8441,15.92,10.044,52.062
665,0,0.229,0.349,3.7948,7.3475,2.668,0.7543,1.8792,0.8455,15.9,9.94,52.093
666,0,0.2384,0.3584,3.7948,7.3474,2.669,0.7538,1.8796,0.8473,15.89,9.797,52.132
667,0,0.2267,0.3467,3.7948,7.3394,2.6699,0.7534,1.8798,0.8448,15.87,10.045,52.08
668,0,0.2234,0.3434,3.7948,7.3463,2.6708,0.7529,1.8801,0.8464,15.88,10.099,52.098
669,0,0.2151,0.3351,3.7948,7.3412,2.6718,0.7525,1.8804,0.8464,15.88,10.097,52.098
670,0,0.2189,0.3389,3.7948,7.3374,2.6727,0.7521,1.8807,0.8466,15.86,9.939,52.1
671,0,0.2328,0.3528,3.7948,7.349,2.6738,0.7516,1.8811,0.846,15.93,9.633,52.091
672,0,0.2329,0.3529,3.7948,7.3528,2.6746,0.7512,1.8814,0.8473,15.93,10.001,52.137
673,0,0.2482,0.3682,3.7948,7.3383,2.6754,0.7508,1.8817,0.8441,15.87,10.511,52.052
674,0,0.2508,0.3708,3.7948,7.347,2.6766,0.7504,1.8821,0.8434,15.95,9.927,52.046
675,0,0.2409,0.3609,3.7948,7.3437,2.6776,0.7501,1.8824,0.8451,15.92,9.506,52.078
676,0,0.2342,0.3542,3.7948,7.3576,2.6785,0.7497,1.8828,0.847,15.92,10.08,52.129
677,0,0.2302,0.3502,3.7948,7.3414,2.6793,0.7493,1.8832,0.8455,15.94,10.181,52.078
678,0,0.235,0.355,3.7948,7.3414,2.6802,0.7489,1.8835,0.8461,15.89,10.292,52.119
679,0,0.2151,0.3351,3.7948,7.3328,2.6813,0.7484,1.8838,0.8443,15.89,9.997,52.089
680,0,0.1919,0.3119,3.7948,7.3323,2.6824,0.748,1.8841,0.8437,15.89,9.414,52.07
681,0,0.1952,0.3152,3.7948,7.3439,2.6833,0.7475,1.8843,0.8448,15.79,9.736,52.081
682,0,0.2147,0.3347,3.7948,7.3497,2.6843,0.747,1.8847,0.8466,15.96,9.852,52.096
683,0,0.1926,0.3126,3.7948,7.332,2.6852,0.7466,1.885,0.8422,15.91,9.885,52.046
684,0,0.2078,0.3278,3.7948,7.3405,2.686,0.7462,1.8853,0.8434,15.87,9.984,52.045
685,0,0.1826,0.3026,3.7948,7.3447,2.687,0.7458,1.8855,0.8444,15.84,9.796,52.055
686,0,0.2315,0.3515,3.7948,7.3422,2.6878,0.7453,1.8859,0.8449,15.91,9.892,52.068
687,0,0.2218,0.3418,3.7948,7.3384,2.6885,0.7449,1.8861,0.8462,15.87,10.035,52.123
688,0,0.2017,0.3217,3.7948,7.3246,2.6895,0.7445,1.8865,0.8433,15.9,9.954,52.037
689,0,0.2136,0.3336,3.7948,7.3211,2.6907,0.7441,1.8868,0.8442,15.92,9.471,52.11
690,0,0.19,0.31,3.7948,7.3237,2.6917,0.7437,1.8871,0.8428,15.89,9.436,52.043
691,0,0.2099,0.3299,3.7948,7.3318,2.6925,0.7432,1.8873,0.8432,15.74,9.814,52.044
692,0,0.1899,0.3099,3.7948,7.3274,2.6931,0.7428,1.8876,0.8442,15.89,10.296,52.05
693,0,0.2237,0.3437,3.7948,7.3433,2.6941,0.7423,1.8878,0.8433,15.83,10.017,52.062
694,0,0.1958,0.3158,3.7948,7.3387,2.6949,0.7418,1.888,0.8457,15.82,9.636,52.097
695,0,0.1966,0.3166,3.7948,7.3483,2.6958,0.7414,1.8883,0.846,15.85,10.001,52.128
696,0,0.1966,0.3166,3.7948,7.3409,2.6966,0.7409,1.8886,0.846,15.9,10.166,52.128
697,0,0.1537,0.2737,3.7948,7.3237,2.6978,0.7406,1.889,0.8446,15.95,9.772,52.088
698,0,0.197,0.317,3.7948,7.3584,2.6986,0.7401,1.8893,0.8448,15.88,9.905,52.102
699,0,0.197,0.317,3.7948,7.3547,2.6994,0.7397,1.8896,0.8447,15.88,10.269,52.101
700,0,0.1941,0.3141,3.7948,7.3389,2.7004,0.7393,1.8899,0.8435,15.88,9.948,52.092
701,0,0.2177,0.3377,3.7948,7.3412,2.7012,0.7389,1.8902,0.844,15.89,10.022,52.052
702,0,0.1764,0.2964,3.7948,7.336,2.7019,0.7385,1.8904,0.8413,15.82,10.143,51.998
703,0,0.1678,0.2878,3.7948,7.341,2.7027,0.7381,1.8907,0.8437,15.87,10.053,52.066
704,0,0.1548,0.2748,3.7948,7.332,2.7037,0.7377,1.891,0.8434,15.88,9.908,52.031
705,0,0.1923,0.3123,3.7948,7.3373,2.7045,0.7373,1.8913,0.8453,15.9,9.842,52.073
706,0,0.1923,0.3123,3.7948,7.3399,2.7054,0.737,1.8916,0.8453,15.9,9.826,52.073
707,0,0.1923,0.3123,3.7948,7.3363,2.7059,0.7366,1.8919,0.8455,15.82,10.172,52.076
708,0,0.1912,0.3112,3.7948,7.3377,2.7066,0.7363,1.8922,0.845,15.93,10.374,52.073
709,0,0.1616,0.2816,3.7948,7.3273,2.7072,0.736,1.8925,0.8439,15.84,10.358,52.048
710,0,0.1989,0.3189,3.7948,7.3361,2.7081,0.7357,1.8928,0.8454,15.88,10.201,52.075
711,0,0.1989,0.3189,3.7948,7.3356,2.7087,0.7353,1.893,0.8435,15.82,10.074,52.043
712,0,0.1858,0.3058,3.7948,7.3263,2.7097,0.7351,1.8933,0.847,15.89,9.849,52.124
713,0,0.1674,0.2874,3.7948,7.3218,2.7103,0.7347,1.8936,0.8461,15.9,10.033,52.081
714,0,0.1678,0.2878,3.7948,7.3178,2.7113,0.7343,1.8938,0.8459,15.82,10.154,52.086
715,0,0.1613,0.2813,3.7948,7.3138,2.7122,0.734,1.894,0.845,15.82,9.996,52.057
716,0,0.1747,0.2947,3.7948,7.3215,2.7131,0.7336,1.8943,0.8457,15.86,10.071,52.079
717,0,0.1776,0.2976,3.7948,7.3269,2.7139,0.7333,1.8945,0.8425,15.81,9.923,52.022
718,0,0.2182,0.3382,3.7948,7.3352,2.7144,0.7329,1.8947,0.8455,15.74,10.525,52.063
719,0,0.1784,0.2984,3.7948,7.3129,2.7153,0.7326,1.8949,0.8459,15.83,10.651,52.065
720,0,0.1748,0.2948,3.7948,7.322,2.716,0.7322,1.8952,0.8458,15.86,10.03,52.073
721,0,0.1531,0.2731,3.7948,7.3161,2.7167,0.7319,1.8955,0.8455,15.86,9.925,52.062
722,0,0.1557,0.2757,3.7948,7.3118,2.7175,0.7316,1.8957,0.8445,15.82,10.052,52.051
723,0,0.1674,0.2874,3.7948,7.3217,2.7182,0.7312,1.8959,0.8441,15.8,10.138,52.049
724,0,0.1827,0.3027,3.7948,7.3379,2.7188,0.731,1.8961,0.8434,15.8,10.321,52.034
725,0,0.1643,0.2843,3.7948,7.3096,2.7194,0.7307,1.8962,0.8429,15.72,10.572,52.048
726,0,0.2341,0.3541,3.7948,7.3509,2.7202,0.7304,1.8965,0.8445,15.89,10.24,52.05
727,0,0.2293,0.3493,3.7948,7.3472,2.7209,0.7301,1.8968,0.8444,15.83,10.427,52.061
728,0,0.2446,0.3646,3.7948,7.3471,2.7218,0.7298,1.8971,0.8433,15.92,10.019,52.048
729,0,0.234,0.354,3.7948,7.3514,2.7228,0.7295,1.8974,0.8444,15.85,9.705,52.061
730,0,0.1914,0.3114,3.7948,7.3348,2.7234,0.7292,1.8976,0.8443,15.79,9.936,52.057
731,0,0.1873,0.3073,3.7948,7.3337,2.7241,0.7288,1.8978,0.8434,15.81,10.328,52.046
732,0,0.1542,0.2742,3.7948,7.3209,2.7249,0.7284,1.8981,0.8432,15.93,10.271,52.04
733,0,0.1542,0.2742,3.7948,7.3209,2.7256,0.7279,1.8984,0.8432,15.87,9.88,52.04
734,0,0.1851,0.3051,3.7948,7.3304,2.7265,0.7275,1.8986,0.8443,15.75,9.896,52.057
735,0,0.183,0.303,3.7948,7.3267,2.7271,0.7271,1.8987,0.8442,15.78,10.304,52.049
736,0,0.183,0.303,3.7948,7.3266,2.7277,0.7267,1.8989,0.8445,15.8,10.42,52.058
737,0,0.1928,0.3128,3.7948,7.3349,2.7285,0.7263,1.8991,0.8445,15.75,10.119,52.05
738,0,0.2033,0.3233,3.7948,7.3356,2.7292,0.7258,1.8992,0.8445,15.67,10.227,52.056
739,0,0.175,0.295,3.7948,7.3343,2.7299,0.7254,1.8993,0.8444,15.77,10.267,52.052
740,0,0.1842,0.3042,3.7948,7.3392,2.7307,0.725,1.8996,0.8442,15.87,10.045,52.045
741,0,0.1838,0.3038,3.7948,7.342,2.7314,0.7246,1.8998,0.8439,15.78,10.056,52.047
742,0,0.197,0.317,3.7948,7.3392,2.7322,0.7243,1.9,0.8434,15.77,10.167,52.046
743,0,0.1829,0.3029,3.7948,7.3305,2.7328,0.7238,1.9002,0.8443,15.86,10.162,52.05
744,0,0.2087,0.3287,3.7948,7.3391,2.7334,0.7234,1.9005,0.8447,15.84,10.236,52.064
745,0,0.182,0.302,3.7948,7.335,2.7343,0.723,1.9007,0.8446,15.78,10.107,52.06
746,0,0.2,0.32,3.7948,7.3356,2.7349,0.7226,1.9008,0.8447,15.8,10.439,52.064
747,0,0.2138,0.3338,3.7948,7.3308,2.7356,0.7222,1.901,0.8439,15.76,10.412,52.036
748,0,0.2131,0.3331,3.7948,7.3254,2.7362,0.7218,1.9013,0.8443,15.86,10.444,52.039
749,0,0.2131,0.3331,3.7948,7.3289,2.7369,0.7214,1.9014,0.8456,15.78,10.57,52.05
750,0,0.1819,0.3019,3.7948,7.3176,2.7377,0.7211,1.9016,0.8443,15.76,10.403,52.038
751,0,0.1819,0.3019,3.7948,7.3176,2.7384,0.7206,1.9017,0.8443,15.75,10.467,52.038
752,0,0.2147,0.3347,3.7948,7.3295,2.739,0.7202,1.9018,0.8443,15.73,10.651,52.025
753,0,0.2461,0.3661,3.7948,7.3366,2.7396,0.7198,1.9019,0.8459,15.73,10.401,52.104
754,0,0.1933,0.3133,3.7948,7.3228,2.7401,0.7195,1.902,0.8445,15.7,10.542,52.048
755,0,0.2167,0.3367,3.7948,7.3278,2.7407,0.719,1.9021,0.8449,15.71,10.856,52.051
756,0,0.2317,0.3517,3.7948,7.3344,2.7414,0.7187,1.9023,0.8435,15.79,10.574,52.023
757,0,0.22,0.34,3.7948,7.3455,2.7419,0.7184,1.9024,0.8449,15.7,10.57,52.118
758,0,0.2226,0.3426,3.7948,7.3386,2.7429,0.7181,1.9025,0.8435,15.74,10.008,52.023
759,0,0.1607,0.2807,3.7948,7.3292,2.7436,0.7179,1.9027,0.843,15.75,9.911,52.027
760,0,0.1607,0.2807,3.7948,7.3255,2.7441,0.7176,1.9028,0.842,15.79,10.499,52.02
761,0,0.1866,0.3066,3.7948,7.3257,2.745,0.7172,1.9031,0.8424,15.81,10.4,52.053
762,0,0.1561,0.2761,3.7948,7.325,2.7457,0.7168,1.9032,0.8436,15.77,10.391,52.116
763,0,0.1627,0.2827,3.7948,7.3289,2.7463,0.7164,1.9033,0.8438,15.71,10.666,52.122
764,0,0.1708,0.2908,3.7948,7.3312,2.7468,0.716,1.9034,0.8425,15.72,10.7,52.056
765,0,0.1639,0.2839,3.7948,7.3213,2.7474,0.7156,1.9035,0.8424,15.69,10.765,52.051
766,0,0.1948,0.3148,3.7948,7.337,2.7482,0.7152,1.9036,0.842,15.7,10.281,52.029
767,0,0.1751,0.2951,3.7948,7.3239,2.749,0.7149,1.9037,0.8433,15.76,10.144,52.073
768,0,0.188,0.308,3.7948,7.3343,2.7496,0.7145,1.9037,0.8432,15.64,10.488,52.051
769,0,0.2066,0.3266,3.7948,7.3354,2.7501,0.7141,1.9038,0.8439,15.72,10.955,52.054
770,0,0.1934,0.3134,3.7948,7.3318,2.7511,0.7137,1.904,0.8443,15.8,10.643,52.065
771,0,0.1797,0.2997,3.7948,7.3311,2.7517,0.7134,1.9043,0.8438,15.84,10.428,52.063
772,0,0.1917,0.3117,3.7948,7.3354,2.7521,0.713,1.9044,0.8438,15.73,10.965,52.063
773,0,0.2027,0.3227,3.7948,7.3294,2.7528,0.7127,1.9045,0.8444,15.73,10.91,52.063
774,0,0.2164,0.3364,3.7948,7.3331,2.7537,0.7124,1.9047,0.844,15.8,10.284,52.067
775,0,0.2579,0.3779,3.7948,7.3381,2.7547,0.712,1.9049,0.8448,15.82,9.924,52.075
776,0,0.2348,0.3548,3.7948,7.3341,2.7555,0.7116,1.9051,0.8444,15.78,10.049,52.07
777,0,0.2256,0.3456,3.7948,7.3373,2.7562,0.7111,1.9052,0.8444,15.71,10.303,52.069
778,0,0.2516,0.3716,3.7948,7.329,2.7569,0.7106,1.9052,0.8451,15.66,10.511,52.098
779,0,0.2199,0.3399,3.7948,7.3316,2.7576,0.7102,1.9054,0.845,15.79,10.524,52.095
780,0,0.25,0.37,3.7948,7.3288,2.7583,0.7098,1.9055,0.8451,15.66,10.354,52.098
781,0,0.2322,0.3522,3.7948,7.3164,2.7589,0.7093,1.9056,0.8446,15.76,10.459,52.096
782,0,0.2366,0.3566,3.7948,7.3375,2.7599,0.7089,1.9058,0.844,15.77,10.062,52.108
783,0,0.218,0.338,3.7948,7.3283,2.7608,0.7084,1.906,0.8442,15.82,9.503,52.094
784,0,0.2274,0.3474,3.7948,7.3301,2.7616,0.708,1.9061,0.8445,15.74,10.015,52.105
785,0,0.2067,0.3267,3.7948,7.3204,2.7626,0.7077,1.9063,0.8442,15.74,10.044,52.116
786,0,0.2151,0.3351,3.7948,7.3137,2.7634,0.7072,1.9064,0.8434,15.73,10.083,52.058
787,0,0.2339,0.3539,3.7948,7.3171,2.7642,0.7068,1.9066,0.8433,15.74,10.252,52.057
788,0,0.2732,0.3932,3.7948,7.331,2.7649,0.7063,1.9066,0.8443,15.69,10.421,52.06
789,0,0.2774,0.3974,3.7948,7.3287,2.7657,0.7059,1.9068,0.8453,15.74,10.402,52.156
790,0,0.2636,0.3836,3.7948,7.329,2.7665,0.7054,1.9069,0.8452,15.71,10.091,52.12
791,0,0.2561,0.3761,3.7948,7.3279,2.7673,0.7049,1.9069,0.8442,15.66,9.927,52.055
792,0,0.2479,0.3679,3.7948,7.3167,2.7679,0.7045,1.907,0.8448,15.68,10.404,52.116
793,0,0.2572,0.3772,3.7948,7.3286,2.7688,0.704,1.907,0.8455,15.65,10.371,52.121
794,0,0.2572,0.3772,3.7948,7.321,2.7696,0.7036,1.9071,0.8438,15.71,10.108,52.089
795,0,0.2176,0.3376,3.7948,7.3239,2.7706,0.7032,1.9074,0.8447,15.88,9.644,52.112
796,0,0.2112,0.3312,3.7948,7.3227,2.7715,0.7029,1.9076,0.8444,15.78,9.774,52.093
797,0,0.2009,0.3209,3.7948,7.3158,2.7723,0.7025,1.9076,0.8455,15.67,10.288,52.12
798,0,0.2076,0.3276,3.7948,7.3237,2.7733,0.7021,1.9077,0.844,15.67,10.056,52.066
799,0,0.2348,0.3548,3.7948,7.3325,2.7742,0.7018,1.9079,0.8445,15.79,10.063,52.074
800,0,0.2115,0.3315,3.7948,7.3191,2.775,0.7015,1.9081,0.8458,15.8,10.227,52.053
801,0,0.2343,0.3543,3.7948,7.3312,2.7757,0.7011,1.9082,0.8452,15.69,10.362,52.059
802,0,0.2543,0.3743,3.7948,7.3207,2.7766,0.7006,1.9083,0.8449,15.74,10.024,52.053
803,0,0.2536,0.3736,3.7948,7.3248,2.7773,0.7002,1.9084,0.8457,15.69,10.036,52.092
804,0,0.2636,0.3836,3.7948,7.3332,2.7783,0.6998,1.9085,0.8454,15.72,10.314,52.086
805,0,0.2593,0.3793,3.7948,7.3244,2.7792,0.6993,1.9086,0.8453,15.69,10.064,52.09
806,0,0.2738,0.3938,3.7948,7.3344,2.78,0.6989,1.9088,0.8483,15.78,9.95,52.15
807,0,0.2924,0.4124,3.7948,7.3193,2.7807,0.6984,1.9089,0.8483,15.71,10.142,52.15
808,0,0.2702,0.3902,3.7948,7.3147,2.7815,0.698,1.909,0.8483,15.73,10.226,52.15
809,0,0.2647,0.3847,3.7948,7.3131,2.7823,0.6975,1.9091,0.8453,15.76,10.26,52.12
810,0,0.2508,0.3708,3.7948,7.2967,2.7833,0.697,1.9093,0.8456,15.72,10.109,52.138
811,0,0.2683,0.3883,3.7948,7.3069,2.7842,0.6965,1.9093,0.8445,15.68,10.105,52.077
812,0,0.2298,0.3498,3.7948,7.2967,2.785,0.6961,1.9095,0.8456,15.77,10.206,52.068
813,0,0.2331,0.3531,3.7948,7.2969,2.7858,0.6957,1.9096,0.8464,15.72,10.213,52.152
814,0,0.2197,0.3397,3.7948,7.2923,2.7863,0.6952,1.9097,0.8446,15.68,10.436,52.062
815,0,0.2109,0.3309,3.7948,7.3001,2.7872,0.6948,1.9098,0.8469,15.76,10.217,52.135
816,0,0.2301,0.3501,3.7948,7.3103,2.788,0.6943,1.9099,0.8478,15.7,9.967,52.169
817,0,0.2476,0.3676,3.7948,7.3144,2.7888,0.6939,1.9101,0.8479,15.78,10.109,52.17
